ano,codigo_sgif,tipo,distrito,concelho,freguesia,local,ine,x,y,data_alerta,hora_alerta,data_extincao,hora_extincao,data_primeira_intervencao,hora_primeira_intervencao,fonte_alerta,nut,area_povoamento,area_mato,area_agricola,area_pov_mato,area_total,reacendimento,queimada,falso_alarme,fogacho,incendio,agricola,perimetro,aps,causa,tipo_causa,LAT,LON
2009,BL1091201,Florestal,Viseu,Castro Daire,Ermida,Sobradinho,180306,213747,440420,2009-06-02,03:50:00,2009-06-02,10:38:00,2009-06-02,04:00:00,Populares,PT12050306,0.0,0.01,0.0,0.01,0.01,1,0,0,1,0,0,,,6.0,Desconhecida,40.9212513,-7.968118
2009,BL309312,Florestal,Aveiro,Arouca,Fermedo,Parameira,10411,176898,443366,2009-03-25,00:35:00,2009-03-25,02:45:00,2009-03-25,00:46:00,Populares,PT11060111,0.0,0.35,0.0,0.35,0.35,0,0,0,1,0,0,,,6.0,Desconhecida,40.9531619,-8.428823
2009,DM2091604,Florestal,Porto,Paços de Ferreira,Ferreira,S. MIGUEL (São Miguel),130905,182624,477746,2009-06-01,15:16:00,2009-06-01,16:18:00,2009-06-01,15:21:00,117,PT11051105,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,,,41.2761505,-8.3773783
2009,DM2092894,Florestal,Porto,Paredes,Lordelo,LUGAR LEVADINHA (Lugar),131013,184157,474866,2009-08-11,15:14:00,2009-08-11,16:37:00,2009-08-11,15:18:00,Populares,PT11051213,0.0,0.05,0.0,0.05,0.05,0,0,0,1,0,0,,,,,41.2364966,-8.415551743176014
2009,DM2092908,Florestal,Porto,Paredes,Lordelo,LEVADINHA (Levandeira),131013,181616,469473,2009-08-11,18:36:00,2009-08-11,19:36:00,2009-08-11,18:40:00,Populares,PT11051213,0.0,0.05,0.0,0.05,0.05,0,0,0,1,0,0,,,,,41.2364966,-8.415551743176014
2009,DM2096284,Florestal,Porto,Marco de Canaveses,Rio de Galinhas,Estação,130716,198156,471931,2009-09-19,13:52:00,2009-09-19,15:03:00,2009-09-19,14:00:00,Populares,PT11050916,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,,,41.1861735,-8.1383514
2009,DM4091426,Florestal,Braga,Celorico de Basto,Arnóia,CASTELO (ARNOIA) (Castelo),30502,206633,488346,2009-07-21,22:35:00,2009-07-21,23:55:00,2009-07-21,22:40:00,Populares,PT11050502,0.0,0.1,0.0,0.1,0.1,0,0,0,1,0,0,,,,,41.39054365,-8.006846020187858
2009,DM4092248,Florestal,Braga,Vila Verde,Rio Mau,L. LAMEIRINHAS (RIO MAU) (RIO MAU),31339,168727,525550,2009-09-09,16:07:00,2009-09-09,21:55:00,2009-09-09,16:29:00,Populares,PT11020639,0.5,0.5,0.0,1.0,1.0,0,0,0,0,1,0,,,60.0,Desconhecida,41.70141495,-8.511219435979115
2009,DM4092249,Florestal,Braga,Fafe,Golães,L.SAMOÇA(GOLÃES) (GOLÃES),30714,194764,499613,2009-09-09,16:35:00,2009-09-09,18:20:00,2009-09-09,16:45:00,Populares,PT11030114,0.1,0.0,0.0,0.1,0.1,0,0,0,1,0,0,,,,,41.4650753,-8.196132750072195
2009,DM4092305,Florestal,Braga,Celorico de Basto,Arnóia,CASTELO (ARNOIA) (Castelo),30502,206633,488346,2009-09-11,01:19:00,2009-09-11,02:30:00,2009-09-11,01:35:00,Populares,PT11050502,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,,,41.39054365,-8.006846020187858
2009,RO2091268,Florestal,Lisboa,Sintra,Terrugem,Fervença,111113,94190,208915,2009-08-25,14:58:00,2009-08-25,16:42:00,2009-08-25,15:12:00,117,PT13020613,0.0,0.02,0.0,0.02,0.02,0,0,0,1,0,0,,,,,38.849444,-9.3494961
2009,RO309704,Florestal,Setúbal,Almada,Caparica,R. GAIVOTAS (CAPARICA),150302,107217,188879,2009-08-07,13:06:00,2009-08-07,13:45:00,2009-08-07,13:19:00,Populares,PT13030202,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,,,38.6763403,-9.211800839693492
2009,TM1091131,Florestal,Vila Real,Chaves,São Pedro De Agostém,QTª DO REBENTÃO-VILA NOVA DE VEIGA (Quinta do Veiga),170333,244734,519712,2009-05-04,14:26:00,2009-05-04,17:50:00,2009-05-04,14:40:00,Populares,PT11080433,3.0,0.0,0.0,3.0,3.0,0,0,0,0,1,0,,,,,41.7119851,-7.4928779
2009,TM10986,Florestal,Vila Real,Montalegre,Salto,Cerdeira,170626,228379,544025,2009-02-27,13:20:00,2009-02-27,15:11:00,2009-02-27,13:35:00,Populares,PT11080926,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,,,,,41.6398076,-7.9460595
