year,date,district,municipality,parish,local,latitude,longitude,cause,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation
2009,2009-06-02,Viseu,Castro Daire,Ermida,Sobradinho,40.9212513,-7.968118,Desconhecida,397.0,2009-06-02T03:00,15.7,66,9.5,14.7,0.0,0.0,0.0,0.0,0,1015.2,968.8,0,0,0,0,0.01,0.6,6.3,6.9,66,43,13.3,15.2,20.2,16.4,12.2,0.155,0.238,0.283,0.359,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,2009-03-25,Aveiro,Arouca,Fermedo,Parameira,40.9531619,-8.428823,Desconhecida,350.0,2009-03-25T00:00,9.1,47,-1.6,5.3,0.0,0.0,0.0,0.0,0,1014.7,972.8,0,0,0,0,0.04,0.61,9.9,26.7,80,87,31.3,9.7,13.1,11.6,9.7,0.229,0.287,0.346,0.399,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,2009-06-01,Porto,Paços de Ferreira,Ferreira,S. MIGUEL (São Miguel),41.2761505,-8.3773783,NC,305.0,2009-06-01T15:00,27.3,33,9.6,27.5,0.0,0.0,0.0,0.0,0,1015.4,980.9,0,0,0,0,0.64,2.43,11.0,14.2,293,294,27.4,27.9,20.1,15.6,11.8,0.166,0.255,0.295,0.365,1,3600.0,830.0,727.2,102.8,905.3,830.0,1068.6,880.0,771.0,109.0,905.3,880.0,1133.0
2009,2009-08-11,Porto,Paredes,Lordelo,LUGAR LEVADINHA (Lugar),41.2364966,-8.415551743176014,NC,210.0,2009-08-11T15:00,31.2,35,14.1,32.2,0.0,0.0,0.0,0.0,0,1016.4,992.8,0,0,0,0,0.64,2.93,11.8,14.0,322,325,23.8,32.7,23.6,20.1,17.2,0.144,0.174,0.212,0.336,1,3600.0,764.1,660.6,103.5,864.7,764.1,1017.4,812.0,702.0,110.0,864.7,812.0,1081.2
2009,2009-08-11,Porto,Paredes,Lordelo,LEVADINHA (Levandeira),41.2364966,-8.415551743176014,NC,210.0,2009-08-11T18:00,28.4,49,16.6,28.7,0.0,0.0,0.0,0.0,0,1015.9,992.1,0,0,0,0,0.3,1.98,13.8,21.4,327,331,27.4,30.0,24.4,20.1,17.2,0.143,0.173,0.211,0.335,1,3600.0,252.8,198.7,54.1,678.2,252.8,390.2,332.0,261.0,71.0,678.2,332.0,512.5
2009,2009-09-19,Porto,Marco de Canaveses,Rio de Galinhas,Estação,41.1861735,-8.1383514,NC,110.0,2009-09-19T13:00,20.1,60,12.1,19.8,0.0,0.0,0.0,0.0,2,1023.8,1010.8,71,61,15,23,0.4,0.94,11.1,13.4,295,297,23.8,23.2,19.9,21.8,20.0,0.163,0.144,0.207,0.316,1,3600.0,654.1,493.3,160.8,649.4,654.1,1030.0,659.0,497.0,162.0,649.4,659.0,1037.8
2009,2009-07-21,Braga,Celorico de Basto,Arnóia,CASTELO (ARNOIA) (Castelo),41.39054365,-8.006846020187858,NC,220.0,2009-07-21T22:00,17.8,79,14.2,18.6,0.0,0.0,0.0,0.0,0,1012.8,987.0,14,0,0,47,0.0,0.42,4.4,6.2,235,234,14.4,21.0,23.3,20.1,16.2,0.1,0.176,0.253,0.343,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,2009-09-09,Braga,Vila Verde,Rio Mau,L. LAMEIRINHAS (RIO MAU) (RIO MAU),41.70141495,-8.511219435979115,Desconhecida,388.0,2009-09-09T16:00,30.7,40,15.8,31.5,0.0,0.0,0.0,0.0,0,1016.1,972.9,10,0,16,0,0.39,2.63,8.3,10.8,288,291,21.6,32.3,23.7,20.2,17.7,0.101,0.163,0.249,0.338,1,3600.0,413.4,336.2,77.2,655.1,413.4,692.2,471.0,383.0,88.0,655.1,471.0,788.6
2009,2009-09-09,Braga,Fafe,Golães,L.SAMOÇA(GOLÃES) (GOLÃES),41.4650753,-8.196132750072195,NC,339.0,2009-09-09T16:00,31.6,37,15.0,31.8,0.0,0.0,0.0,0.0,0,1016.0,978.2,7,0,11,0,0.4,2.94,10.1,13.3,272,273,20.5,33.8,25.0,21.4,18.5,0.097,0.149,0.223,0.322,1,3600.0,395.5,317.5,78.1,618.8,395.5,692.0,451.0,362.0,89.0,618.8,451.0,789.1
2009,2009-09-11,Braga,Celorico de Basto,Arnóia,CASTELO (ARNOIA) (Castelo),41.39054365,-8.006846020187858,NC,220.0,2009-09-11T01:00,20.6,81,17.3,22.6,0.0,0.0,0.0,0.0,1,1018.6,992.9,22,0,0,74,0.0,0.46,4.3,7.3,95,79,11.5,21.9,25.8,22.6,19.4,0.093,0.146,0.212,0.319,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
