Santarém,Florestal,2018,1.0,1.3118,0.0,2.3118,0,0,0,0,1,0,2018140010776,14,20-02-2018,12:54,Bairro do Falcão (Valadas),Cartaxo,Vila Chã de Ourique,Populares,140607,144078,247266,20,2,12,2020750,,,60.0,Desconhecida,20-02-2018 12:54:00,20-02-2018 14:10:00,76,1.82510526315789,20-02-2018,14:10,20-02-2018,13:01,0,39.1914830001195,-8.78038699997796,Indeterminadas,16.5234069824219,48.8874404308351,6.56149690828692,1.69725230379268,22,0.0,86.8996091125515,15.9716744462715,345.387630877224,3.82744699638302,28.6331587662918,7.69089645275987,1.00634786765331,,,39.6869,2.82593,,366.482,21.61,,http://fogos.icnf.pt/sgif2010/ficheiroskml/KMl118110.kml,,,,,,,,,,
Santarém,Florestal,2018,1.0,1.3118,0.0,2.3118,0,0,0,0,1,0,2018140010776,14,20-02-2018,12:54,Bairro do Falcão (Valadas),Cartaxo,Vila Chã de Ourique,Populares,140607,144078,247266,20,2,12,2020750,,,60.0,Desconhecida,20-02-2018 12:54:00,20-02-2018 14:10:00,76,1.82510526315789,20-02-2018,14:10,20-02-2018,13:01,0,39.1914830001195,-8.78038699997796,Indeterminadas,16.5234069824219,48.8874404308351,6.56149690828692,1.69725230379268,22,0.0,86.8996091125515,15.9716744462715,345.387630877224,3.82744699638302,28.6331587662918,7.69089645275987,1.00634786765331,,,39.6869,2.82593,,366.482,21.61,,http://fogos.icnf.pt/sgif2010/ficheiroskml/Projeto 118110.pdf,,,,,,,,,,
