ano,codigo_sgif,tipo,distrito,concelho,freguesia,local,ine,x,y,data_alerta,hora_alerta,data_extincao,hora_extincao,data_primeira_intervencao,hora_primeira_intervencao,fonte_alerta,nut,area_povoamento,area_mato,area_agricola,area_pov_mato,area_total,reacendimento,queimada,falso_alarme,fogacho,incendio,agricola,perimetro,aps,causa,tipo_causa,LAT,LON
2006,BI206340,Florestal,Castelo Branco,Penamacor,Meimoa,MEIMOA,50708,280712,362554,2006-07-08,14:33:00,2006-07-08,22:05:00,2006-07-08,14:47:00,PV,PT12090308,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,,,,,40.2487553,-7.1673801
2006,BL106656,Florestal,Viseu,Cinfães,Cinfães,CADIS (CINFÃES),180403,203581,455876,2006-06-05,21:14:00,2006-06-05,22:46:00,2006-06-05,21:30:00,Populares,PT11050603,0.0,0.18,0.0,0.18,0.18,0,0,0,1,0,0,,,,,41.0721651,-8.0894728
2006,BL106610,Florestal,Viseu,Sátão,Vila Longa,VILA LONGA,181712,245756,419897,2006-06-03,11:30:00,2006-06-03,13:15:00,2006-06-03,11:45:00,Populares,PT12051112,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,630.0,Desconhecida,40.7428102,-7.588322820309436
2006,BL3061741,Florestal,Aveiro,Águeda,Lamas do Vouga,Pedaçães,10110,171329,406555,2006-08-06,01:10:00,2006-08-06,03:00:00,,,Populares,PT12010110,0.5,0.0,0.0,0.5,0.5,0,0,0,1,0,0,,,6.0,Desconhecida,40.5941892,-8.4596416
2006,BL4061281,Florestal,Leiria,Leiria,Cortes,CURVA DA BOIÇA (CURVACHIA),100911,146342,304662,2006-08-15,15:19:00,2006-08-16,08:15:00,,,Populares,PT12030211,3.34,0.0,0.0,3.34,3.34,0,0,0,0,1,0,,,610.0,Desconhecida,39.7012422,-8.7850315
2006,DM2062370,Florestal,Porto,Penafiel,Vila Cova,CORCOMELOS (Corcovido),131137,190486,467003,2006-07-11,01:10:00,2006-07-11,05:30:00,2006-07-11,01:20:00,117,PT11051337,0.0,2.5,0.0,2.5,2.5,0,0,0,0,1,0,,,,,41.1746375,-8.2405804
2006,DM2063889,Florestal,Porto,Paços de Ferreira,Freamunde,RUA DA DEVESA (Rua do Comércio),130908,182186,479668,2006-08-07,07:22:00,2006-08-07,09:30:00,2006-08-07,07:21:00,117,PT11051108,0.1,0.0,0.0,0.1,0.1,0,0,0,1,0,0,,,,,41.2871214,-8.341737478649442
2006,DM2063896,Florestal,Porto,Paços de Ferreira,Freamunde,RUA DO MARCO (Rua do Comércio),130908,182186,479668,2006-08-07,09:38:00,2006-08-07,10:09:00,2006-08-07,09:45:00,Populares,PT11051108,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,,,41.2871214,-8.341737478649442
2006,DM2063902,Florestal,Porto,Paços de Ferreira,Freamunde,RUA DA DEVESA (Rua do Comércio),130908,182186,479668,2006-08-07,10:38:00,2006-08-07,11:25:00,2006-08-07,10:45:00,Populares,PT11051108,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,,,41.2871214,-8.341737478649442
2006,DM2065493,Florestal,Porto,Paredes,Beire,L. TIJORES (BEIRE),131004,184285,475458,2006-09-02,05:14:00,2006-09-02,06:19:00,2006-09-02,05:22:00,117,PT11051204,0.0,0.13,0.0,0.13,0.13,0,0,0,1,0,0,,,,,41.2481887,-8.322918173550978
2006,DM3061570,Florestal,Viana do Castelo,Ponte de Lima,Gemieira,Cancela,160727,166913,534355,2006-09-13,02:50:00,2006-09-13,03:55:00,2006-09-13,02:56:00,Populares,PT11010727,0.0,0.04,0.0,0.04,0.04,0,0,0,1,0,0,,,,,41.7793831,-8.5203845
2006,DM4063423,Florestal,Braga,Terras de Bouro,Souto,Carvalhal,31014,182079,525011,2006-09-04,05:39:00,2006-09-04,08:40:00,2006-09-04,06:00:00,117,PT11020514,0.0,0.05,0.0,0.05,0.05,0,0,0,1,0,0,,,,,41.6939526,-8.3429892
2006,RO106458,Florestal,Santarém,Ourém,Seiça,FONTAINHAS DA SERRA (Fontainhas),142113,167407,299733,2006-06-09,01:05:00,2006-06-09,01:42:00,,,Populares,PT13041113,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,,,39.6688673,-8.5177306
2006,RO3061841,Florestal,Setúbal,Sesimbra,Sesimbra (castelo),MAÇA (Maçã),151101,117690,167851,2006-09-19,13:19:00,2006-09-19,14:03:00,2006-09-19,13:17:00,Populares,PT13030801,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,ARRÁBIDA,,,38.4775139,-9.0736338
2006,TM106514,Florestal,Vila Real,Chaves,Sanjurge,Pereiro de Selão (Alto do Pereiro),170328,253616,532885,2006-06-20,23:02:00,2006-06-21,02:00:00,2006-06-20,23:25:00,Populares,PT11080428,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,,,,,41.7762124,-7.5040129
2006,TM1061488,Florestal,Vila Real,Montalegre,Sarraquinhos,Pedrario/Sarraquinhos (Pedrario),170629,240863,537880,2006-09-08,17:52:00,2006-09-08,20:35:00,2006-09-08,18:05:00,PV,PT11080929,0.0,2.0,0.0,2.0,2.0,0,0,0,0,1,0,Barroso,,,,41.8095242,-7.6407113
2006,TM206122,Florestal,Bragança,Mogadouro,Mogadouro,Zava,40810,318884,484294,2006-04-28,15:40:00,2006-04-28,17:10:00,2006-04-28,15:40:00,Populares,PT11080810,0.25,0.0,0.0,0.25,0.25,0,0,0,1,0,0,,,,,41.3275372,-6.708026371672676
