ano,codigo_sgif,tipo,distrito,concelho,freguesia,local,ine,x,y,data_alerta,hora_alerta,data_extincao,hora_extincao,data_primeira_intervencao,hora_primeira_intervencao,fonte_alerta,nut,area_povoamento,area_mato,area_agricola,area_pov_mato,area_total,reacendimento,queimada,falso_alarme,fogacho,incendio,agricola,perimetro,aps,causa,tipo_causa,regiao_prof,ugf,LAT,LON
2011,BL3111793,Florestal,Aveiro,Santa Maria da Feira,Pigeiros,R. da Bajouca (Vale),10920,174286,445844,2011-07-06,16:27:00,2011-07-06,17:25:00,2011-07-06,16:40:00,Populares,PT11060220,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,,,630.0,Desconhecida,Entre Douro e Minho,AMP e Entre Douro e Vouga,40.9509415,-8.4844701
2011,BL3113903,Florestal,Aveiro,Santa Maria da Feira,Canedo,Sameiro,10903,173043,449090,2011-10-13,21:43:00,2011-10-13,23:00:00,2011-10-13,21:55:00,Populares,PT11060203,0.0,0.13,0.0,0.13,0.13,0,0,0,1,0,0,,,6.0,Desconhecida,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.017568,-8.4518566
2011,DM4113438,Florestal,Braga,Braga,Vilaça,PARQUE INDUSTRIAL(VILAÇA)M-1 (CRESPOS),30360,180889,515106,2011-10-15,11:49:00,2011-10-15,14:55:00,2011-10-15,12:05:00,Populares,PT11020360,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,,,Entre Douro e Minho,Tâmega,41.51604735,-8.483833859911854
