ano,codigo_sgif,tipo,distrito,concelho,freguesia,local,ine,x,y,data_alerta,hora_alerta,data_extincao,hora_extincao,data_primeira_intervencao,hora_primeira_intervencao,fonte_alerta,nut,area_povoamento,area_mato,area_agricola,area_pov_mato,area_total,reacendimento,queimada,falso_alarme,fogacho,incendio,agricola,perimetro,aps,causa,tipo_causa,LAT,LON
2010,BL310420,Florestal,Aveiro,Santa Maria da Feira,Romariz,Carvalhal ( Rua do Espadanal),10922,168630.0,443145.0,2010-06-05,18:25:00,2010-06-05,20:00:00,2010-06-05,18:35:00,Populares,PT11060222,0.05,0.0,0.0,0.05,0.05,1,0,0,1,0,0,,,,,40.9623033,-8.4383638
2010,DM410230,Florestal,Braga,VIZELA,Caldas De Vizela (são João),PARADELA (S. JOAO) (São João),31402,185323.0,489083.0,2010-04-11,11:54:00,2010-04-11,12:50:00,2010-04-11,12:00:00,Populares,PT11030702,0.0,0.11,0.0,0.11,0.11,0,0,0,1,0,0,,,,,41.3660355,-8.314106448896961
2010,DM210782,Florestal,Porto,Paredes,Duas Igrejas,Vale,131010,173265.0,470459.0,2010-06-21,17:23:00,2010-06-21,19:56:00,2010-06-21,17:24:00,Populares,PT11051210,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,6.0,Desconhecida,41.230974,-8.3772602
2010,TM110144,Florestal,Vila Real,Alijó,Vilar de Maçada,Franselos (Francelos),170118,251833.0,485275.0,2010-03-17,18:06:00,2010-03-17,21:15:00,2010-03-17,18:20:00,Populares,PT11070118,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,,,41.326435,-7.489572
2010,TM110111,Florestal,Vila Real,Valpaços,Carrazedo de Montenegro,Argemil,171207,259634.0,512812.0,2010-01-29,18:40:00,2010-01-29,19:00:00,2010-01-29,18:45:00,Populares,PT11081107,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,,,41.56821365,-7.425471011792769
2010,DM21094,Florestal,Porto,Paços de Ferreira,Ferreira,LUG. QUINTELA (FERREIRA),130905,182001.0,477250.0,2010-03-17,19:00:00,2010-03-17,20:22:00,2010-03-17,19:07:00,Populares,PT11051105,0.0,0.2,0.0,0.2,0.2,0,0,0,1,0,0,,,,,41.2663712,-8.3445627
2010,DM410233,Florestal,Braga,VIZELA,Caldas De Vizela (são João),VILAR (VIZELA S. JOÃO) (Entrevilar),31402,184439.0,489456.0,2010-04-11,15:31:00,2010-04-11,16:15:00,2010-04-11,15:40:00,Populares,PT11030702,0.0,0.05,0.0,0.05,0.05,0,0,0,1,0,0,,,,,41.3660355,-8.314106448896961
2010,DM410317,Florestal,Braga,Vila Verde,Valdreu,CABANINHAS(VALDREU) (Cabaninhas),31355,185228.0,531204.0,2010-05-05,01:05:00,2010-05-05,08:10:00,2010-05-05,01:28:00,Populares,PT11020655,3.0,9.3,0.0,12.3,12.3,0,0,0,0,1,0,Serra amarela,,6.0,Desconhecida,41.7263368,-8.316646445788313
2010,TM210107,Florestal,Bragança,Macedo de Cavaleiros,Cortiços,Cernadela,40510,291280.0,504877.0,2010-02-11,17:12:00,2010-02-11,20:38:00,2010-02-11,17:30:00,Populares,PT11080510,0.0,2.0,0.0,2.0,2.0,0,0,0,0,1,0,,,,,41.517495,-7.0218345
2010,DM410712,Florestal,Braga,Póvoa de Lanhoso,Travassos,CASTANHEIRA (TRAVASSOS) (Castanheira),30927,189162.0,514126.0,2010-07-15,14:46:00,2010-07-15,19:45:00,2010-07-15,14:55:00,Populares,PT11030327,0.05,0.2,0.0,0.25,0.25,0,0,0,1,0,0,,,,,41.57569275,-8.202529903910126
2010,DM2101645,Florestal,Porto,Marco de Canaveses,Favões,Requim,130706,191140.0,460052.0,2010-07-17,14:38:00,2010-07-17,17:55:00,2010-07-17,14:44:00,Populares,PT11050906,0.0,0.05,0.0,0.05,0.05,0,0,0,1,0,0,,,,,41.1151838,-8.2318458
2010,BL3101053,Florestal,Aveiro,Sever do Vouga,Couto de Esteves,Vilarinho,11702,184308.0,409803.0,2010-07-19,15:31:00,2010-07-19,18:40:00,2010-07-19,15:45:00,Populares,PT12011102,0.08,0.0,0.0,0.08,0.08,0,0,0,1,0,0,,,6.0,Desconhecida,40.7454943,-8.3167469
2010,DM210283,Florestal,Porto,Gondomar,São Pedro da Cova,RUA FERNÃO LOPES (SÃO PEDRO DA COVA),130410,168893.0,465224.0,2010-05-02,15:06:00,2010-05-02,17:43:00,2010-05-02,15:10:00,Populares,PT11040210,0.1,0.0,0.0,0.1,0.1,0,0,0,1,0,0,,,,,41.146305850000005,-8.513812231973976
2010,RO310500,Florestal,Setúbal,Palmela,Quinta do Anjo,VACARIA JUNTO Á FÁBRICA CODIMETAL (QUINTA DO ANJO),150804,129446.0,178108.0,2010-07-19,22:12:00,2010-07-19,23:20:00,2010-07-19,22:23:00,Populares,PT13030604,0.0,0.005,0.0,0.005,0.005,0,0,0,1,0,0,,,,,38.5803261,-8.980884492896589
2010,DM210802,Florestal,Porto,Amarante,Cepelos,GERALDES (REBORDELO),130110,212318.0,486050.0,2010-06-22,17:44:00,2010-06-22,19:15:00,2010-06-22,17:50:00,Populares,PT11050110,0.0,0.13,0.0,0.13,0.13,0,0,0,1,0,0,,,,,41.2550333,-8.0823148
2010,DM2101651,Florestal,Porto,Vila Nova de Gaia,Serzedo,Rua das Catazendas,131721,159937.0,451940.0,2010-07-17,15:30:00,2010-07-17,17:43:00,2010-07-17,15:36:00,117,PT11040921,0.2,0.0,0.0,0.2,0.2,0,0,0,1,0,0,,,,,41.0357053,-8.609649
2010,TM110211,Florestal,Vila Real,Vila Real,Vilarinho de Samardã,Covelo,171430,230080.0,481410.0,2010-04-11,20:23:00,2010-04-11,23:00:00,2010-04-11,20:50:00,Populares,PT11071930,0.0,2.0,0.0,2.0,2.0,0,0,0,0,1,0,,,,,41.3540156,-7.7217288
2010,RO11015,Florestal,Santarém,Alpiarça,Alpiarça,Frade de Cima,140401,161646.0,247183.0,2010-04-28,16:54:00,2010-04-28,18:34:00,2010-04-28,17:08:00,Outros,PT13050201,0.005,0.0,0.0,0.005,0.005,0,0,0,1,0,0,,,,,39.188073,-8.5650159
2010,RO31057,Florestal,Setúbal,Palmela,Poceirão,FRT ESCOLA NOVA DE POCEIRÃO (Poceirão),150805,147024.0,185250.0,2010-05-05,13:57:00,2010-05-05,15:08:00,2010-05-05,14:09:00,Populares,PT13030605,0.0,0.02,0.0,0.02,0.02,0,0,0,1,0,0,,,,,38.63449955,-8.743403599128786
2010,AG1103,Florestal,Faro,Loulé,Quarteira,Estrada da SIC (Monte da Estrada),80805,206672.0,33611.0,2010-05-05,21:28:00,2010-05-05,22:50:00,2010-05-05,21:46:00,Populares,PT15010805,0.0,0.0002,0.0,0.0002,0.0002,0,0,0,1,0,0,,,,,37.05464975,-8.075293800512178
2010,TM110212,Florestal,Vila Real,Chaves,Roriz,Cavelas (Caminho do Rivelas),170325,254731.0,530289.0,2010-04-11,20:28:00,2010-04-11,23:20:00,2010-04-11,20:50:00,117,PT11080425,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,,,,,41.8225926,-7.2640651
2010,BL210108,Florestal,Coimbra,Penacova,Penacova,Sanguinho,61307,189066.0,365682.0,2010-01-27,11:20:00,2010-01-27,13:04:00,2010-01-27,11:30:00,Populares,PT12020707,0.04,0.01,0.0,0.05,0.05,0,0,0,1,0,0,,,6.0,Desconhecida,40.2595271,-8.2614798
2010,BL3101057,Florestal,Aveiro,Santa Maria da Feira,Caldas de São Jorge,Sé (Vale),10927,174286.0,445844.0,2010-07-19,20:05:00,2010-07-19,21:50:00,2010-07-19,20:15:00,Populares,PT11060227,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,6.0,Desconhecida,40.9663636,-8.5044593
2010,RO310160,Florestal,Setúbal,Seixal,Corroios,ST MARTA CORROIOS (Santa Marta de Corroios),151005,111738.0,185452.0,2010-06-04,15:23:00,2010-06-04,18:02:00,2010-06-04,15:35:00,Populares,PT13030705,0.0,0.2,0.0,0.2,0.2,0,0,0,1,0,0,,,,,38.6260505,-9.144709325206613
2010,DM410222,Florestal,Braga,Celorico de Basto,Caçarilhe,VISO(CAÇARILHE) (VISO),30505,205883.0,493632.0,2010-04-10,20:25:00,2010-04-10,22:30:00,2010-04-10,20:30:00,Populares,PT11050505,0.15,0.0,0.0,0.15,0.15,0,0,0,1,0,0,,,,,41.4229801,-8.044302450060265
2010,DM210167,Florestal,Porto,Lousada,Covas,COVAS,130507,184557.0,480030.0,2010-04-10,20:53:00,2010-04-10,22:21:00,2010-04-10,20:58:00,Populares,PT11050807,0.0,0.3,0.0,0.3,0.3,0,0,0,1,0,0,,,,,41.289046850000005,-8.319602114292934
2010,TM110241,Florestal,Vila Real,Chaves,Santa Cruz/Trindade,Br. Trindade (Avenida da Trindade),170352,255114.0,532279.0,2010-06-23,22:47:00,2010-06-23,23:30:00,2010-06-23,22:52:00,Populares,PT11080451,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,,,41.7648945,-7.4680547
2010,AT3101,Florestal,Beja,Almodôvar,Almodôvar,LOUÇANA (ALMODÔVAR),20201,206456.0,60697.0,2010-03-10,18:28:00,2010-03-10,19:20:00,2010-03-10,18:50:00,Outros,PT14040201,0.0001,0.0,0.0,0.0001,0.0001,0,0,0,1,0,0,,,,,37.511607,-8.0603168
2010,BL310103,Florestal,Aveiro,Arouca,Urrô,Merujal,10419,186006.0,433961.0,2010-04-11,10:20:00,2010-04-11,13:20:00,2010-04-11,10:40:00,Populares,PT11060119,0.0,0.94,0.0,0.94,0.94,0,0,0,1,0,0,Serra da Freita,,6.0,Desconhecida,40.916294,-8.2904033
2010,DM4103,Florestal,Braga,Braga,Este (são Mamede),XISTO( ESTE S.MAMEDE) (Xisto),30344,182165.0,512277.0,2010-03-11,00:15:00,2010-03-11,06:00:00,2010-03-11,00:25:00,Populares,PT11020344,0.0,3.0,0.0,3.0,3.0,0,0,0,0,1,0,,,60.0,Desconhecida,41.5699243,-8.351779715856757
2010,BL310411,Florestal,Aveiro,Santa Maria da Feira,Canedo,Campelo (Campinha),10903,167691.0,439893.0,2010-06-04,17:05:00,2010-06-04,19:05:00,2010-06-04,17:30:00,Populares,PT11060203,0.0,0.45,0.0,0.45,0.45,0,0,0,1,0,0,,,6.0,Desconhecida,41.017568,-8.4518566
2010,TM110209,Florestal,Vila Real,Valpaços,Padrela E Tazem,TAZEM,171215,253800.0,509313.0,2010-04-11,17:53:00,2010-04-11,20:10:00,2010-04-11,18:05:00,117,PT11081115,0.5,1.5,0.0,2.0,2.0,0,0,0,0,1,0,,,,,41.5512563,-7.4898998
2010,BL3101025,Florestal,Aveiro,Albergaria-a-Velha,Albergaria-a-Velha,Albergaria (Albergaria a Nova),10201,169648.0,419407.0,2010-07-17,21:15:00,2010-07-17,22:35:00,2010-07-17,21:30:00,Populares,PT12010201,0.02,0.0,0.0,0.02,0.02,0,0,0,1,0,0,,,6.0,Desconhecida,40.743211,-8.4902351
2010,DM410257,Florestal,Braga,Vila Verde,Rio Mau,AVELEIRA (RIO MAU) (Aveleira),31339,168278.0,526182.0,2010-04-12,21:25:00,2010-04-13,00:10:00,2010-04-12,22:00:00,Populares,PT11020639,0.0,0.3,0.0,0.3,0.3,0,0,0,1,0,0,,,60.0,Desconhecida,41.70141495,-8.511219435979115
2010,BL31050,Florestal,Aveiro,Aveiro,Requeixo,Carregal,10509,164779.0,401272.0,2010-02-13,14:26:00,2010-02-13,15:20:00,2010-02-13,14:32:00,Populares,PT12010409,0.0,0.005,0.0,0.005,0.005,0,0,0,1,0,0,,,6.0,Desconhecida,40.57356015,-8.548506978794403
2010,BL3101058,Florestal,Aveiro,Espinho,Guetim,R.Caçufas (GUETIM),10703,160300.0,449729.0,2010-07-19,21:36:00,2010-07-19,22:05:00,2010-07-19,21:42:00,Populares,PT11040103,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,6.0,Desconhecida,41.01698745,-8.604875022597696
2010,TM110213,Florestal,Vila Real,Chaves,Vale de Anta,VALE DE ANTA,170341,252332.0,530446.0,2010-04-11,20:40:00,2010-04-11,21:20:00,2010-04-11,21:00:00,Outros,PT11080441,0.0,0.04,0.0,0.04,0.04,0,0,0,1,0,0,,,,,41.76193595,-7.487752083990702
2010,DM210198,Florestal,Porto,Gondomar,Jovim,Tronco,130404,168501.0,459653.0,2010-04-12,19:24:00,2010-04-12,20:44:00,2010-04-12,19:33:00,Populares,PT11040204,0.0,0.1,0.0,0.1,0.1,0,0,0,1,0,0,,,,,41.107689,-8.5090324
2010,DM210276,Florestal,Porto,Marco de Canaveses,Soalhães,LUG DE REGUENGOS (SOALHÃES),130722,202957.0,465865.0,2010-05-01,18:55:00,2010-05-01,21:10:00,2010-05-01,19:20:00,Populares,PT11050922,0.0,0.15,0.0,0.15,0.15,0,0,0,1,0,0,,,,,41.180369,-8.06996
2010,RO210665,Florestal,Lisboa,Loures,Unhos,AV FORÇAS ARMADAS FRENTE ESCOLA PRIMÁRIA - CATUJAL,110717,117371.0,209223.0,2010-07-20,15:56:00,2010-07-20,16:45:00,2010-07-20,16:04:00,Populares,PT13020417,0.0,0.008,0.0,0.008,0.008,0,0,0,1,0,0,,,630.0,Desconhecida,38.8263302,-9.1238076
2010,TM110219,Florestal,Vila Real,Montalegre,Cabril,"S. Lourenço, P. N. P. Gerês (CABRIL)",170601,208022.0,527131.0,2010-04-12,20:56:00,2010-04-12,23:17:00,2010-03-21,22:15:00,Populares,PT11080901,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,,PENEDA-GERÊS,,,41.71350495,-8.037136727519712
2010,DM410287,Florestal,Braga,Guimarães,Abação (são Tomé),CABEÇO (ABAÇÃO) (Cabeço),30864,190025.0,501363.0,2010-05-02,15:26:00,2010-05-02,21:30:00,2010-05-02,15:45:00,Populares,PT11030264,12.0,0.0,0.0,12.0,12.0,0,0,0,0,1,0,,,630.0,Desconhecida,41.411135,-8.26772784021524
2010,DM210287,Florestal,Porto,Vila Nova de Gaia,Canelas,RUA MINA (Rua Guilhermina Suggia),131703,159779.0,458683.0,2010-05-02,16:55:00,2010-05-02,18:34:00,2010-05-02,17:05:00,Outros,PT11040903,0.0,0.05,0.0,0.05,0.05,0,0,0,1,0,0,,,,,41.0805427,-8.6006594
