year,date,district,municipality,parish,local,latitude,longitude,cause,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation
2007,2007-11-08,Viseu,Tondela,Caparrosa,CAPARROSA,40.62223025,-8.094324212310221,Desconhecida,421.0,2007-11-08T11:00,18.4,35,2.7,16.4,0.0,0.0,0.0,0.0,0,1025.1,976.0,2,0,0,6,0.26,1.37,1.8,2.1,53,59,13.0,16.7,13.4,15.9,18.6,0.117,0.181,0.196,0.297,1,3600.0,518.3,439.1,79.1,874.3,518.3,699.9,478.0,405.0,73.0,874.3,478.0,645.5
2007,2007-08-06,Viseu,Sátão,São Miguel de Vila Boa,QUINTA DA REGADA,40.7018457,-7.7558475,Desconhecida,397.0,2007-08-06T18:00,24.8,44,11.5,22.9,0.0,0.0,0.0,0.0,1,1012.5,967.6,23,1,9,56,0.28,1.77,16.3,21.9,315,319,36.4,28.7,25.2,21.6,16.8,0.096,0.179,0.257,0.346,1,3600.0,226.3,133.5,92.8,440.0,226.3,403.4,295.0,174.0,121.0,440.0,295.0,525.7
2007,2007-09-06,Porto,Penafiel,Valpedre,LG. XISTO (VALPEDRE),41.14657255,-8.311098656300938,NC,401.0,2007-09-06T05:00,18.1,36,2.7,14.1,0.0,0.0,0.0,0.0,0,1016.9,970.4,0,0,0,0,0.12,1.33,15.5,31.7,94,93,39.6,18.9,22.4,20.4,17.8,0.111,0.162,0.242,0.341,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,2007-01-30,Porto,Paços de Ferreira,Arreigada,R. DE S. PEDRO (Arreigada),41.2505024,-8.397302311430758,NC,244.0,2007-01-30T23:00,1.5,94,0.7,-1.3,0.0,0.0,0.0,0.0,0,1022.0,991.5,1,1,0,0,0.0,0.04,5.4,8.8,90,71,13.7,4.0,7.0,8.1,11.9,0.356,0.359,0.367,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,2007-11-13,Porto,Vila Nova de Gaia,Grijó,TV. LAVANDEIRA (Travessa Nova da Lavandeira),41.030392250000006,-8.583434430828127,NC,110.0,2007-11-13T03:00,7.8,83,5.1,6.1,0.0,0.0,0.0,0.0,2,1020.1,1006.6,55,59,0,7,0.0,0.18,3.6,3.6,90,84,12.6,9.4,14.7,17.0,19.3,0.094,0.132,0.171,0.29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,2007-11-13,Porto,Vila Nova de Gaia,Grijó,Murracezes,41.030392250000006,-8.583434430828127,NC,110.0,2007-11-13T13:00,18.9,30,0.9,16.2,0.0,0.0,0.0,0.0,0,1020.5,1007.5,0,0,0,0,0.31,1.54,5.0,6.1,120,118,15.1,20.5,14.5,16.9,19.3,0.094,0.131,0.171,0.29,1,3600.0,509.2,420.7,88.5,835.2,509.2,703.6,518.0,428.0,90.0,835.2,518.0,715.8
2007,2007-05-16,Porto,Santo Tirso,Santo Tirso,VARZAE MONTE (SANTO TIRSO),41.35107,-8.4734104,NC,35.0,2007-05-16T21:00,19.1,75,14.5,18.7,0.0,0.0,0.0,0.0,0,1022.0,1017.8,0,0,0,0,0.03,0.56,12.8,23.1,11,15,22.7,18.5,18.1,15.5,13.5,0.275,0.296,0.305,0.378,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,2007-06-23,Porto,Vila Nova de Gaia,Olival,ARNELAS,41.0827135,-8.5235322,NC,29.0,2007-06-23T23:00,15.5,92,14.2,14.5,0.0,0.0,0.0,0.0,0,1016.0,1012.5,0,0,0,1,0.0,0.14,16.1,24.6,340,342,25.9,17.3,19.5,17.8,15.9,0.3,0.319,0.3,0.336,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,2007-10-29,Braga,Cabeceiras de Basto,Rio Douro,MEIJOADELA (RIO DOURO) (Alto da Meijoadela),41.551208,-7.9678771,NC,403.0,2007-10-29T18:00,14.3,66,8.0,12.4,0.0,0.0,0.0,0.0,1,1020.9,973.4,24,27,0,0,0.05,0.56,9.4,15.2,358,5,22.3,14.9,14.0,15.2,17.7,0.134,0.194,0.223,0.323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,38.9,8.0,47.0
2007,2007-11-11,Santarém,Benavente,Benavente,QUINTA VALE Dª FRANCA (Monte da Quinta),38.95843905,-8.810396284134132,NC,15.0,2007-11-11T16:00,23.0,28,3.7,20.7,0.0,0.0,0.0,0.0,2,1021.8,1020.0,65,0,61,95,0.18,2.02,5.9,8.1,14,13,15.5,23.3,17.8,18.8,20.9,0.208,0.284,0.291,0.36,1,3600.0,185.1,105.5,79.7,450.2,185.1,326.9,244.0,139.0,105.0,450.2,244.0,430.9
