year,date,district,municipality,parish,local,latitude,longitude,cause,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation2010,2010-02-14,Porto,Vila Nova de Gaia,Oliveira do Douro,Monte da Virgem,41.11258085,-8.597501604999291,NC,206.0,2010-02-14T17:00,8.1,49,-2.0,3.8,0.0,0.0.1,0.0.2,0.0.3,3,1004.1,979.3,85,0,92,100,0.11,0.55,12.6,21.6,87,93,31.7,7.4,5.6,8.5,11.5,0.371,0.382,0.389,0.411,1,3600.0,128.9,47.4,81.6,253.2,128.9.1,262.6,185.0,68.0,117.0,253.2.1,185.0.1,376.8,scientificNames
2010,2010-08-29,Porto,Baião,Ovil,Queimada,41.1807696,-8.0148831,Desconhecida,543.0,2010-08-29T11:00,25.9,34,9.0,25.3,0.0,0.0,0.0,0.0,0,1018.6,957.7,0,0,0,0,0.53,2.2,10.1,13.3,92,92,30.6,27.7,22.4,21.7,18.4,0.105,0.139,0.208,0.328,1,3600.0,788.9,688.0,100.9,871.8,788.9,1058.4,743.0,648.0,95.0,871.8,743.0,996.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Pinus pinaster Aiton; Magnoliopsida; Eucalyptus L'Hér.; Pinales; Quercus L.; Vitis vinifera L.; 
2010,2010-08-09,Porto,Felgueiras,Idães,TERRADO (Terra Seca),41.3268566,-8.261018678170327,NC,487.0,2010-08-09T21:00,26.4,44,13.1,26.5,0.0,0.0,0.0,0.0,0,1016.4,961.8,9,0,15,0,0.04,1.93,5.5,6.1,293,298,15.5,27.2,26.8,22.2,16.8,0.097,0.14,0.216,0.336,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus L'Hér.; Tracheophyta; Vitis vinifera L.; Magnoliopsida; Pinus pinaster Aiton
2010,2010-08-09,Aveiro,Santa Maria da Feira,Mosteiró,Lugar do Monte,40.8968908,-8.529469,Desconhecida,151.0,2010-08-09T21:00,27.3,48,15.3,27.8,0.0,0.0,0.0,0.0,0,1015.9,998.6,10,0,17,0,0.07,1.88,8.3,13.0,355,6,16.9,29.0,28.8,24.2,19.2,0.108,0.138,0.205,0.339,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Pinales; Eucalyptus L'Hér.; Tracheophyta; Pinus pinaster Aiton
2010,2010-08-16,Braga,Esposende,Forjães,S. ROQUE (FORJÃES)M2 (São Roque),41.6059765,-8.742398,NC,63.0,2010-08-16T09:00,22.8,46,10.6,21.3,0.0,0.0,0.0,0.0,0,1016.9,1009.5,0,0,0,0,0.32,1.5,11.5,16.0,44,54,26.3,24.2,24.0,23.5,19.5,0.097,0.139,0.21,0.331,1,3600.0,531.7,436.1,95.6,756.4,531.7,769.0,456.0,374.0,82.0,756.4,456.0,659.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Vitis vinifera L.; Pinus pinaster Aiton
2010,2010-08-10,Porto,Felgueiras,Macieira da Lixa,SEIXOSO (Seixo),41.3496108,-8.1492033,NC,406.0,2010-08-10T02:00,25.5,45,12.8,25.7,0.0,0.0,0.0,0.0,1,1016.1,970.2,26,0,43,0,0.03,1.78,4.5,3.6,119,90,10.4,23.2,26.7,22.8,17.4,0.093,0.146,0.228,0.342,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus L'Hér.; Tracheophyta; Pinus pinaster Aiton; Magnoliopsida; Vitis vinifera L.
2010,2010-09-04,Aveiro,Albergaria-a-Velha,Albergaria-a-Velha,SOBREIRO,40.6938582,-8.5060594,Desconhecida,126.0,2010-09-04T17:00,26.2,54,16.2,26.3,0.0,0.0,0.0,0.0,0,1015.1,1000.6,1,0,0,4,0.32,1.55,14.3,18.3,313,315,32.4,32.7,25.5,23.6,20.8,0.066,0.087,0.114,0.234,1,3600.0,342.1,277.1,65.0,736.9,342.1,505.9,421.0,341.0,80.0,736.9,421.0,622.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Eucalyptus L'Hér.
2010,2010-08-29,Vila Real,Vila Pouca de Aguiar,Telões,Souto,41.438268,-7.6775023,NC,674.0,2010-08-29T11:00,25.4,36,9.1,25.3,0.0,0.0,0.0,0.0,0,1019.5,944.4,0,0,0,0,0.52,2.09,7.6,9.8,95,96,24.5,27.7,22.3,21.6,18.3,0.108,0.142,0.216,0.333,1,3600.0,789.0,688.2,100.7,872.1,789.0,1058.5,744.0,649.0,95.0,872.1,744.0,998.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quercus L.; Tracheophyta; Magnoliopsida
2010,2010-08-17,Viana do Castelo,Viana do Castelo,Subportela,SUBPORTELA - MONTE (Ribeira de Subportela),41.6939987,-8.7268604,Desconhecida,11.0,2010-08-17T17:00,23.3,55,13.7,21.3,0.0,0.0,0.0,0.0,0,1017.1,1015.8,0,0,0,0,0.36,1.29,22.1,29.8,326,330,40.3,30.1,25.4,23.2,19.7,0.081,0.151,0.232,0.341,1,3600.0,429.9,357.0,72.9,778.3,429.9,612.1,507.0,421.0,86.0,778.3,507.0,721.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Magnoliopsida; Eucalyptus L'Hér.; Vitis vinifera L.
2010,2010-08-17,Aveiro,Oliveira de Azeméis,Pindelo,Pereiro,40.8606006,-8.4306914,Desconhecida,361.0,2010-08-17T08:00,22.3,55,12.7,22.8,0.0,0.0,0.0,0.0,0,1018.7,977.2,1,0,2,0,0.15,1.23,2.5,4.0,180,180,10.4,22.5,24.0,23.3,18.8,0.098,0.14,0.214,0.335,1,3600.0,337.2,253.2,84.0,618.1,337.2,546.7,261.0,196.0,65.0,618.1,261.0,423.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus L'Hér.; Tracheophyta; Magnoliopsida
2010,2010-08-17,Lisboa,Amadora,Brandoa,ENCOSTA DA BRANDOA (Rua Encosta),38.7676069,-9.2146272,Desconhecida,92.0,2010-08-17T00:00,19.8,75,15.2,20.2,0.0,0.0,0.0,0.0,0,1017.8,1006.9,0,0,0,0,0.02,0.58,9.2,13.6,334,349,18.7,21.6,25.1,24.2,20.5,0.117,0.165,0.227,0.329,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta
