year,date,district,municipality,parish,local,latitude,longitude,cause,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation2010,2010-02-14,Porto,Vila Nova de Gaia,Oliveira do Douro,Monte da Virgem,41.11258085,-8.597501604999291,NC,206.0,2010-02-14T17:00,8.1,49,-2.0,3.8,0.0,0.0.1,0.0.2,0.0.3,3,1004.1,979.3,85,0,92,100,0.11,0.55,12.6,21.6,87,93,31.7,7.4,5.6,8.5,11.5,0.371,0.382,0.389,0.411,1,3600.0,128.9,47.4,81.6,253.2,128.9.1,262.6,185.0,68.0,117.0,253.2.1,185.0.1,376.8,scientificNames
2010,2010-08-17,Braga,Vila Verde,Godinhaços,3 HORAS (GODINHAÇOS) M3 (ABOIM DA NOBREGA),41.712002850000005,-8.458830522096864,NC,365.0,2010-08-17T00:00,19.5,61,11.9,18.7,0.0,0.0,0.0,0.0,0,1017.6,975.3,3,0,0,10,0.04,0.88,9.7,12.1,42,53,19.1,21.1,24.9,22.4,18.0,0.097,0.142,0.22,0.339,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus L'Hér.; Magnoliopsida; Pinus pinaster Aiton; Quercus L.; Tracheophyta
2010,2010-08-16,Aveiro,Santa Maria da Feira,Mozelos,Zona Industrial de Prime,40.99774985,-8.560747557187135,Desconhecida,141.0,2010-08-16T17:00,28.8,35,11.6,26.9,0.0,0.0,0.0,0.0,0,1015.7,999.7,5,0,8,0,0.45,2.6,16.6,22.1,333,336,32.0,35.0,27.2,24.0,19.6,0.089,0.116,0.168,0.312,1,3600.0,419.2,344.7,74.5,748.4,419.2,614.5,495.0,407.0,88.0,748.4,495.0,725.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Eucalyptus L'Hér.; Magnoliopsida; Pinus pinaster Aiton
2010,2010-08-18,Aveiro,Vale de Cambra,São Pedro de Castelões,Currais,40.8390621,-8.402303678879736,Desconhecida,216.0,2010-08-18T09:00,20.5,76,16.1,20.4,0.0,0.0,0.0,0.0,2,1017.3,992.1,68,76,0,0,0.2,0.58,15.6,20.3,345,347,31.3,23.2,24.7,24.4,19.9,0.096,0.135,0.196,0.324,1,3600.0,357.4,188.0,169.3,325.9,357.4,770.3,306.0,161.0,145.0,325.9,306.0,659.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Eucalyptus L'Hér.
2010,2010-08-16,Porto,Paredes,Parada de Todeia,LG DO MARCO (CETE),41.1690637,-8.3770562,NC,191.0,2010-08-16T17:00,30.0,28,9.7,27.8,0.0,0.0,0.0,0.0,0,1015.6,994.0,0,0,0,0,0.46,3.04,14.7,19.8,329,333,26.3,33.7,26.4,23.6,19.0,0.118,0.134,0.184,0.339,1,3600.0,423.0,348.6,74.5,761.6,423.0,610.6,500.0,412.0,88.0,761.6,500.0,721.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Pinus pinaster Aiton; Eucalyptus L'Hér.; Tracheophyta; Vitis vinifera L.
2010,2010-08-15,Lisboa,Oeiras,Barcarena,BARCARENA JT REPSOL (Barcarena),38.7319947,-9.2789232,Desconhecida,55.0,2010-08-15T01:00,20.2,70,14.6,19.2,0.0,0.0,0.0,0.0,0,1012.4,1005.9,0,0,0,0,0.06,0.71,17.4,28.1,353,359,28.4,21.9,24.5,23.3,20.0,0.132,0.174,0.236,0.338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Magnoliopsida; Pinus pinea L.; Vitis vinifera L.; Eucalyptus L'Hér.; Olea europaea L.; Pinus pinaster Aiton
2010,2010-08-30,Lisboa,Loures,Loures,R FERNANDO MENDES PINTO (LOUSA),38.8898108,-9.2059575,Desconhecida,167.0,2010-08-30T16:00,33.7,28,12.5,32.5,0.0,0.0,0.0,0.0,0,1010.2,991.6,0,0,0,0,0.61,3.79,17.2,22.9,331,336,31.7,39.5,28.2,24.3,21.5,0.089,0.156,0.215,0.324,1,3600.0,570.9,489.8,81.0,838.0,570.9,784.4,641.0,550.0,91.0,838.0,641.0,880.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Tracheophyta; Eucalyptus L'Hér.; Pinales
2010,2010-08-30,Porto,Vila Nova de Gaia,Grijó,RUA DE ENTRE OS RIOS (Rua de Entre-Águas),41.030392250000006,-8.583434430828127,NC,110.0,2010-08-30T12:00,34.1,23,10.1,34.3,0.0,0.0,0.0,0.0,0,1014.2,1001.9,0,0,0,0,0.69,4.12,10.1,12.6,92,95,20.5,35.7,25.5,23.4,20.7,0.096,0.115,0.162,0.305,1,3600.0,852.5,751.8,100.8,896.6,852.5,1125.1,829.0,731.0,98.0,896.6,829.0,1094.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Tracheophyta; Eucalyptus L'Hér.
2010,2010-08-05,Castelo Branco,Fundão,Soalheira,Soalheira,40.0268704,-7.4553464,Desconhecida,408.0,2010-08-05T18:00,32.9,19,6.0,30.6,0.0,0.0,0.0,0.0,0,1009.8,965.0,0,0,0,0,0.33,4.06,9.0,12.1,16,17,21.2,35.3,29.7,25.4,19.4,0.127,0.161,0.217,0.352,1,3600.0,264.2,209.9,54.2,700.0,264.2,398.7,346.0,275.0,71.0,700.0,346.0,522.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Tracheophyta; Vitis vinifera L.; Quercus suber L.; Olea europaea L.
2010,2010-08-22,Vila Real,Vila Pouca de Aguiar,Telões,Souto,41.438268,-7.6775023,NC,674.0,2010-08-22T01:00,19.3,86,17.0,20.9,0.0,0.0,0.0,0.0,0,1020.7,944.0,0,0,0,0,0.0,0.31,6.2,9.8,277,278,13.7,22.0,25.3,21.9,17.7,0.1,0.143,0.221,0.338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quercus L.; Tracheophyta; Magnoliopsida
2010,2010-08-22,Porto,Felgueiras,Refontoura,SAO ROMAO (PINHEIRO),41.3364511,-8.1955905,NC,276.0,2010-08-22T02:00,18.9,91,17.4,21.1,0.0,0.0,0.0,0.0,1,1020.4,988.1,32,35,0,1,0.0,0.19,2.8,3.4,220,238,8.6,21.2,25.7,23.2,19.2,0.091,0.139,0.211,0.332,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Magnoliopsida; Vitis vinifera L.; Pinus pinaster Aiton
