year,date,district,municipality,parish,local,latitude,longitude,cause,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation2010,2010-02-14,Porto,Vila Nova de Gaia,Oliveira do Douro,Monte da Virgem,41.11258085,-8.597501604999291,NC,206.0,2010-02-14T17:00,8.1,49,-2.0,3.8,0.0,0.0.1,0.0.2,0.0.3,3,1004.1,979.3,85,0,92,100,0.11,0.55,12.6,21.6,87,93,31.7,7.4,5.6,8.5,11.5,0.371,0.382,0.389,0.411,1,3600.0,128.9,47.4,81.6,253.2,128.9.1,262.6,185.0,68.0,117.0,253.2.1,185.0.1,376.8,scientificNames
2010,2010-06-28,Braga,Guimarães,Prazins (santa Eufémia),L.(PRAZINS STA EUFEMIA) (DONIM),41.4868383,-8.3191267,NC,159.0,2010-06-28T15:00,27.9,53,17.5,30.0,0.0,0.0,0.0,0.0,0,1018.3,1000.1,7,0,11,0,0.53,1.76,10.5,12.7,311,315,24.1,29.0,22.6,18.6,14.4,0.176,0.24,0.312,0.374,1,3600.0,678.0,534.1,143.9,651.3,678.0,1085.2,716.0,564.0,152.0,651.3,716.0,1146.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Pinus pinaster Aiton; Eucalyptus L'Hér.; Pinus pinea L.; Magnoliopsida
2010,2010-08-01,Viana do Castelo,Viana do Castelo,Areosa,Sº. MAMEDE (São Mamede),41.7191326,-8.8554855,Desconhecida,16.0,2010-08-01T16:00,25.5,53,15.3,23.4,0.0,0.0,0.0,0.0,0,1014.4,1012.5,1,1,0,1,0.51,1.53,31.6,42.5,333,336,55.1,31.3,26.1,23.1,18.4,0.082,0.162,0.25,0.351,1,3600.0,653.1,560.2,92.9,841.9,653.1,883.5,717.0,615.0,102.0,841.9,717.0,969.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Magnoliopsida; Acacia Mill.; Eucalyptus L'Hér.
2010,2010-06-28,Porto,Gondomar,São Pedro da Cova,ZONA INDUSTRIAL DO PASSAL (SÃO PEDRO DA COVA),41.146305850000005,-8.513812231973976,NC,128.0,2010-06-28T16:00,27.9,57,18.6,30.0,0.0,0.0,0.0,0.0,0,1018.1,1003.4,8,0,14,0,0.49,1.61,12.3,15.7,320,323,23.8,30.7,23.9,19.4,15.4,0.156,0.21,0.278,0.374,1,3600.0,620.5,507.0,113.5,726.2,620.5,924.0,678.0,554.0,124.0,726.2,678.0,1009.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Eucalyptus L'Hér.; Tracheophyta; Vitis vinifera L.; Pinus pinaster Aiton
2010,2010-07-02,Aveiro,Santa Maria da Feira,Canedo,Rebordelo,40.9939146,-8.4150947,Desconhecida,161.0,2010-07-02T22:00,18.6,90,17.0,19.8,0.0,0.0,0.0,0.0,1,1016.0,997.1,30,33,1,0,0.0,0.21,8.8,14.0,325,331,23.0,21.1,22.5,20.3,15.7,0.137,0.213,0.291,0.371,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Pinus pinaster Aiton; Eucalyptus L'Hér.; Tracheophyta
2010,2010-06-27,Beja,Alvito,Alvito,Herdade da Chaminé,38.2342773,-7.988937271313924,NC,147.0,2010-06-27T19:00,27.1,53,16.8,29.2,0.0,0.0,0.0,0.0,1,1015.1,998.3,35,0,9,100,0.07,1.67,1.5,1.9,194,202,13.0,28.2,26.3,21.7,17.5,0.202,0.236,0.294,0.351,1,0.0,52.4,8.9,43.4,53.7,52.4,220.4,82.0,14.0,68.0,53.7,82.0,345.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Olea europaea L.; Vitis vinifera L.
2010,2010-07-29,Aveiro,Águeda,Aguada de Cima,Monte Verde,40.5181312,-8.4068896,Desconhecida,46.0,2010-07-29T15:00,32.8,37,16.1,34.3,0.0,0.0,0.0,0.0,0,1013.5,1008.3,2,0,0,8,0.71,3.15,15.4,19.2,307,310,35.6,39.5,28.1,23.0,18.7,0.061,0.08,0.127,0.246,1,3600.0,803.9,704.7,99.2,882.0,803.9,1059.9,851.0,746.0,105.0,882.0,851.0,1122.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus L'Hér.; Tracheophyta
2010,2010-07-29,Porto,Paredes,Rebordosa,RUA JOÃO PAULO II (VILELA),41.2202567,-8.4112601,Desconhecida,216.0,2010-07-29T22:00,27.5,51,16.3,29.0,0.0,0.0,0.0,0.0,0,1012.7,988.2,0,0,0,0,0.03,1.81,4.8,11.8,13,20,13.7,26.7,27.7,22.1,17.3,0.121,0.139,0.211,0.352,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Pinus pinaster Aiton; Eucalyptus L'Hér.; Tracheophyta; Vitis vinifera L.
2010,2010-08-08,Porto,Gondomar,Baguim Do Monte (rio Tinto),R. ADAO E EVA (Rio Tinto),41.1856584,-8.5478074,NC,89.0,2010-08-08T19:00,26.6,56,17.0,28.5,0.0,0.0,0.0,0.0,0,1015.2,1005.0,2,0,4,0,0.1,1.54,3.6,4.7,264,247,16.9,31.6,28.6,24.1,19.2,0.103,0.139,0.208,0.341,1,3600.0,82.9,55.3,27.6,472.9,82.9,155.5,150.0,100.0,50.0,472.9,150.0,281.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Magnoliopsida
2010,2010-08-08,Porto,Felgueiras,Macieira da Lixa,LG. PASSARIAS (Alto das Passarias),41.3496108,-8.1492033,NC,406.0,2010-08-08T21:00,24.7,64,17.3,26.7,0.0,0.0,0.0,0.0,0,1016.3,970.3,1,0,0,4,0.01,1.13,4.2,4.8,250,228,11.2,27.2,27.3,22.6,17.2,0.093,0.147,0.229,0.343,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus L'Hér.; Tracheophyta; Pinus pinaster Aiton; Magnoliopsida; Vitis vinifera L.
2010,2010-07-29,Bragança,Mirandela,Aguieiras,PADOA FREIXO (Pádua-Freixo),41.6893431,-7.1962003,NC,458.0,2010-07-29T18:00,32.8,26,10.6,32.1,0.0,0.0,0.0,0.0,0,1012.1,961.9,0,0,0,0,0.29,3.68,5.5,6.8,328,328,15.5,36.0,28.7,22.4,16.7,0.11,0.139,0.21,0.343,1,3600.0,279.0,222.7,56.3,694.3,279.0,425.5,357.0,285.0,72.0,694.3,357.0,544.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olea europaea L.; Pinus pinaster Aiton; Magnoliopsida; Vitis vinifera L.
