latitude,longitude,altitude,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
41.159927,-7.2102966,529.0,2015-04-29T12:00,14.9,48,4.0,14.0,0.0,0.0,0.0,0.0,1,1020.6,958.9,44,49,0,1,0.46,0.88,9.6,12.6,283,283,29.5,16.4,11.7,11.5,9.3,0.326,0.327,0.298,0.352,1,3600.0,873.0,695.0,178.0,799.3,873.0,1173.4,892.2,710.3,181.9,799.3,892.2,1199.2
41.159927,-7.2102966,529.0,2015-04-30T12:00,17.7,56,8.9,16.3,0.0,0.0,0.0,0.0,3,1020.5,959.4,100,100,0,100,0.41,0.88,14.0,19.1,247,248,36.4,16.8,12.3,11.5,9.3,0.318,0.322,0.297,0.352,1,3600.0,718.0,505.0,213.0,579.2,718.0,1176.2,733.6,516.0,217.6,579.2,733.6,1201.8
41.159927,-7.2102966,529.0,2015-05-01T12:00,14.3,83,11.5,12.8,0.0,0.0,0.0,0.0,3,1018.0,956.3,100,100,94,62,0.1,0.28,13.8,20.2,229,230,34.2,13.8,13.0,11.7,9.4,0.324,0.319,0.297,0.352,1,0.0,133.0,0.0,133.0,0.0,133.0,1178.9,135.9,0.0,135.9,0.0,135.9,1204.4
41.159927,-7.2102966,529.0,2015-05-02T12:00,21.3,53,11.2,20.6,0.0,0.0,0.0,0.0,1,1012.6,952.7,45,16,1,100,0.48,1.2,14.9,20.8,217,217,38.9,19.2,14.1,11.8,9.4,0.327,0.318,0.297,0.352,1,3600.0,751.0,425.0,326.0,484.7,751.0,1181.5,767.2,434.1,333.0,484.7,767.2,1206.9
41.159927,-7.2102966,529.0,2015-05-03T12:00,15.6,83,12.8,14.3,0.0,0.0,0.0,0.0,3,1011.6,950.6,100,100,89,100,0.09,0.29,14.7,25.9,208,209,36.7,14.9,14.3,12.1,9.5,0.343,0.316,0.296,0.351,1,0.0,109.0,0.0,109.0,0.0,109.0,1184.0,111.3,0.0,111.3,0.0,111.3,1209.3
41.159927,-7.2102966,529.0,2015-05-04T12:00,16.6,79,12.9,14.8,2.0,2.0,0.0,0.0,61,1001.3,941.1,100,97,92,27,0.16,0.4,18.6,31.6,170,172,78.1,15.0,13.6,12.2,9.5,0.432,0.365,0.297,0.351,1,1399.38,253.0,94.0,159.0,106.6,253.0,1186.5,258.4,96.0,162.4,106.6,258.4,1211.7
41.159927,-7.2102966,529.0,2015-05-05T12:00,13.1,53,3.8,9.7,0.0,0.0,0.0,0.0,3,1016.0,954.2,100,79,76,0,0.24,0.71,13.2,18.0,244,244,33.8,14.2,12.6,12.2,9.6,0.392,0.387,0.301,0.351,1,3600.0,411.0,170.0,241.0,192.4,411.0,1188.9,419.7,173.6,246.1,192.4,419.7,1214.0
41.159927,-7.2102966,529.0,2015-05-06T12:00,14.4,52,4.6,14.5,0.0,0.0,0.0,0.0,1,1020.3,958.5,31,34,0,1,0.46,0.79,3.6,4.3,225,222,16.9,16.4,11.8,12.1,9.6,0.372,0.377,0.303,0.351,1,3600.0,848.0,623.0,225.0,703.3,848.0,1191.2,865.8,636.1,229.7,703.3,865.8,1216.3
41.159927,-7.2102966,529.0,2015-05-07T12:00,22.3,33,5.3,20.9,0.0,0.0,0.0,0.0,0,1013.1,953.3,0,0,0,0,0.61,1.8,15.1,21.2,198,198,41.8,19.8,13.4,12.1,9.7,0.354,0.365,0.304,0.351,1,3600.0,926.0,816.0,110.0,919.0,926.0,1193.5,945.3,833.0,112.3,919.0,945.3,1218.4
41.159927,-7.2102966,529.0,2015-05-08T12:00,18.1,55,8.9,15.9,0.0,0.0,0.0,0.0,3,1021.2,960.1,89,99,0,0,0.34,0.94,13.7,19.2,247,247,36.7,17.7,14.7,12.4,9.7,0.347,0.355,0.305,0.351,1,3600.0,541.0,201.0,340.0,225.8,541.0,1195.7,552.2,205.2,347.1,225.8,552.2,1220.5
