latitude,longitude,altitude,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
37.363796,-8.725098,58.0,2015-04-29T12:00,18.9,59,10.8,18.4,0.0,0.0,0.0,0.0,3,1022.9,1016.0,86,67,0,87,0.48,0.89,16.6,20.0,333,334,37.4,23.3,17.7,17.5,15.8,0.224,0.222,0.26,0.257,1,3600.0,863.0,651.0,212.0,730.8,863.0,1202.1,885.0,667.6,217.4,730.8,885.0,1232.8
37.363796,-8.725098,58.0,2015-04-30T12:00,19.8,66,13.2,21.4,0.0,0.0,0.0,0.0,1,1022.1,1015.2,28,0,0,94,0.52,0.79,10.2,11.4,328,332,25.6,25.0,18.5,17.6,15.8,0.199,0.221,0.259,0.257,1,3600.0,903.0,766.0,137.0,857.8,903.0,1204.5,925.9,785.4,140.5,857.8,925.9,1235.0
37.363796,-8.725098,58.0,2015-05-01T12:00,21.1,60,13.2,22.7,0.0,0.0,0.0,0.0,0,1019.6,1012.8,5,0,8,0,0.55,0.99,10.6,12.6,332,336,24.5,26.1,19.0,17.7,15.9,0.177,0.219,0.258,0.257,1,3600.0,916.0,789.0,127.0,881.5,916.0,1206.8,939.1,808.9,130.2,881.5,939.1,1237.2
37.363796,-8.725098,58.0,2015-05-02T12:00,21.7,56,12.6,23.7,0.0,0.0,0.0,0.0,0,1014.7,1007.9,3,0,0,9,0.57,1.14,7.1,7.7,315,323,22.7,27.6,19.6,17.9,15.9,0.158,0.217,0.258,0.257,1,3600.0,919.0,787.0,132.0,877.2,919.0,1209.0,942.0,806.7,135.3,877.2,942.0,1239.3
37.363796,-8.725098,58.0,2015-05-03T12:00,20.0,68,14.0,20.8,0.0,0.0,0.0,0.0,2,1013.2,1006.4,78,3,76,99,0.38,0.74,5.8,6.5,263,264,15.1,25.4,19.7,18.1,15.9,0.144,0.215,0.257,0.257,1,3600.0,606.0,170.0,436.0,189.0,606.0,1211.1,621.1,174.2,446.9,189.0,621.1,1241.3
37.363796,-8.725098,58.0,2015-05-04T12:00,20.2,80,16.6,17.6,0.0,0.0,0.0,0.0,3,1008.2,1001.4,100,95,25,100,0.29,0.48,34.1,46.6,216,217,61.6,23.1,19.4,18.2,16.0,0.142,0.213,0.256,0.257,1,3600.0,560.0,188.0,372.0,208.6,560.0,1213.2,573.9,192.7,381.2,208.6,573.9,1243.3
37.363796,-8.725098,58.0,2015-05-05T12:00,18.3,57,9.7,17.4,0.0,0.0,0.0,0.0,3,1017.6,1010.7,98,65,65,0,0.45,0.9,14.8,17.6,311,313,29.9,24.7,18.9,18.2,16.0,0.146,0.212,0.256,0.257,1,3600.0,799.0,600.0,199.0,664.3,799.0,1215.2,818.7,614.8,203.9,664.3,818.7,1245.2
37.363796,-8.725098,58.0,2015-05-06T12:00,19.8,45,7.4,21.0,0.0,0.0,0.0,0.0,1,1019.2,1012.3,23,0,7,62,0.58,1.28,4.8,5.4,193,180,18.4,27.8,18.8,18.2,16.0,0.132,0.21,0.255,0.257,1,3600.0,955.0,843.0,112.0,931.4,955.0,1217.1,978.4,863.7,114.7,931.4,978.4,1247.0
37.363796,-8.725098,58.0,2015-05-07T12:00,21.5,48,10.1,21.6,0.0,0.0,0.0,0.0,0,1015.8,1009.0,0,0,0,0,0.58,1.33,14.4,16.9,212,209,28.8,28.7,19.6,18.3,16.1,0.118,0.207,0.254,0.256,1,3600.0,946.0,832.0,114.0,917.4,946.0,1219.0,969.1,852.3,116.8,917.4,969.1,1248.8
37.363796,-8.725098,58.0,2015-05-08T12:00,20.8,67,14.5,21.5,0.0,0.0,0.0,0.0,2,1023.8,1016.9,69,77,0,0,0.44,0.8,11.5,13.7,270,272,26.3,27.2,20.5,18.5,16.1,0.116,0.205,0.253,0.256,1,3600.0,724.0,435.0,289.0,478.7,724.0,1220.8,741.6,445.6,296.0,478.7,741.6,1250.5
