ano,codigo_sgif,tipo,distrito,concelho,freguesia,local,ine,x,y,data_alerta,hora_alerta,data_extincao,hora_extincao,data_primeira_intervencao,hora_primeira_intervencao,fonte_alerta,nut,area_povoamento,area_mato,area_agricola,area_pov_mato,area_total,reacendimento,queimada,falso_alarme,fogacho,incendio,agricola,perimetro,aps,causa,tipo_causa,regiao_prof,ugf,LAT,LON
2012,DM31217,Florestal,Viana do Castelo,Ponte de Lima,Vitorino dos Piães,Portela,160751,159354,524771,2012-01-24,12:46:00,2012-01-24,15:51:00,2012-01-24,13:10:00,Populares,PT11010751,0.3,0.0,0.0,0.3,0.3,0,0,0,1,0,0,Entre Lima e Neiva,,,,Entre Douro e Minho,Alto Minho,41.6815613,-8.6232985
2012,RO31215,Florestal,Setúbal,Montijo,Pegões,HERDADE QT DO SOL (Herdade Colares de Perdizes),150706,150846,195864,2012-01-27,15:46:00,2012-01-27,16:30:00,2012-01-27,16:05:00,Outros,PT13030506,0.0,0.005,0.0,0.005,0.005,0,0,0,1,0,0,,,,,Ribatejo e Oeste,AML,38.68008015,-8.591171494214755
2012,BL21220,Florestal,Coimbra,Penacova,Travanca do Mondego,junto Barragem Agueira (Junqueira),61311,194125,368529,2012-01-29,15:34:00,2012-01-29,17:50:00,2012-01-29,15:50:00,117,PT12020711,0.0,2.5,0.0,2.5,2.5,0,0,0,0,1,0,,,630.0,Desconhecida,Beira Litoral,Centro Litoral,40.325039,-8.1869841
2012,DM2126,Florestal,Porto,Vila Nova de Gaia,Perozinho,RUA 25 DE ABRIL (Rua Vinte e Cinco de Abril),131714,159367,453764,2012-01-09,17:02:00,2012-01-09,18:34:00,2012-01-09,17:12:00,Populares,PT11040914,0.03,0.0,0.0,0.03,0.03,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.0170886,-8.5745374
2012,RO21226,Florestal,Lisboa,Arruda dos Vinhos,Arranhó,A do Baço,110201,110539,223523,2012-01-11,17:44:00,2012-01-11,20:35:00,2012-01-11,18:15:00,Outros,PT13010301,0.4,0.9,0.0,1.3,1.3,0,0,0,0,1,0,,,630.0,Desconhecida,Ribatejo e Oeste,Oeste,38.9748152,-9.1648093
2012,DM4127,Florestal,Braga,Póvoa de Lanhoso,Geraz do Minho,MONTE STº TIRSO(GERAZ MINHO) (Belmonte),30914,187000,514007,2012-01-13,18:14:00,2012-01-13,19:40:00,2012-01-13,18:25:00,Populares,PT11030314,0.03,0.0,0.0,0.03,0.03,0,0,0,1,0,0,,,60.0,Desconhecida,Entre Douro e Minho,Baixo Minho,41.59736625,-8.297210149506228
2012,BL11213,Florestal,Viseu,Oliveira de Frades,Destriz,PISCOS (Pisco),181003,186944,411542,2012-01-11,13:50:00,2012-01-11,17:38:00,2012-01-11,14:02:00,Populares,PT12050703,0.3,0.0,0.0,0.3,0.3,0,0,0,1,0,0,,,630.0,Desconhecida,Beira Litoral,Dão Lafões,40.6508584,-8.2820723
2012,DM3129,Florestal,Viana do Castelo,Ponte de Lima,Friastelas,Torre,160724,169832,533315,2012-01-12,16:24:00,2012-01-12,18:08:00,2012-01-12,16:30:00,Populares,PT11010724,0.0,0.05,0.0,0.05,0.05,0,0,0,1,0,0,,,,,Entre Douro e Minho,Alto Minho,41.6758414,-8.5761898
2012,BL31227,Florestal,Aveiro,Albergaria-a-Velha,Angeja,ANGEJA,10203,164189,412358,2012-01-13,14:54:00,2012-01-13,16:40:00,2012-01-13,15:10:00,Populares,PT12010203,0.0,0.3,0.0,0.3,0.3,0,0,0,1,0,0,,,6.0,Desconhecida,Beira Litoral,Centro Litoral,40.6796594,-8.557070735291884
2012,RO31211,Florestal,Setúbal,Moita,Moita,R. POÇO NOVO (MOITA),150603,125163,187721,2012-01-23,19:46:00,2012-01-23,20:16:00,2012-01-23,19:53:00,Populares,PT13030403,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,630.0,Desconhecida,Ribatejo e Oeste,AML,38.6402642,-8.972055868357723
2012,DM21227,Florestal,Porto,Paços de Ferreira,Ferreira,RUA DE GILDE (Rua do Comércio),130905,182186,479668,2012-01-25,23:00:00,2012-01-26,00:08:00,2012-01-25,23:09:00,Populares,PT11051105,0.0,0.05,0.0,0.05,0.05,0,0,0,1,0,0,,,,,Entre Douro e Minho,Tâmega,41.2869948,-8.3416486
2012,BL11234,Florestal,Viseu,Lamego,Penude,Penude de Baixo,180517,224064,457563,2012-01-29,17:40:00,2012-01-29,23:50:00,2012-01-29,18:08:00,Populares,PT11070517,0.0,8.0,0.0,8.0,8.0,0,0,0,0,1,0,,,630.0,Desconhecida,Trás-os-Montes,Douro,41.0764376,-7.8520499
2012,BL312253,Florestal,Aveiro,Santa Maria da Feira,Louredo,Rua dos Curros (Rua do Lameirão),10912,166746,452073,2012-02-19,18:15:00,2012-02-19,22:25:00,2012-02-19,18:32:00,Populares,PT11060212,0.0,0.93,0.0,0.93,0.93,0,0,0,1,0,0,,,6.0,Desconhecida,Entre Douro e Minho,AMP e Entre Douro e Vouga,40.9799889,-8.4600169
2012,DM212305,Florestal,Porto,Santo Tirso,Santo Tirso,Varzea,131422,168162,486639,2012-02-19,19:00:00,2012-02-19,20:50:00,2012-02-19,19:05:00,Populares,PT11030422,0.0,0.1,0.0,0.1,0.1,0,0,0,1,0,0,,,,,Entre Douro e Minho,Baixo Minho,41.3487298,-8.5119475
2012,RO212362,Florestal,Lisboa,Mafra,Igreja Nova,"Murtal (Largo da Fonte-Boa 1, 2640 Mafra, Portugal)",110908,95424,214770,2012-02-18,14:21:00,2012-02-18,18:00:00,2012-02-18,14:45:00,Outros,PT13010808,0.0,5.375,0.0,5.375,5.375,0,0,0,0,1,0,,,610.0,Desconhecida,Ribatejo e Oeste,AML,38.91323715,-9.328906889461573
2012,RO31284,Florestal,Setúbal,Moita,Moita,TRASEIRAS DA RUA LUIS RIBEIRO (GAIO-ROSÁRIO),150603,124152,189919,2012-02-18,04:43:00,2012-02-18,05:05:00,2012-02-18,04:50:00,Populares,PT13030403,0.0,0.002,0.0,0.002,0.002,0,0,0,1,0,0,,,630.0,Desconhecida,Ribatejo e Oeste,AML,38.6750518,-9.0064524
2012,BL412211,Florestal,Leiria,Peniche,Serra DEl Rei,CEZAREDA,101405,103040,261636,2012-02-23,17:16:00,2012-02-23,18:35:00,2012-02-23,17:30:00,117,PT13011105,0.0,0.03,0.0,0.03,0.03,0,0,0,1,0,0,,,630.0,Desconhecida,Ribatejo e Oeste,Oeste,39.332275550000006,-9.270018759601571
2012,AG11224,Florestal,Faro,Silves,São Bartolomeu de Messines,Sitio das Passadeiras (SENTIEIRAS),81305,180514,20971,2012-01-31,19:40:00,2012-01-31,20:25:00,2012-01-31,20:00:00,Populares,PT15011305,0.0,0.02,0.0,0.02,0.02,0,0,0,1,0,0,,,,,Algarve,Algarve,37.2560769,-8.2869009
2012,AG1128,Florestal,Faro,Alcoutim,Alcoutim,Quexoa (ALCOUTIM),80201,258495,56220,2012-01-10,14:00:00,2012-01-10,15:00:00,2012-01-10,14:10:00,Outros,PT15010201,0.0,1.5,0.0,1.5,1.5,0,0,0,0,1,0,,,,,Algarve,Algarve,37.4700144,-7.4725535
2012,DM41218,Florestal,Braga,Fafe,Freitas,TRAVASSÔ (TRAVASSOS),30713,194407,502516,2012-01-25,17:04:00,2012-01-25,18:10:00,2012-01-25,17:26:00,117,PT11030113,0.2,0.3,0.0,0.5,0.5,0,0,0,1,0,0,,,,,Entre Douro e Minho,Baixo Minho,41.5123302,-8.2096905
2012,DM21226,Florestal,Porto,Paços de Ferreira,Meixomil,RUA ANTONIO PALHITO (MEIXOMIL),130910,178876,479812,2012-01-25,19:05:00,2012-01-25,19:52:00,2012-01-25,19:10:00,Populares,PT11051110,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,,,Entre Douro e Minho,Tâmega,41.29029805,-8.39087970179239
2012,BL11223,Florestal,Viseu,Castro Daire,Castro Daire,Santa Margarida,180304,215606,438284,2012-01-24,16:08:00,2012-01-24,17:20:00,2012-01-24,16:14:00,117,PT12050304,0.0,0.5,0.0,0.5,0.5,0,0,0,1,0,0,,,630.0,Desconhecida,Beira Litoral,Dão Lafões,40.91465745,-7.920020147736607
2012,DM21230,Florestal,Porto,Felgueiras,Margaride Santa Eulália,IDANHAS (Idanha),130320,194065,487689,2012-01-28,14:40:00,2012-01-28,15:48:00,2012-01-28,14:47:00,Populares,PT11050720,0.0,0.015,0.0,0.015,0.015,0,0,0,1,0,0,,,,,Entre Douro e Minho,Tâmega,41.3667229,-8.203496330346734
2012,TM11221,Florestal,Vila Real,Vila Real,Vilarinho de Samardã,Samardã,171430,236578,490115,2012-01-28,17:23:00,2012-01-28,18:40:00,2012-01-28,17:40:00,117,PT11071930,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,,,Trás-os-Montes,Douro,41.3960267,-7.7164444
2012,DM412238,Florestal,Braga,Terras de Bouro,Vilar da Veiga,ADEMEUS - PNPG (Ademeus),31017,196973,524054,2012-02-18,18:36:00,2012-02-18,22:25:00,2012-02-18,18:40:00,Outros,PT11020517,1.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0,,PENEDA-GERÊS,711.0,Reacendimento,Entre Douro e Minho,Baixo Minho,41.70154,-8.1684698
2012,DM212308,Florestal,Porto,Felgueiras,Margaride Santa Eulália,RUA D MANUEL I (JUGUEIROS),130320,192952,492353,2012-02-19,15:38:00,2012-02-19,17:29:00,2012-02-19,15:42:00,Populares,PT11050720,0.0,0.18,0.0,0.18,0.18,0,0,0,1,0,0,,,,,Entre Douro e Minho,Tâmega,41.3667229,-8.203496330346734
2012,DM212314,Florestal,Porto,Felgueiras,Sendim,Corvete,130324,192952,492353,2012-02-19,17:28:00,2012-02-19,22:34:00,2012-02-19,17:38:00,Populares,PT11050724,0.0,3.56,0.0,3.56,3.56,0,0,0,0,1,0,,,610.0,Desconhecida,Entre Douro e Minho,Tâmega,41.3977591,-8.1826516
2012,RO31214,Florestal,Setúbal,Palmela,Pinhal Novo,ESTR LAGOA DA PALHA (Estrada dos Espanhóis),150803,144879,181669,2012-01-26,17:33:00,2012-01-26,18:08:00,2012-01-26,17:41:00,117,PT13030603,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,,,Ribatejo e Oeste,AML,38.630096,-8.9128319
2012,RO11224,Florestal,Santarém,Santarém,Alcanede,Mata do Rei,141604,136415,274040,2012-01-26,15:36:00,2012-01-26,17:48:00,2012-01-26,15:56:00,Outros,PT13051104,0.0,1.157,0.0,1.157,1.157,0,0,0,0,1,0,,SERRAS DE AIRE E CANDEEIROS,610.0,Desconhecida,Ribatejo e Oeste,Ribatejo,39.4319465,-8.8715032
2012,BL112514,Florestal,Viseu,Viseu,Rio de Loba,CUDEÇAL - TRAVASSÓS DE CIMA (Cavernães de Cima),182323,224915,415957,2012-02-23,13:33:00,2012-02-23,16:05:00,2012-02-23,13:39:00,Populares,PT12051423,1.2,0.5,0.0,1.7,1.7,0,0,0,0,1,0,São Salvador,,630.0,Desconhecida,Beira Litoral,Dão Lafões,40.6644487,-7.8781043
2012,RO212414,Florestal,Lisboa,Cascais,São Domingos de Rana,Quinta da Estribeira - Talaide,110506,95263,192552,2012-02-23,18:53:00,2012-02-23,21:40:00,2012-02-23,19:12:00,Outros,PT13020206,0.0,0.7654,0.0,0.7654,0.7654,0,0,0,1,0,0,,,630.0,Desconhecida,Ribatejo e Oeste,AML,38.7015666,-9.3417434
2012,DM212481,Florestal,Porto,Vila Nova de Gaia,Vilar de Andorinho,PÇ. CAVADAS (Praceta das Cavadas),131723,162439,459648,2012-02-23,14:50:00,2012-02-23,16:12:00,2012-02-23,14:51:00,Populares,PT11040923,0.005,0.0,0.0,0.005,0.005,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.1032455,-8.5767749
2012,BL112520,Florestal,Viseu,Resende,Ovadas,Granja,181308,214488,459128,2012-02-23,15:00:00,2012-02-23,18:24:00,2012-02-23,16:05:00,Populares,PT11051408,0.0,1.12,0.0,1.12,1.12,0,0,0,0,1,0,,,630.0,Desconhecida,Entre Douro e Minho,Tâmega,41.0466413,-7.9570837
2012,AG11242,Florestal,Faro,Faro,Estói,Murta,80502,223540,17344,2012-02-05,14:14:00,2012-02-05,16:24:00,2012-02-05,14:50:00,Outros,PT15010502,0.0,0.0005,0.0,0.0005,0.0005,0,0,0,1,0,0,,,6.0,Desconhecida,Algarve,Algarve,37.0946236,-7.8949592
2012,AG11244,Florestal,Faro,Silves,São Marcos da Serra,Monte das Pitas,81306,181600,41082,2012-02-05,17:53:00,2012-02-05,18:57:00,2012-02-05,18:07:00,Outros,PT15011306,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,,,Algarve,Algarve,37.3351902,-8.3416432
2012,BI11253,Florestal,Guarda,Trancoso,Moreira de Rei,Sancanha - Valcovo,91312,269167,426268,2012-02-06,18:51:00,2012-02-06,19:30:00,2012-02-06,19:15:00,117,PT12080912,0.0,0.1,0.0,0.1,0.1,0,0,0,1,0,0,,,630.0,Desconhecida,Beira Interior,Beira Interior Norte,40.8304557,-7.321562
2012,DM412215,Florestal,Braga,Póvoa de Lanhoso,Lanhoso,R. VILA M-3 (FRIANDE),30915,187786,519555,2012-02-18,19:55:00,2012-02-18,20:50:00,2012-02-18,20:05:00,Populares,PT11030315,0.0,0.005,0.0,0.005,0.005,0,0,0,1,0,0,,,630.0,Desconhecida,Entre Douro e Minho,Baixo Minho,41.6459478,-8.2788307
2012,RO21273,Florestal,Lisboa,Torres Vedras,Ramalhal,Vila Facaia,111311,103359,244661,2012-01-29,19:57:00,2012-01-29,20:57:00,2012-01-29,20:05:00,Populares,PT13011311,0.0,0.02,0.0,0.02,0.02,0,0,0,1,0,0,,,630.0,Desconhecida,Ribatejo e Oeste,Oeste,39.1638133,-9.2508659
2012,AG11223,Florestal,Faro,Silves,São Bartolomeu de Messines,FURADOURO,81305,168764,25843,2012-01-30,18:41:00,2012-01-30,19:15:00,2012-01-30,18:45:00,Populares,PT15011305,0.0,0.005,0.0,0.005,0.005,0,0,0,1,0,0,,,,,Algarve,Algarve,37.263551,-8.2962012
2012,DM21250,Florestal,Porto,Amarante,Ansiães,POVOA (REBORDELO),130103,212318,486050,2012-01-31,16:40:00,2012-01-31,18:45:00,2012-01-31,17:10:00,Populares,PT11050103,0.0,0.1,0.0,0.1,0.1,0,0,0,1,0,0,,,630.0,Desconhecida,Entre Douro e Minho,Tâmega,41.2513575,-7.9570653
2012,BL312232,Florestal,Aveiro,Santa Maria da Feira,Lourosa,Zona Industrial (CANEDO),10913,172214,448796,2012-02-19,21:03:00,2012-02-19,23:20:00,2012-02-19,21:20:00,Populares,PT11060213,0.0,0.1,0.0,0.1,0.1,0,0,0,1,0,0,,,630.0,Desconhecida,Entre Douro e Minho,AMP e Entre Douro e Vouga,40.983541,-8.5499188
2012,DM312186,Florestal,Viana do Castelo,Viana do Castelo,Portela Susã,PORTELA SUSA (Alto da Portela),160927,151902,539619,2012-02-18,12:34:00,2012-02-18,16:25:00,2012-02-18,12:45:00,117,PT11010927,0.1,0.0,0.0,0.1,0.1,1,0,0,1,0,0,Serra de Arga,,711.0,Reacendimento,Entre Douro e Minho,Alto Minho,41.6724119,-8.6997584
2012,BL312256,Florestal,Aveiro,Ovar,Ovar,Torrão do Lameiro,11505,154972,429555,2012-02-18,14:43:00,2012-02-18,16:30:00,2012-02-18,14:55:00,Populares,PT12011005,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,6.0,Desconhecida,Beira Litoral,Centro Litoral,40.8299868,-8.6659468
2012,RO212364,Florestal,Lisboa,Torres Vedras,Santa Maria e São Miguel,Casal da Torre,111313,101333,238521,2012-02-19,13:07:00,2012-02-19,14:50:00,2012-02-19,13:51:00,Outros,PT13011313,0.0,0.1,0.0,0.1,0.1,0,0,0,1,0,0,,,630.0,Desconhecida,Ribatejo e Oeste,Oeste,39.0885917,-9.25274142461584
2012,BL112370,Florestal,Viseu,Resende,Resende,Quinta dos Frontilheiros,181311,214472,460058,2012-02-18,14:13:00,2012-02-18,14:57:00,2012-02-18,14:20:00,Populares,PT11051411,0.0,0.02,0.0,0.02,0.02,0,0,0,1,0,0,,,630.0,Desconhecida,Entre Douro e Minho,Tâmega,41.105831,-7.9644114
2012,DM412264,Florestal,Braga,Vieira do Minho,Parada do Bouro,UVEIRAS (M3) (Uveiras),31111,190234,519648,2012-02-20,10:18:00,2012-02-20,12:50:00,2012-02-20,10:30:00,Populares,PT11030511,2.0,0.0,0.0,2.0,2.0,1,0,0,0,1,0,,,711.0,Reacendimento,Entre Douro e Minho,Baixo Minho,41.6473695,-8.2458956
2012,DM21282,Florestal,Porto,Santo Tirso,Roriz,Costa,131419,172953,485887,2012-02-08,18:20:00,2012-02-08,19:21:00,2012-02-08,18:23:00,Populares,PT11030419,0.0,0.03,0.0,0.03,0.03,0,0,0,1,0,0,,,,,Entre Douro e Minho,Baixo Minho,41.3537721,-8.3795873
2012,TM11265,Florestal,Vila Real,Mondim de Basto,Bilhó,Bobal,170502,225046,492557,2012-02-09,14:34:00,2012-02-09,15:45:00,2012-02-09,15:05:00,Outros,PT11051002,0.0,0.01,0.0,0.01,0.01,1,0,0,1,0,0,Mondim de Basto,,711.0,Reacendimento,Entre Douro e Minho,Tâmega,41.4018535,-7.8334721
2012,DM412220,Florestal,Braga,Vieira do Minho,Cova,CRASTO ROB M-3 (CRASTO),31106,200847,518549,2012-02-18,16:16:00,2012-02-18,20:30:00,2012-02-18,16:30:00,Outros,PT11030506,0.8,0.08,0.0,0.88,0.88,0,0,0,1,0,0,,,60.0,Desconhecida,Entre Douro e Minho,Baixo Minho,41.6764213,-8.1635443
2012,BL41239,Florestal,Leiria,Pombal,Abiul,Vale da Burra,101501,169177,318469,2012-01-24,15:55:00,2012-01-24,17:50:00,2012-01-24,16:20:00,Outros,PT12030401,0.05,0.25,0.0,0.3,0.3,0,0,0,1,0,0,,,610.0,Desconhecida,Beira Litoral,Centro Litoral,39.8726178,-8.5386326
2012,AG11221,Florestal,Faro,Portimão,Portimão,EN 125 - PONTE RIBEIRA DE BOINA (MEXILHOEIRA GRANDE),81103,157244,21541,2012-01-28,11:35:00,2012-01-28,12:07:00,2012-01-28,11:45:00,Outros,PT15011103,0.0,0.0002,0.0,0.0002,0.0002,0,0,0,1,0,0,,,,,Algarve,Algarve,37.1541597,-8.6096643
2012,BL31246,Florestal,Aveiro,Santa Maria da Feira,São Paio de Oleiros,Rua Agro Velho (CANEDO),10918,172214,448796,2012-01-28,11:47:00,2012-01-28,12:30:00,2012-01-28,11:55:00,117,PT11060218,0.0,0.02,0.0,0.02,0.02,0,0,0,1,0,0,,,6.0,Desconhecida,Entre Douro e Minho,AMP e Entre Douro e Vouga,40.9908653,-8.5940565
2012,DM31226,Florestal,Viana do Castelo,Ponte de Lima,Vitorino dos Piães,CRISTO (RENDUFE),160751,164378,543448,2012-01-29,11:12:00,2012-01-29,12:37:00,2012-01-29,11:16:00,Populares,PT11010751,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,Entre Vez e Coura,,,,Entre Douro e Minho,Alto Minho,41.6815613,-8.6232985
2012,DM41231,Florestal,Braga,Fafe,Golães,L. PONTE NOVA(GOLÃES)M2 (ABOIM),30714,203971,508088,2012-01-29,18:10:00,2012-01-29,18:50:00,2012-01-29,18:15:00,117,PT11030114,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,,,,,Entre Douro e Minho,Baixo Minho,41.4650753,-8.196132750072195
2012,RO11232,Florestal,Santarém,Rio Maior,Malaqueijo,Malaqueijo,141413,140718,258685,2012-01-29,18:11:00,2012-01-29,18:49:00,2012-01-29,18:27:00,Outros,PT13050913,0.0,0.0015,0.0,0.0015,0.0015,0,0,0,1,0,0,,,610.0,Desconhecida,Ribatejo e Oeste,Ribatejo,39.29576595,-8.826898821922235
2012,RO31276,Florestal,Setúbal,Grândola,Carvalhal,AÇUDE DA MUDA (Açude),150505,156489,128907,2012-02-18,16:35:00,2012-02-18,18:19:00,2012-02-18,17:05:00,Outros,PT14010205,0.0,0.7182,0.0,0.7182,0.7182,0,0,0,1,0,0,,,610.0,Desconhecida,Alentejo,Alentejo Litoral,38.3098224,-8.7467908
2012,DM41212,Florestal,Braga,Fafe,Arões (São Romão),L. DA PORTELA (ABOIM),30730,203971,508088,2012-01-24,15:55:00,2012-01-24,17:00:00,2012-01-24,16:12:00,Populares,PT11030130,0.01,0.0,0.0,0.01,0.01,0,0,0,1,0,0,,,,,Entre Douro e Minho,Baixo Minho,41.45615,-8.2175346
2012,DM41213,Florestal,Braga,Vila Verde,Valdreu,Cela,31355,184654,528993,2012-01-24,20:00:00,2012-01-24,23:35:00,2012-01-24,20:20:00,Outros,PT11020655,0.0,0.4,0.0,0.4,0.4,0,0,0,1,0,0,,,,,Entre Douro e Minho,Baixo Minho,41.7293131,-8.314175
2012,AG11217,Florestal,Faro,Silves,Silves,Odelouca,81307,168065,27019,2012-01-27,15:13:00,2012-01-27,17:25:00,2012-01-27,15:26:00,117,PT15011307,0.0,2.0,0.0,2.0,2.0,0,0,0,0,1,0,,,630.0,Desconhecida,Algarve,Algarve,37.1894106,-8.4395781
2012,DM31224,Florestal,Viana do Castelo,Ponte da Barca,Ruivos,RUIVOS,160617,174341,533339,2012-01-28,13:53:00,2012-01-28,14:43:00,2012-01-28,14:00:00,Populares,PT11010617,0.0,0.015,0.0,0.015,0.015,0,0,0,1,0,0,,,,,Entre Douro e Minho,Alto Minho,41.7686197,-8.4386156
2012,DM412247,Florestal,Braga,Póvoa de Lanhoso,Rendufinho,SOBRADELO (M-5) (Ribeira de Sobradelo),30921,196493,510626,2012-02-18,18:07:00,2012-02-18,19:30:00,2012-02-18,18:21:00,Populares,PT11030321,0.0,0.1,0.0,0.1,0.1,0,0,0,1,0,0,,,630.0,Desconhecida,Entre Douro e Minho,Baixo Minho,41.6084844,-8.2606089
2012,BL312445,Florestal,Aveiro,Oliveira de Azemeis,Travanca,Sanfins,11316,171934,426547,2012-02-29,14:26:00,2012-02-29,17:45:00,2012-02-29,14:37:00,Populares,PT11060316,0.0,0.05,0.0,0.05,0.05,0,0,0,1,0,0,,,630.0,Desconhecida,Entre Douro e Minho,AMP e Entre Douro e Vouga,40.8142477,-8.4827757
2012,DM412542,Florestal,Braga,Vila Verde,Freiriz,CERDEIRAS (FREIRIZ) (Cerdeiras),31316,178204,529950,2012-02-29,14:45:00,2012-02-29,16:20:00,2012-02-29,14:55:00,Populares,PT11020616,0.0,0.4,0.0,0.4,0.4,1,0,0,1,0,0,,,711.0,Reacendimento,Entre Douro e Minho,Baixo Minho,41.6409412,-8.5085122
2012,DM212785,Florestal,Porto,Gondomar,São Pedro da Cova,Passal,130410,169158,464798,2012-02-29,18:35:00,2012-02-29,19:25:00,2012-02-29,18:39:00,Populares,PT11040210,0.0,0.01,0.0,0.01,0.01,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.1536126,-8.5079348255084
2012,DM412547,Florestal,Braga,Guimarães,São Clemente Sande,OUTINHO (SANDE S. CLEMENTE) M3 (Outinho),30849,185498,506509,2012-02-29,20:00:00,2012-02-29,23:25:00,2012-02-29,20:15:00,Populares,PT11030249,0.35,0.3,0.0,0.6499999999999999,0.6499999999999999,0,0,0,1,0,0,,,,,Entre Douro e Minho,Baixo Minho,41.4834778,-8.36945167731423
2012,DM412140,Florestal,Braga,Vila Nova de Famalicão,Brufe,SILVARES(BRUFE) (Silvares),31206,171210,497405,2012-02-13,20:10:00,2012-02-13,22:50:00,2012-02-13,20:18:00,Populares,PT11030606,0.1,0.4,0.0,0.5,0.5,1,0,0,1,0,0,,,711.0,Reacendimento,Entre Douro e Minho,Baixo Minho,41.41110955,-8.538926223678995
2012,RO21293,Florestal,Lisboa,Torres Vedras,São Pedro e São Tiago,Quinta da Sampaia,111315,102631,236166,2012-02-03,15:16:00,2012-02-03,16:15:00,2012-02-03,15:35:00,Outros,PT13011315,0.0,0.005,0.0,0.005,0.005,0,0,0,1,0,0,,,630.0,Desconhecida,Ribatejo e Oeste,Oeste,39.09299855,-9.25866085
2012,RO212336,Florestal,Lisboa,Torres Vedras,Santa Maria e São Miguel,Sarge,111313,104915,237958,2012-02-18,11:50:00,2012-02-18,12:40:00,2012-02-18,12:00:00,Outros,PT13011313,0.0,0.005,0.0,0.005,0.005,0,0,0,1,0,0,,,630.0,Desconhecida,Ribatejo e Oeste,Oeste,39.0885917,-9.25274142461584
2012,BL112304,Florestal,Viseu,Castro Daire,Monteiras,SENHORA DA OUVIDA,180314,219800,442047,2012-02-19,19:24:00,2012-02-19,19:55:00,2012-02-19,19:35:00,Outros,PT12050314,0.0,0.01,0.0,0.01,0.01,1,0,0,1,0,0,Serra do Leomil,,711.0,Reacendimento,Beira Litoral,Dão Lafões,40.9520056,-7.8717914
2012,DM21259,Florestal,Porto,Santo Tirso,São Mamede Negrelos,Regadas,131424,183069,485605,2012-02-04,16:55:00,2012-02-04,19:49:00,2012-02-04,17:05:00,Populares,PT11030424,0.41,0.43,0.0,0.84,0.84,0,0,0,1,0,0,,,,,Entre Douro e Minho,Baixo Minho,41.3488993,-8.403043
2012,RO212128,Florestal,Lisboa,Mafra,Milharado,Cachoeira,110911,110022,220909,2012-02-04,19:50:00,2012-02-04,21:45:00,2012-02-04,20:02:00,Populares,PT13010811,0.0,1.2,0.0,1.2,1.2,0,0,0,0,1,0,,,630.0,Desconhecida,Ribatejo e Oeste,AML,38.9512408,-9.1713425
2012,BI21217,Florestal,Castelo Branco,Covilhã,Aldeia do Souto,Quinta Branca,50303,263312,376617,2012-02-05,12:30:00,2012-02-05,15:44:00,2012-02-05,12:50:00,Populares,PT12100203,0.0,2.0,0.0,2.0,2.0,0,0,0,0,1,0,,,630.0,Desconhecida,Beira Interior,Beira Interior Norte,40.366776,-7.3974874
2012,BL112303,Florestal,Viseu,Castro Daire,Castro Daire,Folgosa,180304,219828,436253,2012-02-18,18:56:00,2012-02-18,20:06:00,2012-02-18,19:48:00,Populares,PT12050304,0.0,0.05,0.0,0.05,0.05,0,0,0,1,0,0,,,630.0,Desconhecida,Beira Litoral,Dão Lafões,40.8948802,-7.8980842
2012,DM212279,Florestal,Porto,Gondomar,Melres,Moreira,130407,178524,454169,2012-02-20,10:12:00,2012-02-20,12:10:00,2012-02-20,10:18:00,117,PT11040207,0.15,0.0,0.0,0.15,0.15,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga,41.0556198,-8.3893958
2012,RO212344,Florestal,Lisboa,Sobral Monte Agraço,Sobral de Monte Agraço,Sobral de Monte Agraço,111203,111864,228390,2012-02-18,17:55:00,2012-02-18,18:35:00,2012-02-18,18:15:00,Populares,PT13011203,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,630.0,Desconhecida,Ribatejo e Oeste,Oeste,39.01346065,-9.159639792999531
2012,BL112319,Florestal,Viseu,Vila Nova de Paiva,Vila Cova à Coelheira,VILA COVA A COELHEIRA,182206,227782,434563,2012-02-19,15:42:00,2012-02-19,16:25:00,2012-02-19,15:50:00,Populares,PT12051306,0.0,0.05,0.0,0.05,0.05,0,0,0,1,0,0,,,630.0,Desconhecida,Beira Litoral,Dão Lafões,40.9401466,-7.7762141
2012,BI112219,Florestal,Guarda,Trancoso,Moreira de Rei,Leguinhas - Moreirinhas,91312,269622,432155,2012-02-19,17:16:00,2012-02-19,19:48:00,2012-02-19,17:32:00,117,PT12080912,0.5,2.0,0.0,2.5,2.5,0,0,0,0,1,0,,,630.0,Desconhecida,Beira Interior,Beira Interior Norte,40.8304557,-7.321562
