latitude,longitude,altitude,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
41.51142,-8.170013,232.0,2015-04-29T12:00,15.4,62,8.2,15.1,0.0,0.0,0.0,0.0,2,1021.9,994.3,76,83,0,3,0.42,0.67,8.3,10.1,265,264,25.6,17.7,13.0,12.8,11.1,0.374,0.384,0.359,0.385,1,3600.0,784.0,561.0,223.0,649.5,784.0,1165.7,802.6,574.3,228.3,649.5,802.6,1193.4,,,,,,
41.51142,-8.170013,232.0,2015-04-30T12:00,16.7,73,11.8,14.9,0.0,0.0,0.0,0.0,3,1021.0,993.5,100,100,6,100,0.24,0.52,16.0,22.1,226,226,37.8,16.2,13.4,12.8,11.1,0.376,0.376,0.359,0.385,1,312.38,416.0,61.0,355.0,70.4,416.0,1168.6,425.8,62.4,363.4,70.4,425.8,1196.1,0.9665364485118485,78.26546806654153,4.014737567,21.571257553100587,2.1580444693738294,5.47979372607474
41.51142,-8.170013,232.0,2015-05-01T12:00,14.7,94,13.7,13.8,0.5,0.5,0.0,0.0,53,1018.0,990.4,100,100,99,65,0.07,0.1,14.4,22.7,212,213,36.7,14.3,13.7,12.9,11.1,0.419,0.394,0.36,0.385,1,0.0,105.0,3.0,102.0,3.5,105.0,1171.3,107.5,3.1,104.4,3.5,107.5,1198.8,0.004005864860250716,31.830732495611144,1.8090755276522783,16.45712532941379,0.011591926391869288,2.8381741113769046
41.51142,-8.170013,232.0,2015-05-02T12:00,19.6,67,13.4,19.0,0.0,0.0,0.0,0.0,2,1013.7,986.7,79,36,27,100,0.39,0.75,16.3,22.1,215,214,38.2,19.0,14.7,13.0,11.2,0.41,0.414,0.368,0.385,1,3600.0,685.0,338.0,347.0,388.0,685.0,1174.0,701.0,345.9,355.1,388.0,701.0,1201.3,0.11759360130635439,49.469195692319474,2.0574525582362897,9.045634175803196,0.34936874984601507,2.623245450193882
41.51142,-8.170013,232.0,2015-05-03T12:00,15.1,94,14.2,14.1,0.5,0.5,0.0,0.0,53,1011.3,983.9,100,100,62,96,0.07,0.1,16.5,24.9,200,200,37.8,15.0,14.6,13.2,11.2,0.426,0.427,0.375,0.384,1,0.0,113.0,0.0,113.0,0.0,113.0,1176.6,115.6,0.0,115.6,0.0,115.6,1203.8,0.0002147592336248752,22.728436039566873,0.6527234897679923,5.122,0.0008193952500740703,0.9900338759975101
41.51142,-8.170013,232.0,2015-05-04T12:00,16.2,90,14.6,14.9,2.2,2.2,0.0,0.0,61,999.8,972.9,100,99,74,17,0.13,0.19,19.8,33.7,170,174,71.3,15.4,14.5,13.3,11.3,0.43,0.43,0.404,0.384,1,0.0,247.0,51.0,196.0,58.2,247.0,1179.1,252.7,52.2,200.5,58.2,252.7,1206.2,0.00011568754716977003,20.70691877584926,0.45545018000000004,5.32,0.0004634570409973264,0.7503128882013123
41.51142,-8.170013,232.0,2015-05-05T12:00,13.4,74,8.8,11.5,0.1,0.1,0.0,0.0,51,1016.8,989.1,73,38,64,0,0.3,0.4,13.7,18.5,247,246,38.2,15.6,13.6,13.3,11.3,0.42,0.422,0.418,0.386,1,3600.0,624.0,405.0,219.0,461.2,624.0,1181.6,638.3,414.3,224.0,461.2,638.3,1208.6,0.0036074424090220443,32.41282296309568,0.99251282,4.816,0.012981703745063744,1.310060844124834
41.51142,-8.170013,232.0,2015-05-06T12:00,16.1,52,6.2,15.8,0.0,0.0,0.0,0.0,2,1020.2,992.7,64,69,0,7,0.45,0.88,6.7,8.4,216,211,20.5,18.2,13.4,13.2,11.3,0.399,0.41,0.416,0.387,1,3600.0,817.0,589.0,228.0,669.0,817.0,1183.9,835.6,602.4,233.2,669.0,835.6,1210.9,0.24661649492408869,62.432214661156564,3.1660369160000004,10.117999999999999,0.6583874994747249,3.5527973794990215
41.51142,-8.170013,232.0,2015-05-07T12:00,20.5,55,11.2,21.0,0.0,0.0,0.0,0.0,0,1013.7,986.8,2,0,3,0,0.54,1.08,12.6,16.5,217,212,34.9,20.3,14.7,13.3,11.4,0.382,0.396,0.412,0.388,1,3600.0,906.0,780.0,126.0,883.8,906.0,1186.2,926.5,797.7,128.9,883.8,926.5,1213.1,1.1578556414722991,80.16682702126779,5.724982436,16.211999999999996,2.1835757850109956,6.0812494072802314
41.51142,-8.170013,232.0,2015-05-08T12:00,17.3,73,12.5,15.7,0.2,0.2,0.0,0.0,51,1022.2,994.8,89,99,0,0,0.26,0.53,16.6,23.1,236,236,38.2,17.5,15.4,13.6,11.4,0.417,0.417,0.41,0.389,1,2879.93,457.0,138.0,319.0,156.0,457.0,1188.5,467.3,141.1,326.2,156.0,467.3,1215.3,0.19774879157377542,52.75210798274545,3.7604086294262347,9.218219612916405,0.5170883797333168,3.7513297410404287
