latitude,longitude,generationtime_ms,utc_offset_seconds,timezone,timezone_abbreviation,elevation,hourly_units.time,hourly_units.shortwave_radiation,hourly_units.direct_radiation,hourly_units.diffuse_radiation,hourly_units.direct_normal_irradiance,hourly_units.global_tilted_irradiance,hourly_units.terrestrial_radiation,hourly_units.shortwave_radiation_instant,hourly_units.direct_radiation_instant,hourly_units.diffuse_radiation_instant,hourly_units.direct_normal_irradiance_instant,hourly_units.global_tilted_irradiance_instant,hourly_units.terrestrial_radiation_instant,hourly.time,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
40.52724,-8.516937,0.16999244689941406,0,GMT,GMT,27.0,iso8601,W/m²,W/m²,W/m²,W/m²,W/m²,W/m²,W/m²,W/m²,W/m²,W/m²,W/m²,W/m²,"['2001-05-28T00:00', '2001-05-28T01:00', '2001-05-28T02:00', '2001-05-28T03:00', '2001-05-28T04:00', '2001-05-28T05:00', '2001-05-28T06:00', '2001-05-28T07:00', '2001-05-28T08:00', '2001-05-28T09:00', '2001-05-28T10:00', '2001-05-28T11:00', '2001-05-28T12:00', '2001-05-28T13:00', '2001-05-28T14:00', '2001-05-28T15:00', '2001-05-28T16:00', '2001-05-28T17:00', '2001-05-28T18:00', '2001-05-28T19:00', '2001-05-28T20:00', '2001-05-28T21:00', '2001-05-28T22:00', '2001-05-28T23:00']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 29.0, 169.0, 355.0, 543.0, 711.0, 842.0, 925.0, 952.0, 923.0, 815.0, 687.0, 534.0, 349.0, 167.0, 32.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 115.0, 278.0, 450.0, 607.0, 731.0, 811.0, 835.0, 806.0, 687.0, 555.0, 426.0, 267.0, 112.0, 16.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 54.0, 77.0, 93.0, 104.0, 111.0, 114.0, 117.0, 117.0, 128.0, 132.0, 108.0, 82.0, 55.0, 16.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 130.8, 491.7, 667.3, 766.4, 827.1, 863.2, 883.1, 885.0, 875.5, 807.1, 749.9, 716.2, 627.7, 460.7, 143.3, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 29.0, 169.0, 355.0, 543.0, 711.0, 842.0, 925.0, 952.0, 923.0, 815.0, 687.0, 534.0, 349.0, 167.0, 32.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 83.6, 311.6, 555.0, 782.1, 977.6, 1128.1, 1223.3, 1256.7, 1226.2, 1133.8, 985.8, 792.3, 566.5, 323.8, 89.7, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 65.4, 235.7, 430.2, 615.3, 771.9, 884.9, 945.7, 948.5, 895.7, 767.9, 624.1, 460.7, 275.1, 103.6, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.6, 160.4, 336.9, 509.9, 659.0, 768.2, 829.1, 831.9, 782.1, 647.3, 504.2, 367.5, 210.5, 69.5, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33.8, 75.3, 93.3, 105.4, 112.9, 116.7, 116.5, 116.6, 113.5, 120.6, 119.9, 93.2, 64.6, 34.1, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 223.2, 491.7, 667.3, 766.4, 827.1, 863.2, 883.1, 885.0, 875.5, 807.1, 749.9, 716.2, 627.7, 460.7, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 38.4, 235.7, 430.2, 615.3, 771.9, 884.9, 945.7, 948.5, 895.7, 767.9, 624.1, 460.7, 275.1, 103.6, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 188.6, 434.6, 672.6, 886.3, 1061.3, 1185.5, 1250.6, 1252.1, 1189.9, 1068.3, 895.6, 683.5, 446.6, 200.9, 0.0, 0.0, 0.0, 0.0]"
