index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
2207,40.738136,-7.9148865,485.0,2015-05-01 00:00:00,11.2,99,11.0,10.5,0.0,0.0,0.0,0.0,3,1020.9,963.4,100,96,66,100,0.0,0.02,7.4,12.9,203,210,18.7,12.6,14.1,12.4,10.5,0.342,0.358,0.331,0.375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2206,40.738136,-7.9148865,485.0,2015-05-01 01:00:00,11.0,99,10.8,10.1,0.0,0.0,0.0,0.0,3,1020.2,962.7,100,100,83,100,0.0,0.02,8.2,13.5,209,214,19.1,12.5,14.0,12.4,10.5,0.343,0.358,0.331,0.375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2205,40.738136,-7.9148865,485.0,2015-05-01 02:00:00,11.1,99,10.9,10.0,0.0,0.0,0.0,0.0,3,1019.4,962.0,100,100,94,100,0.0,0.01,9.4,15.0,203,207,22.0,12.5,13.8,12.4,10.5,0.343,0.358,0.331,0.375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2204,40.738136,-7.9148865,485.0,2015-05-01 03:00:00,11.2,98,10.9,10.0,0.0,0.0,0.0,0.0,3,1018.8,961.4,100,100,82,69,0.0,0.02,10.2,16.8,203,208,23.8,12.5,13.7,12.4,10.5,0.343,0.358,0.331,0.375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2203,40.738136,-7.9148865,485.0,2015-05-01 04:00:00,11.2,98,10.8,9.8,0.0,0.0,0.0,0.0,3,1018.5,961.2,100,100,64,76,0.0,0.03,10.9,18.0,207,213,27.0,12.5,13.6,12.4,10.5,0.344,0.357,0.331,0.375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2202,40.738136,-7.9148865,485.0,2015-05-01 05:00:00,11.1,98,10.9,9.8,0.2,0.2,0.0,0.0,51,1018.3,961.0,100,100,74,100,0.0,0.02,11.1,18.7,209,214,36.4,12.4,13.5,12.4,10.5,0.346,0.357,0.331,0.375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2201,40.738136,-7.9148865,485.0,2015-05-01 06:00:00,11.0,99,10.9,9.6,0.2,0.2,0.0,0.0,51,1018.4,961.0,100,100,100,100,0.01,0.01,11.3,18.6,211,216,32.4,12.3,13.4,12.4,10.5,0.348,0.357,0.331,0.375,1,0.0,2.0,0.0,2.0,0.0,2.0,41.8,5.0,0.0,5.0,0.0,2.1,103.7,,,,,,
2200,40.738136,-7.9148865,485.0,2015-05-01 07:00:00,11.8,97,11.4,10.4,0.6,0.6,0.0,0.0,53,1018.9,961.7,100,100,87,99,0.02,0.04,13.0,21.0,214,218,33.1,12.6,13.3,12.4,10.5,0.351,0.357,0.331,0.375,1,0.0,22.0,0.0,22.0,0.0,22.0,232.7,34.2,0.0,34.2,0.0,34.2,361.5,,,,,,
2199,40.738136,-7.9148865,485.0,2015-05-01 08:00:00,12.4,94,11.4,11.1,0.4,0.4,0.0,0.0,51,1018.8,961.7,100,97,89,98,0.05,0.09,11.8,19.6,218,223,40.7,13.0,13.3,12.4,10.5,0.354,0.357,0.331,0.375,1,0.0,80.0,4.0,76.0,11.1,80.0,487.4,100.1,5.0,95.1,11.1,100.1,610.2,,,,,,
2198,40.738136,-7.9148865,485.0,2015-05-01 09:00:00,12.9,92,11.6,11.6,0.5,0.5,0.0,0.0,53,1019.1,962.1,100,100,96,99,0.07,0.12,12.3,19.1,218,221,40.7,13.5,13.3,12.4,10.5,0.358,0.357,0.331,0.375,1,0.0,134.0,31.0,103.0,57.7,134.0,724.4,154.0,35.6,118.4,57.7,154.0,832.7,,,,,,
