index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
2231,41.300526,-8.005737,500.0,2021-06-01 00:00:00,12.8,98,12.6,13.2,0.0,0.0,0.0,0.0,0,1011.0,952.7,6,7,0,0,0.0,0.02,3.0,2.6,104,106,7.9,16.5,18.7,14.8,11.7,0.243,0.294,0.347,0.374,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2230,41.300526,-8.005737,500.0,2021-06-01 01:00:00,13.3,98,13.0,14.1,0.0,0.0,0.0,0.0,0,1010.5,952.3,4,4,0,0,0.0,0.03,0.5,0.8,135,297,9.0,15.8,18.4,14.8,11.7,0.244,0.294,0.347,0.374,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2229,41.300526,-8.005737,500.0,2021-06-01 02:00:00,12.2,100,12.2,12.2,0.0,0.0,0.0,0.0,3,1010.6,952.2,90,100,0,0,0.0,0.0,4.5,9.5,256,261,12.2,15.4,18.2,14.9,11.7,0.244,0.294,0.347,0.374,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2228,41.300526,-8.005737,500.0,2021-06-01 03:00:00,12.3,100,12.2,12.2,0.0,0.0,0.0,0.0,3,1011.1,952.7,90,100,0,0,0.0,0.0,5.4,9.8,250,253,16.2,15.3,18.0,14.9,11.7,0.245,0.294,0.347,0.374,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2227,41.300526,-8.005737,500.0,2021-06-01 04:00:00,12.1,99,12.0,11.9,0.0,0.0,0.0,0.0,3,1011.3,952.8,90,100,0,0,0.0,0.01,5.7,9.7,252,255,15.1,15.1,17.7,14.9,11.7,0.246,0.294,0.347,0.374,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2226,41.300526,-8.005737,500.0,2021-06-01 05:00:00,11.9,99,11.7,11.6,0.1,0.1,0.0,0.0,51,1011.3,952.8,90,100,0,0,0.0,0.02,5.5,9.3,259,257,16.6,15.0,17.5,14.9,11.7,0.247,0.294,0.347,0.374,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2225,41.300526,-8.005737,500.0,2021-06-01 06:00:00,12.0,98,11.7,12.2,0.1,0.1,0.0,0.0,51,1011.3,952.8,90,100,0,0,0.01,0.02,2.2,4.0,279,265,14.4,15.0,17.3,14.9,11.7,0.248,0.294,0.347,0.374,1,0.0,10.0,0.0,10.0,0.0,10.0,93.9,22.3,0.0,22.3,0.0,13.7,209.8,,,,,,
2224,41.300526,-8.005737,500.0,2021-06-01 07:00:00,12.5,93,11.4,12.6,0.0,0.0,0.0,0.0,3,1011.8,953.4,90,100,0,0,0.05,0.1,2.2,3.0,279,256,11.2,15.3,17.1,14.9,11.7,0.248,0.294,0.347,0.374,1,854.91,89.0,22.0,67.0,88.5,89.0,330.7,121.5,30.0,91.5,88.5,121.5,451.6,,,,,,
2223,41.300526,-8.005737,500.0,2021-06-01 08:00:00,13.9,86,11.6,13.7,0.0,0.0,0.0,0.0,3,1011.9,953.8,90,100,0,0,0.11,0.22,4.6,6.0,219,213,15.8,15.9,17.0,14.9,11.7,0.249,0.294,0.347,0.374,1,2052.68,196.0,55.0,141.0,128.4,196.0,569.8,235.7,66.1,169.6,128.4,235.7,685.1,,,,,,
2222,41.300526,-8.005737,500.0,2021-06-01 09:00:00,15.0,81,11.8,14.4,0.0,0.0,0.0,0.0,3,1011.7,953.8,91,100,1,0,0.17,0.32,7.4,9.4,219,220,21.6,16.7,16.9,14.9,11.7,0.249,0.294,0.346,0.374,1,2581.63,301.0,87.0,214.0,146.1,301.0,792.4,339.7,98.2,241.5,146.1,339.7,894.4,,,,,,
2221,41.300526,-8.005737,500.0,2021-06-01 10:00:00,15.7,79,12.1,14.9,0.0,0.0,0.0,0.0,3,1011.6,953.8,91,100,2,0,0.2,0.37,9.3,11.9,234,235,25.6,17.4,16.9,14.9,11.7,0.248,0.293,0.346,0.374,1,3190.67,364.0,123.0,241.0,166.4,364.0,983.6,394.2,133.2,261.0,166.4,394.2,1065.3,,,,,,
2220,41.300526,-8.005737,500.0,2021-06-01 11:00:00,16.6,75,12.2,15.7,0.1,0.1,0.0,0.0,51,1011.8,954.2,91,100,2,0,0.26,0.47,10.6,13.8,242,242,28.8,18.2,16.9,14.9,11.7,0.248,0.293,0.346,0.374,1,2966.82,450.0,135.0,315.0,158.9,450.0,1130.3,472.2,141.7,330.6,158.9,472.2,1186.1,,,,,,
2219,41.300526,-8.005737,500.0,2021-06-01 12:00:00,16.2,76,11.9,14.6,0.1,0.1,0.0,0.0,51,1012.6,954.9,93,100,5,0,0.25,0.45,15.0,20.3,246,247,36.0,19.0,16.9,14.9,11.7,0.248,0.29,0.345,0.374,1,2411.58,450.0,129.0,321.0,140.4,450.0,1222.4,459.6,131.8,327.9,140.4,459.6,1248.5,,,,,,
2218,41.300526,-8.005737,500.0,2021-06-01 13:00:00,15.7,80,12.3,14.1,0.2,0.2,0.0,0.0,51,1012.8,955.0,95,100,8,0,0.21,0.35,15.3,20.7,246,247,39.2,18.8,17.0,14.9,11.7,0.249,0.29,0.345,0.374,1,682.81,387.0,78.0,309.0,82.8,387.0,1253.8,385.4,77.7,307.7,82.8,385.4,1248.4,,,,,,
2217,41.300526,-8.005737,500.0,2021-06-01 14:00:00,15.5,83,12.6,14.2,0.1,0.1,0.0,0.0,51,1012.9,955.0,90,100,0,0,0.22,0.31,14.3,19.7,242,242,40.0,18.9,17.1,14.9,11.7,0.249,0.29,0.345,0.374,1,3600.0,423.0,166.0,257.0,180.7,423.0,1222.2,410.4,161.1,249.3,180.7,410.4,1185.8,,,,,,
2216,41.300526,-8.005737,500.0,2021-06-01 15:00:00,15.3,83,12.3,13.9,0.1,0.1,0.0,0.0,51,1012.9,955.0,90,100,0,0,0.2,0.3,14.4,19.4,248,248,37.4,18.8,17.1,14.9,11.7,0.249,0.29,0.345,0.374,1,2826.68,368.0,131.0,237.0,154.2,368.0,1129.9,346.8,123.5,223.4,154.2,346.8,1064.9,,,,,,
2215,41.300526,-8.005737,500.0,2021-06-01 16:00:00,15.3,81,12.1,14.2,0.0,0.0,0.0,0.0,3,1013.0,955.1,90,100,0,1,0.19,0.32,12.1,16.5,253,254,37.4,18.8,17.2,14.9,11.7,0.249,0.289,0.345,0.374,1,1041.17,359.0,70.0,289.0,94.7,359.0,983.2,326.4,63.6,262.8,94.7,326.4,894.0,,,,,,
2214,41.300526,-8.005737,500.0,2021-06-01 17:00:00,14.9,81,11.7,13.6,0.1,0.1,0.0,0.0,51,1013.1,955.1,90,100,0,0,0.15,0.32,11.8,16.2,258,257,32.4,18.5,17.2,15.0,11.7,0.249,0.289,0.345,0.374,1,2734.51,270.0,90.0,180.0,151.2,270.0,792.1,233.4,77.8,155.6,151.2,233.4,684.8,,,,,,
2213,41.300526,-8.005737,500.0,2021-06-01 18:00:00,14.5,79,10.9,13.2,0.0,0.0,0.0,0.0,3,1013.4,955.3,100,84,1,97,0.12,0.35,10.9,15.3,262,262,31.7,18.1,17.2,15.0,11.7,0.25,0.289,0.345,0.373,1,2404.38,206.0,60.0,146.0,140.1,206.0,569.5,163.3,47.6,115.7,140.1,163.3,451.4,,,,,,
2212,41.300526,-8.005737,500.0,2021-06-01 19:00:00,13.8,82,10.7,12.7,0.0,0.0,0.0,0.0,2,1013.8,955.5,71,50,1,84,0.06,0.29,8.6,11.9,255,256,29.2,17.4,17.2,15.0,11.7,0.25,0.289,0.344,0.373,1,613.41,103.0,20.0,83.0,80.4,103.0,330.7,65.4,12.7,52.7,80.4,65.4,209.9,,,,,,
2211,41.300526,-8.005737,500.0,2021-06-01 20:00:00,12.7,86,10.4,12.1,0.0,0.0,0.0,0.0,2,1014.3,955.8,62,36,11,75,0.02,0.21,5.2,9.0,254,254,22.7,16.6,17.2,15.0,11.7,0.25,0.289,0.344,0.373,0,0.0,28.0,5.0,23.0,43.4,28.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2210,41.300526,-8.005737,500.0,2021-06-01 21:00:00,11.9,91,10.4,11.5,0.0,0.0,0.0,0.0,3,1014.7,956.0,92,40,55,75,0.0,0.13,3.4,8.2,252,255,14.8,15.7,17.1,15.0,11.7,0.25,0.289,0.344,0.373,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2209,41.300526,-8.005737,500.0,2021-06-01 22:00:00,10.8,96,10.2,10.2,0.0,0.0,0.0,0.0,1,1014.9,956.0,42,47,0,0,0.0,0.06,4.7,6.5,261,267,10.8,15.0,16.9,15.0,11.7,0.25,0.289,0.344,0.373,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2208,41.300526,-8.005737,500.0,2021-06-01 23:00:00,11.2,93,10.1,10.7,0.0,0.0,0.0,0.0,1,1014.9,956.0,28,31,0,0,0.0,0.09,3.2,4.0,270,280,10.4,14.3,16.7,15.0,11.7,0.251,0.289,0.344,0.373,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2207,41.300526,-8.005737,500.0,2021-06-02 00:00:00,11.1,93,9.9,10.9,0.0,0.0,0.0,0.0,1,1014.7,955.8,41,46,0,0,0.0,0.1,1.3,3.6,146,264,7.9,13.8,16.5,15.0,11.8,0.252,0.291,0.345,0.373,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2206,41.300526,-8.005737,500.0,2021-06-02 01:00:00,9.9,97,9.4,9.5,0.0,0.0,0.0,0.0,1,1014.4,955.3,39,39,0,14,0.0,0.04,1.9,0.8,112,207,7.2,13.4,16.3,15.0,11.8,0.253,0.291,0.345,0.373,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2205,41.300526,-8.005737,500.0,2021-06-02 02:00:00,9.3,98,9.0,8.6,0.0,0.0,0.0,0.0,1,1014.2,955.0,26,29,0,0,0.0,0.03,2.7,1.1,113,162,7.9,12.9,16.1,15.0,11.8,0.253,0.291,0.345,0.373,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2204,41.300526,-8.005737,500.0,2021-06-02 03:00:00,8.8,98,8.6,8.0,0.0,0.0,0.0,0.0,0,1014.0,954.7,19,21,0,0,0.0,0.02,3.3,1.1,96,108,8.3,12.5,15.8,15.0,11.8,0.253,0.291,0.345,0.373,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2203,41.300526,-8.005737,500.0,2021-06-02 04:00:00,8.8,99,8.6,7.9,0.0,0.0,0.0,0.0,1,1013.9,954.6,21,17,0,19,0.0,0.02,3.2,2.5,90,90,8.3,12.1,15.6,15.0,11.8,0.254,0.291,0.345,0.373,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2202,41.300526,-8.005737,500.0,2021-06-02 05:00:00,8.8,99,8.6,7.9,0.0,0.0,0.0,0.0,0,1013.9,954.6,10,7,0,11,0.0,0.02,3.2,4.8,90,103,8.6,11.9,15.4,15.0,11.8,0.254,0.291,0.345,0.373,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
