latitude,longitude,altitude,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
40.246044,-7.457855,471.0,2015-04-29T00:00,10.0,93,8.9,8.8,0.0,0.0,0.0,0.0,0,1020.2,964.1,10,5,0,20,0.0,0.09,6.3,14.2,294,300,18.7,10.9,13.6,12.5,10.3,0.338,0.353,0.298,0.366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.246044,-7.457855,471.0,2015-04-29T01:00,9.2,93,8.2,7.8,0.0,0.0,0.0,0.0,1,1020.2,964.0,21,23,0,0,0.0,0.08,6.9,14.0,298,305,15.8,10.4,13.4,12.5,10.4,0.338,0.353,0.298,0.366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.246044,-7.457855,471.0,2015-04-29T02:00,8.5,96,7.9,6.9,0.0,0.0,0.0,0.0,1,1020.3,963.9,39,43,0,0,0.0,0.05,7.1,12.6,300,307,15.1,10.0,13.1,12.5,10.4,0.338,0.353,0.298,0.366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.246044,-7.457855,471.0,2015-04-29T03:00,7.8,98,7.5,6.1,0.0,0.0,0.0,0.0,2,1020.5,964.0,60,67,0,0,0.0,0.02,7.2,11.8,307,310,15.1,9.7,12.9,12.5,10.4,0.338,0.352,0.299,0.366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.246044,-7.457855,471.0,2015-04-29T04:00,7.4,99,7.2,5.6,0.0,0.0,0.0,0.0,2,1020.7,964.1,73,81,0,0,0.0,0.01,7.1,11.7,311,313,17.3,9.6,12.6,12.5,10.4,0.338,0.352,0.299,0.366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.246044,-7.457855,471.0,2015-04-29T05:00,6.8,99,6.7,5.0,0.0,0.0,0.0,0.0,2,1020.7,964.0,74,82,0,0,0.0,0.01,6.9,10.4,317,316,17.3,9.3,12.4,12.5,10.4,0.339,0.352,0.299,0.366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.246044,-7.457855,471.0,2015-04-29T06:00,6.5,99,6.3,4.6,0.0,0.0,0.0,0.0,2,1021.3,964.5,78,81,0,16,0.01,0.01,6.6,10.0,319,319,17.6,9.2,12.2,12.5,10.4,0.339,0.352,0.299,0.366,1,0.0,5.0,1.0,4.0,13.8,5.0,39.0,12.6,2.5,10.1,28.8,5.0,98.2
40.246044,-7.457855,471.0,2015-04-29T07:00,7.4,91,6.1,5.5,0.0,0.0,0.0,0.0,2,1021.6,965.0,71,71,0,25,0.03,0.09,6.6,9.2,319,321,18.7,9.7,12.0,12.5,10.4,0.339,0.352,0.299,0.366,1,3600.0,97.0,46.0,51.0,271.5,97.0,228.7,152.2,72.2,80.0,271.5,152.2,358.9
40.246044,-7.457855,471.0,2015-04-29T08:00,9.4,82,6.6,7.7,0.0,0.0,0.0,0.0,0,1022.0,965.7,11,0,1,34,0.12,0.21,5.9,7.6,313,315,18.7,11.5,12.0,12.5,10.4,0.338,0.351,0.299,0.366,1,3600.0,294.0,197.0,97.0,547.1,294.0,486.0,368.9,247.2,121.7,547.1,368.9,609.8
40.246044,-7.457855,471.0,2015-04-29T09:00,11.6,70,6.3,9.8,0.0,0.0,0.0,0.0,0,1021.9,966.1,15,0,0,49,0.23,0.42,6.3,8.1,301,302,19.1,13.5,12.1,12.5,10.4,0.337,0.351,0.299,0.366,1,3600.0,480.0,379.0,101.0,705.7,480.0,724.9,552.2,436.0,116.2,705.7,552.2,834.0
40.246044,-7.457855,471.0,2015-04-29T10:00,13.5,61,6.2,12.4,0.0,0.0,0.0,0.0,0,1021.9,966.4,7,0,1,20,0.35,0.6,7.2,9.5,297,299,24.1,15.8,12.4,12.4,10.4,0.335,0.35,0.299,0.366,1,3600.0,695.0,593.0,102.0,861.4,695.0,929.2,760.0,648.5,111.5,861.4,760.0,1016.0
40.246044,-7.457855,471.0,2015-04-29T11:00,14.8,58,6.6,14.4,0.0,0.0,0.0,0.0,0,1021.5,966.3,4,4,0,3,0.43,0.71,8.4,10.5,290,292,25.2,17.5,12.7,12.4,10.4,0.332,0.35,0.299,0.366,1,3600.0,831.0,729.0,102.0,906.9,831.0,1084.9,876.0,768.5,107.5,906.9,876.0,1143.6
40.246044,-7.457855,471.0,2015-04-29T12:00,16.1,55,7.0,15.8,0.0,0.0,0.0,0.0,2,1020.9,965.9,50,55,0,2,0.48,0.82,10.1,12.9,287,288,27.7,18.7,13.1,12.4,10.4,0.329,0.349,0.299,0.366,1,3600.0,891.0,755.0,136.0,862.4,891.0,1181.4,911.1,772.0,139.1,862.4,911.1,1208.1
40.246044,-7.457855,471.0,2015-04-29T13:00,17.0,53,7.5,16.2,0.0,0.0,0.0,0.0,3,1020.5,965.7,95,75,19,55,0.47,0.91,12.8,16.2,281,283,31.0,19.3,13.5,12.4,10.4,0.326,0.348,0.299,0.366,1,3600.0,851.0,651.0,200.0,724.7,851.0,1212.3,845.9,647.1,198.8,724.7,845.9,1205.0
40.246044,-7.457855,471.0,2015-04-29T14:00,17.2,53,7.5,14.8,0.0,0.0,0.0,0.0,3,1020.2,965.5,100,98,21,85,0.37,0.92,14.3,19.1,282,282,32.0,19.0,13.9,12.4,10.4,0.323,0.348,0.299,0.366,1,3600.0,609.0,326.0,283.0,374.3,609.0,1175.4,587.9,314.7,273.2,374.3,587.9,1134.7
40.246044,-7.457855,471.0,2015-04-29T15:00,16.9,54,7.5,14.1,0.0,0.0,0.0,0.0,3,1020.4,965.6,100,97,22,97,0.3,0.89,14.7,20.0,281,284,32.4,18.2,14.1,12.5,10.4,0.321,0.347,0.298,0.366,1,3600.0,466.0,197.0,269.0,247.7,466.0,1073.2,435.0,183.9,251.1,247.7,435.0,1001.9
40.246044,-7.457855,471.0,2015-04-29T16:00,16.7,55,7.5,13.9,0.0,0.0,0.0,0.0,3,1020.5,965.7,100,96,22,96,0.27,0.87,14.8,20.4,283,284,32.8,17.6,14.3,12.5,10.4,0.32,0.347,0.298,0.366,1,3600.0,423.0,189.0,234.0,279.4,423.0,912.8,378.0,168.9,209.1,279.4,378.0,815.7
40.246044,-7.457855,471.0,2015-04-29T17:00,16.3,57,7.7,13.6,0.0,0.0,0.0,0.0,3,1020.6,965.7,100,89,14,95,0.2,0.8,14.3,20.2,288,289,32.8,16.9,14.5,12.5,10.4,0.319,0.346,0.298,0.366,1,3600.0,280.0,131.0,149.0,250.7,280.0,705.1,233.8,109.4,124.4,250.7,233.8,588.8
40.246044,-7.457855,471.0,2015-04-29T18:00,15.4,61,7.8,13.0,0.0,0.0,0.0,0.0,2,1020.8,965.7,57,33,5,82,0.12,0.69,13.1,18.7,291,293,32.0,15.9,14.5,12.5,10.4,0.318,0.346,0.298,0.366,1,467.44,133.0,26.0,107.0,75.6,133.0,464.2,96.5,18.9,77.6,75.6,96.5,336.7
40.246044,-7.457855,471.0,2015-04-29T19:00,14.4,70,8.9,12.7,0.0,0.0,0.0,0.0,1,1021.0,965.7,35,13,3,73,0.06,0.5,10.0,17.7,291,294,28.4,14.9,14.5,12.5,10.4,0.318,0.346,0.299,0.366,1,2276.36,71.0,23.0,48.0,142.7,71.0,206.6,26.3,8.5,17.8,97.8,25.0,76.6
40.246044,-7.457855,471.0,2015-04-29T20:00,13.1,77,9.1,11.7,0.0,0.0,0.0,0.0,1,1021.4,965.9,29,3,0,87,0.03,0.35,7.8,17.1,292,298,22.3,13.7,14.4,12.5,10.4,0.318,0.345,0.299,0.366,0,0.0,3.0,0.0,3.0,0.0,3.0,28.4,0.0,0.0,0.0,0.0,0.0,0.0
