index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
2231,40.03515,-8.559418,176.0,2010-05-31T00:00,16.4,99,16.2,17.1,0.0,0.0,0.0,0.0,2,1024.4,1003.4,77,86,0,0,0.0,0.02,9.3,16.9,344,349,18.0,17.8,20.1,17.0,13.9,0.111,0.159,0.22,0.31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,40.03515,-8.559418,176.0,2010-05-31T01:00,16.0,99,15.9,16.9,0.0,0.0,0.0,0.0,2,1024.1,1003.1,79,88,0,0,0.0,0.01,7.9,15.5,357,360,17.3,17.4,20.0,17.0,13.9,0.111,0.159,0.22,0.31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,40.03515,-8.559418,176.0,2010-05-31T02:00,15.7,99,15.6,16.7,0.0,0.0,0.0,0.0,2,1023.4,1002.4,60,67,0,0,0.0,0.01,6.2,14.1,21,15,15.1,17.0,19.8,17.0,13.9,0.111,0.159,0.22,0.31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,40.03515,-8.559418,176.0,2010-05-31T03:00,15.2,99,15.1,16.1,0.0,0.0,0.0,0.0,1,1022.9,1001.8,23,26,0,0,0.0,0.01,5.1,12.9,39,27,12.2,16.6,19.6,17.0,13.9,0.112,0.159,0.22,0.31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,40.03515,-8.559418,176.0,2010-05-31T04:00,14.6,99,14.5,15.2,0.0,0.0,0.0,0.0,0,1022.7,1001.6,6,7,0,0,0.0,0.02,5.9,12.0,47,33,11.5,16.1,19.4,17.0,13.9,0.112,0.159,0.22,0.31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,40.03515,-8.559418,176.0,2010-05-31T05:00,14.2,98,13.9,14.6,0.0,0.0,0.0,0.0,0,1022.4,1001.3,1,1,0,0,0.0,0.03,5.9,11.5,52,32,11.5,15.6,19.2,17.0,13.9,0.112,0.159,0.22,0.31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,40.03515,-8.559418,176.0,2010-05-31T06:00,14.8,97,14.3,15.2,0.0,0.0,0.0,0.0,0,1022.3,1001.2,1,1,0,0,0.01,0.05,6.4,11.1,52,29,11.5,15.7,19.0,17.0,13.9,0.112,0.159,0.22,0.31,1,695.51,28.0,13.0,15.0,121.6,28.0,83.4,63.2,29.3,33.8,207.4,37.0,188.2
2224,40.03515,-8.559418,176.0,2010-05-31T07:00,18.7,86,16.4,20.2,0.0,0.0,0.0,0.0,0,1022.4,1001.6,0,0,0,0,0.08,0.29,4.7,10.1,32,27,14.0,18.0,18.9,17.0,13.9,0.112,0.159,0.22,0.31,1,3600.0,167.0,110.0,57.0,469.8,167.0,311.7,233.2,153.6,79.6,469.8,233.2,435.1
2223,40.03515,-8.559418,176.0,2010-05-31T08:00,22.1,71,16.7,23.7,0.0,0.0,0.0,0.0,0,1022.3,1001.7,0,0,0,0,0.21,0.76,4.7,6.8,4,18,14.8,21.4,19.0,17.0,13.9,0.112,0.159,0.219,0.31,1,3600.0,354.0,266.0,88.0,636.8,354.0,556.0,429.2,322.5,106.7,636.8,429.2,674.1
2222,40.03515,-8.559418,176.0,2010-05-31T09:00,24.4,62,16.6,26.0,0.0,0.0,0.0,0.0,0,1022.1,1001.7,0,0,0,0,0.36,1.17,5.2,6.5,348,357,16.9,23.9,19.2,17.0,13.9,0.111,0.159,0.219,0.31,1,3600.0,544.0,442.0,102.0,750.2,544.0,784.1,616.6,501.0,115.6,750.2,616.6,888.8
