index,index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
2231,2231,40.667835,-7.2662964,622.0,2016-06-06T00:00,14.1,94,13.1,14.4,0.0,0.0,0.0,0.0,2,1017.7,945.6,64,9,46,93,0.0,0.1,5.0,11.7,249,259,12.6,15.7,17.9,14.6,11.2,0.222,0.282,0.347,0.347,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,2230,40.667835,-7.2662964,622.0,2016-06-06T01:00,13.8,96,13.1,14.1,0.0,0.0,0.0,0.0,2,1017.5,945.4,79,16,59,97,0.0,0.06,4.2,9.5,250,261,14.0,15.4,17.6,14.6,11.2,0.223,0.282,0.347,0.347,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,2229,40.667835,-7.2662964,622.0,2016-06-06T02:00,13.5,98,13.1,14.0,0.2,0.2,0.0,0.0,51,1017.1,944.9,95,47,41,94,0.0,0.03,3.8,7.9,253,267,14.8,15.2,17.5,14.6,11.2,0.225,0.282,0.347,0.347,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,2228,40.667835,-7.2662964,622.0,2016-06-06T03:00,13.2,99,13.1,13.8,0.7,0.7,0.0,0.0,53,1017.0,944.8,100,76,60,93,0.0,0.02,2.7,5.4,247,266,16.9,15.1,17.2,14.6,11.3,0.234,0.282,0.347,0.347,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,2227,40.667835,-7.2662964,622.0,2016-06-06T04:00,13.1,99,13.0,13.7,0.6,0.6,0.0,0.0,53,1017.2,944.9,100,100,47,81,0.0,0.01,2.1,4.0,239,270,17.3,15.1,17.0,14.7,11.3,0.24,0.282,0.347,0.347,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,2226,40.667835,-7.2662964,622.0,2016-06-06T05:00,12.9,99,12.8,13.2,0.4,0.4,0.0,0.0,51,1017.1,944.8,100,100,23,63,0.0,0.01,3.7,3.9,191,214,14.8,14.9,16.9,14.7,11.3,0.243,0.282,0.347,0.347,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,2225,40.667835,-7.2662964,622.0,2016-06-06T06:00,12.7,99,12.6,12.9,0.0,0.0,0.0,0.0,3,1017.2,944.8,100,100,17,15,0.01,0.01,4.0,5.4,185,176,9.4,14.9,16.7,14.7,11.3,0.244,0.282,0.347,0.347,1,0.0,25.0,5.0,20.0,41.8,25.0,102.9,53.9,10.8,43.1,64.6,34.9,221.7
2224,2224,40.667835,-7.2662964,622.0,2016-06-06T07:00,13.9,96,13.2,14.4,0.0,0.0,0.0,0.0,3,1017.8,945.7,82,83,12,0,0.06,0.07,4.0,5.6,207,195,13.0,15.8,16.6,14.7,11.3,0.244,0.282,0.347,0.347,1,1452.21,124.0,28.0,96.0,108.4,124.0,343.1,167.8,37.9,129.9,108.4,167.8,464.4
2223,2223,40.667835,-7.2662964,622.0,2016-06-06T08:00,16.0,84,13.4,16.6,0.0,0.0,0.0,0.0,1,1018.1,946.5,42,30,22,5,0.17,0.29,3.9,5.5,202,203,14.0,17.4,16.6,14.7,11.3,0.244,0.282,0.347,0.347,1,3600.0,310.0,176.0,134.0,401.2,310.0,582.7,371.4,210.9,160.6,401.2,371.4,698.1
2222,2222,40.667835,-7.2662964,622.0,2016-06-06T09:00,18.2,67,11.9,18.0,0.0,0.0,0.0,0.0,0,1018.3,947.2,18,10,15,0,0.31,0.7,5.6,6.9,220,219,16.6,19.1,16.8,14.7,11.3,0.244,0.282,0.346,0.347,1,3600.0,528.0,379.0,149.0,625.1,528.0,805.3,594.7,426.9,167.8,625.1,594.7,907.1
2221,2221,40.667835,-7.2662964,622.0,2016-06-06T10:00,19.7,56,10.8,20.0,0.0,0.0,0.0,0.0,0,1018.5,947.7,9,7,4,0,0.42,1.0,5.9,7.5,256,253,19.4,21.0,17.0,14.7,11.3,0.242,0.282,0.346,0.347,1,3600.0,690.0,569.0,121.0,759.0,690.0,995.8,746.2,615.4,130.9,759.0,746.2,1077.0
2220,2220,40.667835,-7.2662964,622.0,2016-06-06T11:00,20.9,53,10.9,22.1,0.0,0.0,0.0,0.0,0,1018.7,948.1,4,3,1,3,0.53,1.16,6.7,8.3,254,252,21.6,22.8,17.2,14.7,11.3,0.24,0.281,0.346,0.347,1,3600.0,853.0,716.0,137.0,833.4,853.0,1141.2,894.1,750.5,143.6,833.4,894.1,1196.2
2219,2219,40.667835,-7.2662964,622.0,2016-06-06T12:00,22.1,51,11.4,23.6,0.0,0.0,0.0,0.0,0,1018.6,948.3,14,7,0,26,0.6,1.31,8.4,10.5,250,248,23.8,24.1,17.6,14.8,11.3,0.237,0.281,0.346,0.347,1,3600.0,933.0,815.0,118.0,878.9,933.0,1231.6,952.0,831.6,120.4,878.9,952.0,1256.8
2218,2218,40.667835,-7.2662964,622.0,2016-06-06T13:00,22.2,51,11.6,22.2,0.0,0.0,0.0,0.0,3,1018.1,947.9,87,52,66,1,0.51,1.31,11.6,14.7,240,239,25.6,24.2,18.0,14.8,11.3,0.235,0.28,0.346,0.347,1,3600.0,768.0,485.0,283.0,510.9,768.0,1260.9,764.1,482.5,281.5,510.9,764.1,1254.4
