index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
2231,40.667835,-8.286133,371.0,2010-05-31T00:00,15.0,99,14.9,15.9,0.0,0.0,0.0,0.0,1,1024.6,980.7,43,48,0,0,0.0,0.01,5.4,8.7,42,24,13.7,17.0,18.9,15.7,12.6,0.235,0.275,0.328,0.387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,40.667835,-8.286133,371.0,2010-05-31T01:00,14.3,99,14.2,14.9,0.0,0.0,0.0,0.0,1,1024.2,980.2,46,51,0,0,0.0,0.01,5.8,8.9,60,43,13.7,16.4,18.7,15.8,12.6,0.235,0.275,0.328,0.387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,40.667835,-8.286133,371.0,2010-05-31T02:00,13.8,99,13.6,14.2,0.0,0.0,0.0,0.0,0,1023.7,979.7,0,0,0,0,0.0,0.02,5.2,9.6,65,56,13.7,15.9,18.5,15.8,12.7,0.235,0.275,0.328,0.387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,40.667835,-8.286133,371.0,2010-05-31T03:00,13.5,97,13.1,13.7,0.0,0.0,0.0,0.0,0,1023.2,979.1,0,0,0,0,0.0,0.04,5.0,10.5,69,68,14.0,15.5,18.3,15.8,12.7,0.235,0.275,0.328,0.387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,40.667835,-8.286133,371.0,2010-05-31T04:00,13.3,96,12.7,13.3,0.0,0.0,0.0,0.0,0,1023.1,979.0,0,0,0,0,0.0,0.06,5.7,11.5,72,76,14.8,15.1,18.1,15.8,12.7,0.236,0.275,0.328,0.387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,40.667835,-8.286133,371.0,2010-05-31T05:00,13.2,94,12.3,13.0,0.0,0.0,0.0,0.0,0,1023.0,978.9,0,0,0,0,0.0,0.09,6.5,12.6,71,77,16.2,14.9,17.8,15.8,12.7,0.236,0.275,0.328,0.387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,40.667835,-8.286133,371.0,2010-05-31T06:00,14.0,92,12.8,13.7,0.0,0.0,0.0,0.0,0,1022.9,978.9,0,0,0,0,0.01,0.12,8.3,13.5,72,74,18.4,15.1,17.6,15.8,12.7,0.236,0.275,0.328,0.387,1,1183.61,34.0,17.0,17.0,153.7,34.0,88.2,76.3,38.2,38.2,256.5,45.7,198.1
2224,40.667835,-8.286133,371.0,2010-05-31T07:00,18.3,80,14.8,18.7,0.0,0.0,0.0,0.0,0,1023.0,979.6,0,0,0,0,0.1,0.43,8.7,13.9,73,73,22.0,17.0,17.6,15.8,12.7,0.236,0.275,0.328,0.387,1,3600.0,178.0,121.0,57.0,502.7,178.0,320.4,245.9,167.2,78.8,502.7,245.9,442.6
2223,40.667835,-8.286133,371.0,2010-05-31T08:00,22.0,67,15.5,22.9,0.0,0.0,0.0,0.0,0,1022.8,980.0,0,0,0,0,0.23,0.88,6.8,10.8,72,75,20.9,19.5,17.6,15.8,12.7,0.236,0.275,0.328,0.387,1,3600.0,367.0,289.0,78.0,684.1,367.0,562.2,443.3,349.1,94.2,684.1,443.3,679.1
2222,40.667835,-8.286133,371.0,2010-05-31T09:00,24.1,58,15.2,25.0,0.0,0.0,0.0,0.0,0,1022.7,980.2,0,0,0,0,0.37,1.27,5.7,7.5,72,73,18.7,21.6,17.8,15.8,12.7,0.235,0.274,0.328,0.387,1,3600.0,555.0,463.0,92.0,782.1,555.0,787.8,627.9,523.8,104.1,782.1,627.9,891.2
2221,40.667835,-8.286133,371.0,2010-05-31T10:00,25.6,55,15.8,28.2,0.0,0.0,0.0,0.0,0,1022.4,980.1,0,0,0,0,0.49,1.5,3.8,4.8,73,77,16.9,23.7,18.1,15.8,12.7,0.232,0.274,0.328,0.387,1,3600.0,723.0,621.0,102.0,841.8,723.0,981.8,784.1,673.5,110.6,841.8,784.1,1064.7
2220,40.667835,-8.286133,371.0,2010-05-31T11:00,26.9,51,16.0,30.5,0.0,0.0,0.0,0.0,0,1022.0,979.9,0,0,0,0,0.59,1.72,2.6,3.4,56,58,15.1,25.6,18.5,15.8,12.7,0.23,0.273,0.327,0.387,1,3600.0,850.0,740.0,110.0,870.9,850.0,1130.9,892.7,777.2,115.5,870.9,892.7,1187.7
2219,40.667835,-8.286133,371.0,2010-05-31T12:00,27.9,49,16.2,32.2,0.0,0.0,0.0,0.0,0,1021.7,979.7,0,0,0,0,0.66,1.91,2.4,3.0,333,346,16.9,27.0,18.9,15.8,12.7,0.226,0.273,0.327,0.387,1,3600.0,934.0,821.0,113.0,892.0,934.0,1224.9,954.5,839.0,115.5,892.0,954.5,1251.8
2218,40.667835,-8.286133,371.0,2010-05-31T13:00,28.6,48,16.4,32.8,0.0,0.0,0.0,0.0,0,1021.0,979.2,0,0,0,0,0.69,2.04,4.3,5.1,318,321,18.0,27.9,19.4,15.8,12.7,0.223,0.272,0.327,0.387,1,3600.0,959.0,844.0,115.0,893.1,959.0,1257.6,955.3,840.7,114.6,893.1,955.3,1252.7
2217,40.667835,-8.286133,371.0,2010-05-31T14:00,29.1,47,16.5,32.8,0.0,0.0,0.0,0.0,0,1020.5,978.8,0,0,0,0,0.68,2.15,6.6,7.9,311,313,18.0,28.4,19.8,15.9,12.7,0.219,0.271,0.327,0.387,1,3600.0,931.0,817.0,114.0,886.3,931.0,1226.7,903.4,792.8,110.6,886.3,903.4,1190.3
2216,40.667835,-8.286133,371.0,2010-05-31T15:00,29.4,47,16.8,32.2,0.0,0.0,0.0,0.0,0,1020.2,978.5,0,0,0,0,0.63,2.18,9.0,11.2,307,310,17.6,28.7,20.3,15.9,12.7,0.216,0.27,0.326,0.387,1,3600.0,850.0,740.0,110.0,868.2,850.0,1134.3,801.0,697.4,103.7,868.2,801.0,1068.9
2215,40.667835,-8.286133,371.0,2010-05-31T16:00,29.1,49,17.2,31.0,0.0,0.0,0.0,0.0,0,1019.7,978.0,0,0,0,0,0.54,2.07,11.5,14.8,309,311,22.0,28.4,20.6,15.9,12.7,0.213,0.269,0.326,0.387,1,3600.0,721.0,618.0,103.0,833.5,721.0,986.7,655.3,561.7,93.6,833.5,655.3,896.8
2214,40.667835,-8.286133,371.0,2010-05-31T17:00,27.9,55,17.9,28.9,0.0,0.0,0.0,0.0,0,1019.6,977.7,0,0,0,0,0.42,1.7,13.0,17.3,314,315,30.2,27.6,20.9,15.9,12.7,0.212,0.269,0.326,0.387,1,3600.0,556.0,464.0,92.0,777.7,556.0,793.9,480.2,400.7,79.5,777.7,480.2,685.7
2213,40.667835,-8.286133,371.0,2010-05-31T18:00,26.0,64,18.6,27.6,0.0,0.0,0.0,0.0,0,1019.5,977.4,17,0,0,56,0.27,1.22,11.2,15.6,318,320,33.1,26.4,21.2,15.9,12.7,0.21,0.268,0.326,0.387,1,3600.0,368.0,290.0,78.0,677.9,368.0,569.2,290.9,229.2,61.7,677.9,290.9,449.9
2212,40.667835,-8.286133,371.0,2010-05-31T19:00,24.7,68,18.3,26.9,0.0,0.0,0.0,0.0,1,1019.4,977.1,29,0,0,97,0.12,1.0,5.6,11.7,320,326,26.3,24.9,21.3,16.0,12.7,0.21,0.268,0.326,0.387,1,3600.0,181.0,124.0,57.0,503.3,181.0,327.9,113.5,77.8,35.8,503.3,113.5,205.7
2211,40.667835,-8.286133,371.0,2010-05-31T20:00,23.2,75,18.4,25.3,0.0,0.0,0.0,0.0,1,1019.4,976.9,29,0,0,96,0.04,0.72,6.6,8.6,319,338,16.2,23.3,21.3,16.0,12.7,0.21,0.268,0.326,0.387,0,1101.24,35.0,16.0,19.0,141.0,35.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
2210,40.667835,-8.286133,371.0,2010-05-31T21:00,21.1,88,19.0,23.7,0.0,0.0,0.0,0.0,1,1019.5,976.7,29,0,0,97,0.0,0.31,5.4,6.9,340,351,14.8,21.8,21.2,16.0,12.7,0.21,0.268,0.326,0.387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2209,40.667835,-8.286133,371.0,2010-05-31T22:00,19.9,89,18.1,22.3,0.0,0.0,0.0,0.0,1,1019.9,976.9,29,0,0,98,0.0,0.25,3.9,5.1,338,321,13.0,20.5,21.1,16.0,12.7,0.211,0.268,0.326,0.387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,40.667835,-8.286133,371.0,2010-05-31T23:00,19.1,91,17.6,21.2,0.0,0.0,0.0,0.0,1,1019.9,976.8,29,0,0,95,0.0,0.19,4.3,6.3,5,336,12.2,19.6,20.9,16.1,12.7,0.211,0.268,0.326,0.387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,40.667835,-8.286133,371.0,2010-06-01T00:00,18.2,93,17.1,20.1,0.0,0.0,0.0,0.0,1,1019.6,976.4,27,0,0,90,0.0,0.15,4.5,6.9,29,351,11.9,18.9,20.7,16.1,12.7,0.211,0.268,0.326,0.387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
