latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
40.52724,-7.5,900.0,2001-04-02T00:00,8.6,93,7.6,6.8,0.0,0.0,0.0,0.0,0,1016.5,912.4,4,3,3,0,0.0,0.07,8.0,19.7,198,204,20.5,9.8,11.9,9.6,8.8,0.373,0.385,0.406,0.417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.52724,-7.5,900.0,2001-04-02T01:00,8.1,96,7.5,6.3,0.0,0.0,0.0,0.0,0,1016.3,912.1,0,0,0,1,0.0,0.05,8.0,19.0,198,209,20.9,9.3,11.7,9.7,8.8,0.373,0.385,0.406,0.417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.52724,-7.5,900.0,2001-04-02T02:00,7.6,97,7.2,5.8,0.0,0.0,0.0,0.0,0,1016.2,911.8,4,3,0,3,0.0,0.03,7.9,19.2,196,208,20.5,8.9,11.4,9.7,8.8,0.373,0.385,0.406,0.417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.52724,-7.5,900.0,2001-04-02T03:00,7.3,98,7.0,5.2,0.0,0.0,0.0,0.0,0,1016.3,911.8,15,12,0,14,0.0,0.02,8.8,20.6,192,205,21.2,8.5,11.2,9.7,8.8,0.374,0.384,0.406,0.417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.52724,-7.5,900.0,2001-04-02T04:00,7.3,99,7.1,5.2,0.0,0.0,0.0,0.0,2,1016.5,912.0,52,51,0,22,0.0,0.01,9.1,21.1,189,200,22.0,8.4,11.0,9.7,8.8,0.374,0.384,0.406,0.417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.52724,-7.5,900.0,2001-04-02T05:00,8.5,97,8.1,6.5,0.0,0.0,0.0,0.0,2,1016.6,912.5,80,88,0,2,0.0,0.03,10.1,20.9,186,195,22.7,9.0,10.8,9.7,8.8,0.375,0.384,0.405,0.417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.52724,-7.5,900.0,2001-04-02T06:00,9.0,98,8.6,7.0,0.0,0.0,0.0,0.0,3,1016.9,912.9,91,100,1,0,0.0,0.03,10.8,20.5,182,190,24.1,9.4,10.7,9.7,8.8,0.376,0.384,0.405,0.417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.52724,-7.5,900.0,2001-04-02T07:00,9.3,96,8.7,7.3,0.0,0.0,0.0,0.0,3,1017.2,913.3,90,99,2,0,0.02,0.05,11.2,19.4,186,191,27.0,9.7,10.6,9.7,8.8,0.377,0.384,0.405,0.417,1,0.0,7.0,1.0,6.0,9.2,7.0,88.4,15.6,2.2,13.3,15.5,9.3,196.6
40.52724,-7.5,900.0,2001-04-02T08:00,9.5,95,8.7,7.5,0.2,0.2,0.0,0.0,51,1017.7,913.8,100,95,23,31,0.03,0.06,11.1,18.2,193,198,32.4,10.1,10.6,9.7,8.8,0.382,0.384,0.405,0.417,1,0.0,32.0,1.0,31.0,4.2,32.0,329.7,44.6,1.4,43.2,4.2,44.6,459.5
40.52724,-7.5,900.0,2001-04-02T09:00,10.3,95,9.5,8.2,0.2,0.2,0.0,0.0,51,1018.1,914.4,86,72,23,26,0.09,0.07,13.5,19.8,214,217,32.8,11.2,10.6,9.7,8.8,0.383,0.384,0.405,0.417,1,3600.0,224.0,116.0,108.0,273.5,224.0,581.0,268.5,139.0,129.5,273.5,268.5,696.4
