index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
2231,40.175747,-7.952301,729.0,2022-03-15T00:00,6.3,93,5.2,3.5,0.0,0.0,0.0,0.0,1,1010.8,925.3,34,2,3,100,0.0,0.07,11.0,25.8,113,109,32.8,6.4,7.0,8.0,9.4,0.407,0.4,0.337,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,40.175747,-7.952301,729.0,2022-03-15T01:00,6.3,92,5.0,3.9,0.0,0.0,0.0,0.0,2,1010.6,925.1,73,2,68,100,0.0,0.08,8.0,22.3,117,111,29.2,6.1,7.0,8.0,9.4,0.405,0.399,0.337,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,40.175747,-7.952301,729.0,2022-03-15T02:00,6.0,90,4.5,3.6,0.0,0.0,0.0,0.0,3,1010.9,925.3,89,0,98,100,0.0,0.1,7.8,22.5,112,106,24.5,5.8,6.9,8.0,9.4,0.404,0.399,0.337,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,40.175747,-7.952301,729.0,2022-03-15T03:00,4.8,88,3.1,2.0,0.0,0.0,0.0,0.0,3,1010.1,924.2,90,0,100,100,0.0,0.1,8.3,15.1,95,89,24.5,5.4,6.9,8.0,9.4,0.403,0.399,0.337,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,40.175747,-7.952301,729.0,2022-03-15T04:00,4.9,87,2.9,2.0,0.0,0.0,0.0,0.0,1,1009.7,923.9,37,0,13,97,0.0,0.11,8.8,14.8,81,77,19.8,5.1,6.8,8.0,9.4,0.402,0.398,0.338,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,40.175747,-7.952301,729.0,2022-03-15T05:00,5.0,82,2.1,1.9,0.0,0.0,0.0,0.0,1,1009.6,923.8,25,3,6,62,0.0,0.16,9.1,14.6,56,70,22.3,4.6,6.7,8.0,9.4,0.401,0.398,0.338,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,40.175747,-7.952301,729.0,2022-03-15T06:00,4.4,84,2.0,1.4,0.0,0.0,0.0,0.0,3,1009.9,923.9,100,61,40,100,0.0,0.13,8.5,14.0,12,35,21.6,4.3,6.5,8.0,9.4,0.4,0.397,0.338,0.303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,40.175747,-7.952301,729.0,2022-03-15T07:00,5.2,87,3.2,2.6,0.0,0.0,0.0,0.0,1,1010.4,924.6,35,19,2,57,0.02,0.12,7.0,11.5,348,20,19.8,4.5,6.4,8.0,9.4,0.399,0.397,0.338,0.303,1,0.0,1.0,0.0,1.0,0.0,1.0,17.8,3.1,0.0,3.1,0.0,0.7,55.7
2223,40.175747,-7.952301,729.0,2022-03-15T08:00,7.7,77,3.9,5.5,0.0,0.0,0.0,0.0,1,1010.9,925.8,22,0,0,72,0.03,0.25,5.0,9.8,360,36,18.4,5.3,6.3,7.9,9.4,0.398,0.397,0.338,0.303,1,3017.16,86.0,47.0,39.0,303.9,86.0,192.1,145.8,79.7,66.1,338.7,130.8,325.5
2222,40.175747,-7.952301,729.0,2022-03-15T09:00,10.5,77,6.7,9.1,0.0,0.0,0.0,0.0,0,1011.2,926.9,13,0,0,44,0.12,0.29,4.0,12.7,350,61,18.4,7.2,6.4,7.9,9.4,0.397,0.396,0.339,0.303,1,3600.0,282.0,213.0,69.0,653.4,282.0,451.2,356.9,269.6,87.3,653.4,356.9,570.9
