index,index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
2231,2231,41.08963,-7.714264,546.0,2010-03-25T00:00,7.3,89,5.6,3.9,0.0,0.0,0.0,0.0,3,1005.3,941.0,96,94,18,3,0.0,0.11,16.0,28.9,188,191,47.2,8.2,10.1,9.5,8.5,0.399,0.396,0.375,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,2230,41.08963,-7.714264,546.0,2010-03-25T01:00,7.5,87,5.5,3.6,0.0,0.0,0.0,0.0,3,1004.4,940.2,95,86,27,4,0.01,0.13,18.8,32.3,184,187,52.9,8.3,10.0,9.5,8.5,0.398,0.396,0.375,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,2229,41.08963,-7.714264,546.0,2010-03-25T02:00,7.6,87,5.6,3.3,0.4,0.4,0.0,0.0,51,1003.4,939.3,100,86,76,41,0.01,0.14,22.1,36.8,187,189,68.4,8.5,9.9,9.5,8.5,0.4,0.396,0.375,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,2228,41.08963,-7.714264,546.0,2010-03-25T03:00,7.6,89,6.0,3.2,1.7,1.7,0.0,0.0,61,1002.1,938.1,100,81,100,51,0.01,0.11,23.7,39.3,190,192,73.8,8.5,9.8,9.5,8.5,0.421,0.397,0.375,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,2227,41.08963,-7.714264,546.0,2010-03-25T04:00,7.4,90,5.8,2.5,3.6,3.6,0.0,0.0,63,1002.3,938.2,100,88,97,2,0.01,0.11,26.1,42.3,204,206,76.0,8.4,9.6,9.5,8.5,0.433,0.402,0.375,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,2226,41.08963,-7.714264,546.0,2010-03-25T05:00,6.5,88,4.6,1.7,2.4,2.4,0.0,0.0,61,1003.1,938.8,100,90,81,0,0.01,0.12,23.9,39.0,226,228,81.7,8.0,9.5,9.5,8.5,0.422,0.414,0.375,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,2225,41.08963,-7.714264,546.0,2010-03-25T06:00,5.8,88,3.9,1.4,0.6,0.6,0.0,0.0,53,1004.3,939.7,62,37,47,0,0.01,0.11,20.2,33.2,239,240,67.7,7.7,9.4,9.4,8.5,0.423,0.416,0.375,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,2224,41.08963,-7.714264,546.0,2010-03-25T07:00,5.8,89,4.2,2.0,0.2,0.2,0.0,0.0,51,1005.6,941.0,77,73,16,5,0.02,0.1,16.8,28.6,235,236,58.0,7.5,9.3,9.4,8.5,0.422,0.416,0.376,0.415,1,0.0,6.0,2.0,4.0,23.6,6.0,56.5,14.1,4.7,9.4,48.7,6.8,132.9
2223,2223,41.08963,-7.714264,546.0,2010-03-25T08:00,6.5,89,4.8,3.2,0.2,0.2,0.0,0.0,51,1006.4,941.9,68,70,7,2,0.04,0.1,14.3,23.9,223,226,54.0,7.8,9.2,9.4,8.5,0.42,0.416,0.376,0.415,1,3600.0,100.0,54.0,46.0,279.1,100.0,266.3,149.0,80.4,68.5,279.1,149.0,396.6
2222,2222,41.08963,-7.714264,546.0,2010-03-25T09:00,7.5,86,5.3,4.1,0.2,0.2,0.0,0.0,51,1006.7,942.4,98,85,35,0,0.08,0.15,15.6,24.2,218,221,51.1,8.6,9.1,9.4,8.5,0.419,0.416,0.376,0.415,1,3600.0,190.0,109.0,81.0,289.1,190.0,518.9,232.6,133.4,99.2,289.1,232.6,635.3
