index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
2231,37.71529,-8.302124,141.0,2017-03-17T00:00,11.0,92,9.7,9.7,0.1,0.1,0.0,0.0,51,1016.8,999.7,62,0,53,100,0.0,0.11,9.1,17.7,72,85,45.0,13.7,13.9,14.1,13.6,0.336,0.292,0.269,0.245,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,37.71529,-8.302124,141.0,2017-03-17T01:00,11.3,90,9.8,10.3,0.0,0.0,0.0,0.0,2,1016.6,999.6,79,0,83,98,0.0,0.13,6.8,15.2,65,85,16.9,13.2,13.9,14.1,13.6,0.335,0.292,0.269,0.245,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,37.71529,-8.302124,141.0,2017-03-17T02:00,10.6,94,9.6,9.8,0.2,0.2,0.0,0.0,51,1016.5,999.4,86,1,91,100,0.0,0.08,4.8,12.1,48,73,27.4,12.7,13.8,14.1,13.6,0.337,0.293,0.269,0.245,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,37.71529,-8.302124,141.0,2017-03-17T03:00,10.6,94,9.6,9.8,0.0,0.0,0.0,0.0,3,1016.5,999.4,91,1,100,100,0.0,0.08,5.0,12.4,120,98,9.4,12.4,13.7,14.1,13.6,0.337,0.293,0.269,0.245,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,37.71529,-8.302124,141.0,2017-03-17T04:00,10.8,92,9.5,9.6,0.1,0.1,0.0,0.0,51,1016.5,999.4,91,1,100,100,0.0,0.11,7.1,17.6,120,125,13.0,12.2,13.6,14.1,13.6,0.338,0.293,0.269,0.245,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,37.71529,-8.302124,141.0,2017-03-17T05:00,11.1,83,8.2,9.1,0.0,0.0,0.0,0.0,3,1016.5,999.4,90,0,100,100,0.01,0.23,10.5,22.0,121,125,18.0,12.1,13.5,14.1,13.6,0.337,0.293,0.269,0.245,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,37.71529,-8.302124,141.0,2017-03-17T06:00,10.7,75,6.5,7.7,0.0,0.0,0.0,0.0,3,1016.4,999.3,88,0,97,100,0.02,0.32,14.4,28.7,122,125,25.6,11.8,13.4,14.1,13.6,0.337,0.294,0.269,0.245,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,37.71529,-8.302124,141.0,2017-03-17T07:00,10.4,77,6.5,7.4,0.0,0.0,0.0,0.0,2,1016.9,999.8,62,1,51,100,0.04,0.29,14.4,28.0,112,118,26.6,11.5,13.3,14.1,13.6,0.336,0.294,0.269,0.245,1,0.0,2.0,0.0,2.0,0.0,2.0,24.6,5.6,0.0,5.6,0.0,1.6,69.3
2223,37.71529,-8.302124,141.0,2017-03-17T08:00,10.9,81,7.7,8.4,0.7,0.7,0.0,0.0,53,1017.7,1000.6,58,0,47,98,0.05,0.25,13.3,24.1,92,100,26.6,11.6,13.2,14.1,13.6,0.343,0.294,0.269,0.245,1,197.56,69.0,11.0,58.0,67.4,69.0,210.4,114.3,18.2,96.1,72.3,106.6,348.6
2222,37.71529,-8.302124,141.0,2017-03-17T09:00,11.8,85,9.4,10.2,1.1,1.1,0.0,0.0,55,1018.1,1001.1,57,0,46,99,0.08,0.21,10.5,18.6,68,75,24.8,12.0,13.1,14.0,13.6,0.356,0.294,0.269,0.245,1,451.84,152.0,26.0,126.0,75.1,152.0,478.8,191.4,32.7,158.7,75.1,191.4,603.0
