index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
2231,39.26186,-7.8099365,225.0,2003-05-02T00:00,11.9,86,9.6,10.9,0.0,0.0,0.0,0.0,1,1020.4,993.3,26,27,3,0,0.0,0.2,6.1,13.7,267,273,13.3,13.1,15.4,13.8,12.5,0.242,0.261,0.264,0.283,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,39.26186,-7.8099365,225.0,2003-05-02T01:00,11.5,89,9.8,10.6,0.0,0.0,0.0,0.0,2,1019.7,992.6,52,56,2,0,0.0,0.15,5.8,13.7,263,268,11.5,12.8,15.2,13.9,12.5,0.243,0.26,0.264,0.283,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,39.26186,-7.8099365,225.0,2003-05-02T02:00,11.3,92,10.0,10.4,0.0,0.0,0.0,0.0,2,1019.6,992.5,70,78,0,0,0.0,0.11,6.2,14.4,263,269,11.5,12.5,14.9,13.9,12.5,0.243,0.26,0.264,0.283,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,39.26186,-7.8099365,225.0,2003-05-02T03:00,11.1,94,10.1,10.2,0.0,0.0,0.0,0.0,3,1019.6,992.5,88,98,0,0,0.0,0.08,6.2,14.4,260,269,10.8,12.3,14.7,13.9,12.5,0.243,0.26,0.264,0.283,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,39.26186,-7.8099365,225.0,2003-05-02T04:00,11.1,95,10.4,10.1,0.0,0.0,0.0,0.0,3,1019.2,992.1,89,99,0,0,0.0,0.06,7.2,14.1,270,273,10.4,12.3,14.5,13.9,12.5,0.243,0.26,0.264,0.283,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,39.26186,-7.8099365,225.0,2003-05-02T05:00,11.1,96,10.5,10.1,0.0,0.0,0.0,0.0,3,1019.4,992.3,89,99,0,0,0.0,0.05,7.8,13.9,283,287,10.8,12.2,14.4,13.9,12.5,0.243,0.26,0.264,0.283,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,39.26186,-7.8099365,225.0,2003-05-02T06:00,11.1,97,10.7,10.1,0.0,0.0,0.0,0.0,3,1019.8,992.7,89,99,0,0,0.01,0.04,8.2,14.3,293,298,11.2,12.2,14.2,13.9,12.5,0.243,0.26,0.264,0.283,1,0.0,5.0,1.0,4.0,13.6,5.0,40.3,12.5,2.5,10.0,28.7,5.1,100.7
2224,39.26186,-7.8099365,225.0,2003-05-02T07:00,12.0,89,10.3,10.6,0.0,0.0,0.0,0.0,3,1019.9,992.8,89,99,0,0,0.04,0.15,10.2,14.8,309,311,18.7,12.9,14.1,13.9,12.5,0.244,0.26,0.264,0.283,1,0.0,59.0,10.0,49.0,58.0,59.0,232.3,92.4,15.7,76.7,58.0,92.4,363.6
2223,39.26186,-7.8099365,225.0,2003-05-02T08:00,13.0,79,9.5,11.2,0.0,0.0,0.0,0.0,3,1020.5,993.5,86,95,0,0,0.1,0.31,11.5,16.1,319,320,24.5,13.9,14.1,13.9,12.5,0.244,0.26,0.264,0.283,1,2966.08,177.0,58.0,119.0,158.9,177.0,492.0,222.0,72.7,149.3,158.9,222.0,617.1
2222,39.26186,-7.8099365,225.0,2003-05-02T09:00,13.9,73,9.0,11.9,0.0,0.0,0.0,0.0,3,1020.9,994.0,90,100,0,0,0.16,0.44,11.5,15.4,321,323,25.6,14.8,14.1,13.9,12.5,0.243,0.259,0.264,0.283,1,3436.59,284.0,95.0,189.0,174.6,284.0,733.4,326.7,109.3,217.4,174.6,326.7,843.8
