index,index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
2231,2231,40.175747,-7.8260803,913.0,2021-03-12T00:00,7.2,97,6.7,5.0,0.1,0.1,0.0,0.0,51,1026.6,919.6,98,100,3,21,0.0,0.03,9.0,17.3,272,272,29.2,8.7,8.6,7.7,7.9,0.355,0.36,0.377,0.414,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,2230,40.175747,-7.8260803,913.0,2021-03-12T01:00,7.3,98,7.1,4.9,0.1,0.1,0.0,0.0,51,1025.8,918.9,96,100,3,15,0.0,0.02,11.4,20.1,281,279,33.5,8.4,8.5,7.7,7.9,0.355,0.36,0.377,0.414,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,2229,40.175747,-7.8260803,913.0,2021-03-12T02:00,7.6,97,7.1,4.2,0.4,0.4,0.0,0.0,51,1025.6,918.8,94,100,3,6,0.0,0.03,18.0,30.3,303,302,48.2,8.2,8.5,7.7,7.9,0.359,0.36,0.376,0.414,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,2228,40.175747,-7.8260803,913.0,2021-03-12T03:00,6.3,96,5.7,2.6,0.1,0.1,0.0,0.0,51,1025.7,918.5,97,100,11,1,0.0,0.04,18.4,28.6,312,312,51.5,7.8,8.5,7.7,7.9,0.359,0.36,0.376,0.414,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,2227,40.175747,-7.8260803,913.0,2021-03-12T04:00,5.9,95,5.2,2.4,0.0,0.0,0.0,0.0,2,1025.4,918.0,76,82,4,0,0.0,0.04,16.3,28.0,313,315,49.7,7.4,8.4,7.7,7.9,0.359,0.36,0.376,0.414,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,2226,40.175747,-7.8260803,913.0,2021-03-12T05:00,5.5,99,5.3,2.1,0.1,0.1,0.0,0.0,51,1025.3,917.8,97,100,3,17,0.0,0.01,15.3,26.2,313,313,46.8,7.0,8.3,7.7,7.9,0.36,0.36,0.376,0.414,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,2225,40.175747,-7.8260803,913.0,2021-03-12T06:00,5.5,98,5.2,1.8,0.2,0.2,0.0,0.0,51,1025.4,917.9,95,93,0,37,0.0,0.02,17.3,29.3,313,314,48.2,6.7,8.2,7.7,7.9,0.361,0.36,0.376,0.414,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,2224,40.175747,-7.8260803,913.0,2021-03-12T07:00,4.6,96,4.1,0.9,0.0,0.0,0.0,0.0,1,1026.1,918.2,38,31,1,33,0.01,0.03,16.3,27.5,313,316,50.4,6.3,8.0,7.7,7.9,0.362,0.361,0.376,0.414,1,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,37.0
2223,2223,40.175747,-7.8260803,913.0,2021-03-12T08:00,5.1,91,3.8,1.2,0.0,0.0,0.0,0.0,2,1026.6,918.8,52,55,0,8,0.02,0.08,16.4,26.4,320,321,46.1,6.2,7.9,7.7,7.9,0.361,0.361,0.376,0.414,1,2770.68,71.0,35.0,36.0,236.9,71.0,173.5,125.7,62.0,63.7,279.6,106.5,307.1
2222,2222,40.175747,-7.8260803,913.0,2021-03-12T09:00,5.9,82,3.1,1.8,0.0,0.0,0.0,0.0,1,1027.4,919.8,33,36,1,0,0.07,0.17,17.6,25.6,325,325,46.8,6.5,7.8,7.7,7.9,0.362,0.361,0.376,0.414,1,3600.0,196.0,124.0,72.0,397.0,196.0,432.9,250.3,158.4,92.0,397.0,250.3,552.8
2221,2221,40.175747,-7.8260803,913.0,2021-03-12T10:00,6.9,71,2.0,2.6,0.0,0.0,0.0,0.0,2,1027.8,920.5,69,70,10,0,0.14,0.29,17.4,24.5,326,327,47.9,7.3,7.7,7.7,7.9,0.361,0.361,0.376,0.414,1,3600.0,369.0,260.0,109.0,546.5,369.0,659.4,423.9,298.7,125.2,546.5,423.9,757.5
2220,2220,40.175747,-7.8260803,913.0,2021-03-12T11:00,8.1,62,1.3,3.5,0.0,0.0,0.0,0.0,3,1027.3,920.5,91,96,8,0,0.2,0.41,18.4,25.3,329,330,47.5,8.2,7.7,7.7,7.9,0.36,0.36,0.376,0.414,1,3600.0,476.0,320.0,156.0,529.6,476.0,837.5,515.6,346.6,169.0,529.6,515.6,907.1
2219,2219,40.175747,-7.8260803,913.0,2021-03-12T12:00,8.4,63,1.7,4.3,0.0,0.0,0.0,0.0,3,1027.3,920.6,84,89,6,0,0.19,0.41,15.5,21.4,335,335,48.2,9.1,7.8,7.7,7.9,0.361,0.36,0.375,0.414,1,3600.0,400.0,193.0,207.0,280.0,400.0,955.2,415.2,200.3,214.9,280.0,415.2,991.5
2218,2218,40.175747,-7.8260803,913.0,2021-03-12T13:00,9.1,59,1.4,5.2,0.0,0.0,0.0,0.0,2,1026.8,920.4,77,86,0,0,0.21,0.48,13.6,18.3,338,338,40.7,9.7,7.9,7.7,7.9,0.359,0.36,0.375,0.414,1,3600.0,448.0,192.0,256.0,264.9,448.0,1004.5,448.3,192.1,256.2,264.9,448.3,1005.1
2217,2217,40.175747,-7.8260803,913.0,2021-03-12T14:00,9.5,57,1.4,5.7,0.0,0.0,0.0,0.0,3,1026.0,919.9,88,98,0,0,0.23,0.52,13.2,17.6,334,334,37.1,10.3,8.0,7.7,7.9,0.358,0.36,0.375,0.414,1,3600.0,481.0,220.0,261.0,310.5,481.0,981.9,463.8,212.1,251.6,310.5,463.8,946.7
2216,2216,40.175747,-7.8260803,913.0,2021-03-12T15:00,9.4,58,1.5,5.5,0.0,0.0,0.0,0.0,3,1025.6,919.5,91,100,2,0,0.21,0.5,13.8,19.1,327,328,37.4,10.5,8.2,7.7,7.9,0.357,0.36,0.374,0.414,1,3600.0,430.0,248.0,182.0,386.5,430.0,889.1,396.8,228.9,168.0,386.5,396.8,820.6
