index,index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
2159,2159,41.51142,-7.6512756,1009.0,2011-02-28T00:00,-0.2,78,-3.5,-4.1,0.0,0.0,0.0,0.0,0,1031.1,910.1,0,0,0,0,0.0,0.13,8.8,21.8,19,22,36.4,3.0,6.4,6.1,6.1,0.372,0.38,0.404,0.409,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2158,2158,41.51142,-7.6512756,1009.0,2011-02-28T01:00,-0.9,82,-3.7,-4.6,0.0,0.0,0.0,0.0,0,1031.1,909.8,9,10,0,0,0.0,0.11,7.3,19.4,11,15,36.0,2.3,6.1,6.1,6.1,0.372,0.38,0.404,0.409,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,2157,41.51142,-7.6512756,1009.0,2011-02-28T02:00,-1.4,83,-3.9,-5.1,0.0,0.0,0.0,0.0,1,1030.8,909.4,31,34,0,0,0.0,0.09,6.9,18.6,9,9,34.2,1.8,5.8,6.1,6.1,0.372,0.38,0.404,0.409,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,2156,41.51142,-7.6512756,1009.0,2011-02-28T03:00,-1.3,84,-3.7,-5.0,0.0,0.0,0.0,0.0,1,1030.6,909.2,35,38,1,0,0.0,0.09,7.2,19.1,6,4,32.8,1.4,5.6,6.1,6.1,0.372,0.38,0.404,0.409,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,2155,41.51142,-7.6512756,1009.0,2011-02-28T04:00,-1.1,84,-3.5,-4.8,0.0,0.0,0.0,0.0,1,1030.0,908.8,36,40,0,0,0.0,0.09,7.6,19.1,3,360,31.0,1.1,5.3,6.1,6.1,0.372,0.38,0.404,0.409,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,2154,41.51142,-7.6512756,1009.0,2011-02-28T05:00,-0.2,82,-2.9,-3.8,0.0,0.0,0.0,0.0,1,1029.6,908.8,43,48,0,0,0.0,0.11,6.8,17.0,360,355,30.6,0.9,5.0,6.1,6.1,0.372,0.38,0.404,0.409,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,2153,41.51142,-7.6512756,1009.0,2011-02-28T06:00,-0.4,84,-2.8,-4.0,0.0,0.0,0.0,0.0,2,1029.4,908.6,74,82,0,2,0.0,0.1,7.6,17.9,355,350,31.3,0.9,4.7,6.1,6.1,0.372,0.38,0.404,0.409,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,2152,41.51142,-7.6512756,1009.0,2011-02-28T07:00,-0.4,84,-2.7,-4.3,0.0,0.0,0.0,0.0,3,1029.4,908.6,89,98,0,2,0.0,0.09,9.4,20.4,353,352,38.9,0.9,4.5,6.1,6.1,0.372,0.38,0.403,0.409,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2151,2151,41.51142,-7.6512756,1009.0,2011-02-28T08:00,0.3,86,-1.8,-3.9,0.0,0.0,0.0,0.0,2,1029.5,908.9,74,82,0,0,0.02,0.09,12.3,22.0,353,355,42.8,1.5,4.3,6.1,6.1,0.373,0.38,0.403,0.409,1,0.0,18.0,4.0,14.0,35.7,18.0,96.3,39.4,8.8,30.7,58.0,24.3,210.8
2150,2150,41.51142,-7.6512756,1009.0,2011-02-28T09:00,2.9,79,-0.4,-1.8,0.2,0.2,0.0,0.0,51,1029.2,909.7,70,78,0,0,0.05,0.16,16.9,26.3,1,2,51.1,3.7,4.3,6.1,6.1,0.373,0.38,0.403,0.409,1,3456.09,119.0,42.0,77.0,175.2,119.0,334.4,161.0,56.8,104.2,175.2,161.0,452.3
2149,2149,41.51142,-7.6512756,1009.0,2011-02-28T10:00,4.5,68,-0.9,-0.5,0.1,0.1,0.0,0.0,51,1029.1,910.2,75,82,0,5,0.11,0.27,18.7,27.0,19,19,57.2,5.3,4.4,6.1,6.1,0.373,0.38,0.403,0.409,1,3600.0,276.0,152.0,124.0,380.4,276.0,557.3,324.0,178.4,145.6,380.4,324.0,654.1
