latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
39.26186,-8.925629,72.0,2011-01-29T00:00,5.6,94,4.7,3.2,0.0,0.0,0.0,0.0,1,1010.3,1001.4,26,17,18,0,0.0,0.06,7.7,19.3,298,307,12.6,6.8,9.4,10.8,14.6,0.363,0.342,0.377,0.344,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.26186,-8.925629,72.0,2011-01-29T01:00,5.1,94,4.2,2.5,0.0,0.0,0.0,0.0,1,1010.6,1001.7,30,23,16,0,0.0,0.06,8.0,19.7,297,305,13.3,6.4,9.2,10.8,14.6,0.363,0.342,0.377,0.344,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.26186,-8.925629,72.0,2011-01-29T02:00,5.3,94,4.3,2.6,0.0,0.0,0.0,0.0,1,1010.6,1001.7,36,26,21,0,0.0,0.06,8.9,20.5,302,308,14.4,6.3,9.0,10.8,14.6,0.362,0.343,0.377,0.344,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.26186,-8.925629,72.0,2011-01-29T03:00,5.2,93,4.2,2.4,0.0,0.0,0.0,0.0,1,1010.7,1001.8,32,24,18,0,0.0,0.06,9.2,20.9,309,315,16.2,6.1,8.9,10.8,14.6,0.362,0.343,0.377,0.344,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.26186,-8.925629,72.0,2011-01-29T04:00,5.8,92,4.6,2.9,0.0,0.0,0.0,0.0,1,1010.8,1001.9,23,18,12,0,0.0,0.07,10.4,22.3,316,321,20.2,6.1,8.7,10.8,14.6,0.361,0.343,0.377,0.344,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.26186,-8.925629,72.0,2011-01-29T05:00,6.4,91,5.0,3.5,0.0,0.0,0.0,0.0,1,1010.8,1002.0,39,32,17,0,0.0,0.09,11.8,23.8,320,325,23.4,6.2,8.6,10.8,14.6,0.361,0.343,0.377,0.344,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.26186,-8.925629,72.0,2011-01-29T06:00,6.7,91,5.4,3.7,0.0,0.0,0.0,0.0,1,1011.1,1002.3,24,16,16,0,0.0,0.09,12.5,25.4,321,325,25.9,6.3,8.5,10.8,14.6,0.361,0.343,0.377,0.344,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.26186,-8.925629,72.0,2011-01-29T07:00,6.5,89,4.9,3.4,0.0,0.0,0.0,0.0,1,1011.7,1002.8,47,30,33,0,0.0,0.1,12.5,25.7,319,323,23.4,6.3,8.4,10.8,14.6,0.361,0.344,0.377,0.344,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.26186,-8.925629,72.0,2011-01-29T08:00,6.3,90,4.8,3.4,0.0,0.0,0.0,0.0,1,1012.2,1003.3,31,19,23,0,0.02,0.1,11.5,23.6,319,322,22.7,6.3,8.3,10.8,14.6,0.361,0.344,0.376,0.344,1,0.0,1.0,0.0,1.0,0.0,1.0,11.0,3.8,0.0,3.8,0.0,0.6,42.3
39.26186,-8.925629,72.0,2011-01-29T09:00,7.3,90,5.7,4.2,0.1,0.1,0.0,0.0,51,1012.9,1004.1,56,37,37,0,0.02,0.11,13.5,22.3,316,321,22.0,6.9,8.2,10.8,14.6,0.361,0.344,0.376,0.344,1,2756.98,76.0,41.0,35.0,294.1,76.0,167.5,130.4,70.4,60.1,345.1,111.2,287.5
