year,date,district,municipality,parish,local,latitude,longitude,cause,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation
2005,2005-08-25,Guarda,Vila Nova de Foz Côa,Touça,Serra da Touca,41.0472072,-7.2343843,NC,610.0,2005-08-25T14:00,29.7,34,12.4,30.7,0.0,0.0,0.0,0.0,0,1014.1,947.1,1,0,0,4,0.65,2.74,10.3,13.2,295,292,29.5,36.7,25.7,23.7,19.6,0.103,0.141,0.151,0.245,1,3600.0,813.2,711.8,101.4,881.4,813.2,1081.4,842.0,737.0,105.0,881.4,842.0,1119.7
2005,2005-08-06,Viseu,Mangualde,Mangualde,Santa Luzia,40.5876571,-7.7846306,NC,445.0,2005-08-06T08:00,24.5,30,5.5,22.0,0.0,0.0,0.0,0.0,0,1016.9,966.5,0,0,0,0,0.25,2.17,9.1,14.4,81,89,19.8,24.8,26.4,22.5,18.3,0.085,0.143,0.206,0.291,1,3600.0,377.7,297.1,80.6,668.5,377.7,590.9,300.0,236.0,64.0,668.5,300.0,469.3
2005,2005-10-03,Viseu,Cinfães,Tendais,Meridãos,41.0125776,-8.051263077789546,NC,647.0,2005-10-03T11:00,17.9,36,2.5,13.5,0.0,0.0,0.0,0.0,0,1024.0,949.6,0,0,0,0,0.4,1.32,21.3,29.9,88,89,59.8,20.0,18.4,19.4,19.1,0.102,0.154,0.178,0.29,1,3600.0,682.6,587.5,95.1,891.6,682.6,900.6,639.0,550.0,89.0,891.6,639.0,843.1
2005,2005-10-03,Viseu,Cinfães,Tendais,TENDAIS,41.0125776,-8.051263077789546,NC,647.0,2005-10-03T08:00,11.9,58,4.1,7.8,0.0,0.0,0.0,0.0,0,1024.6,948.7,0,0,0,0,0.1,0.58,19.1,30.3,88,88,53.6,14.1,18.4,19.5,19.1,0.102,0.154,0.178,0.29,1,3600.0,206.4,140.7,65.7,525.5,206.4,365.8,135.0,92.0,43.0,525.5,135.0,239.3
2005,2005-09-27,Aveiro,Castelo de Paiva,Pedorido,Póvoa,41.0391345,-8.390774868553063,NC,146.0,2005-09-27T07:00,13.6,85,11.2,13.1,0.0,0.0,0.0,0.0,1,1020.9,1003.3,28,2,0,86,0.02,0.23,6.4,12.4,38,22,16.2,14.3,19.8,21.3,21.1,0.126,0.162,0.17,0.285,1,0.0,28.2,9.4,18.8,98.4,13.6,130.3,12.0,4.0,8.0,47.5,12.0,55.4
2005,2005-09-10,Leiria,Leiria,Santa Catarina da Serra,Casal da Fonte da Pedra,39.6710831,-8.6503218,NC,235.0,2005-09-10T08:00,16.9,86,14.6,16.8,0.0,0.0,0.0,0.0,1,1019.9,992.1,27,9,32,0,0.08,0.26,11.2,16.7,303,307,19.4,17.3,19.6,22.0,19.9,0.113,0.077,0.083,0.147,1,3600.0,212.3,129.0,83.2,376.2,212.3,462.7,153.0,93.0,60.0,376.2,153.0,333.5
2005,2005-07-07,Braga,Fafe,Fafe,FONTE DA CANA,41.4468733,-8.180584376446348,NC,343.0,2005-07-07T13:00,28.8,31,10.1,29.7,0.0,0.0,0.0,0.0,0,1013.6,975.2,0,0,0,0,0.72,2.73,10.4,13.8,56,57,29.2,30.4,21.9,19.1,14.6,0.114,0.179,0.269,0.353,1,3600.0,967.0,849.1,117.9,900.7,967.0,1247.3,968.0,850.0,118.0,900.7,968.0,1248.6
2005,2005-07-09,Braga,Vila Nova de Famalicão,Lousado,RUA CONEGO BORGES,41.3552648,-8.5367566,NC,63.0,2005-07-09T16:00,32.4,29,12.1,32.3,0.0,0.0,0.0,0.0,0,1012.7,1005.6,0,0,0,0,0.61,3.45,11.9,14.7,331,335,21.6,34.1,25.8,20.7,16.3,0.131,0.175,0.249,0.336,1,3600.0,670.0,577.6,92.5,830.3,670.0,920.4,732.0,631.0,101.0,830.3,732.0,1005.5
2005,2005-06-23,Braga,Celorico de Basto,Corgo,Vila Nova,41.4338033,-7.9786441,NC,231.0,2005-06-23T18:00,24.8,63,17.2,25.5,0.0,0.0,0.0,0.0,1,1016.8,990.3,37,26,22,0,0.23,1.16,12.4,16.9,292,294,34.9,28.4,25.2,20.2,13.9,0.121,0.198,0.29,0.349,1,3600.0,231.9,155.9,75.9,424.6,231.9,486.2,287.0,193.0,94.0,424.6,287.0,601.8
2005,2005-09-22,Braga,Fafe,São Gens,Vilela,41.462056200000006,-8.130801614145298,NC,411.0,2005-09-22T06:00,12.5,78,8.8,11.9,0.0,0.0,0.0,0.0,0,1016.7,968.2,0,0,0,0,0.0,0.32,2.3,1.5,51,346,7.6,11.8,17.9,19.5,19.3,0.129,0.195,0.191,0.309,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
