ano,codigo_sgif,tipo,distrito,concelho,freguesia,local,ine,x,y,data_alerta,hora_alerta,data_extincao,hora_extincao,data_primeira_intervencao,hora_primeira_intervencao,fonte_alerta,nut,area_povoamento,area_mato,area_agricola,area_pov_mato,area_total,reacendimento,queimada,falso_alarme,fogacho,incendio,agricola,perimetro,aps,causa,tipo_causa,LAT,LON
2007,AG10712,Florestal,Faro,Lagos,Lagos (são Sebastião),Albardeira,80706,152615,17087,2007-01-09,17:07:00,2007-01-09,17:55:00,2007-01-09,17:25:00,117,PT15010706,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,,,37.1259776,-8.689132190653574
2007,AG107159,Florestal,Faro,Lagoa,Estômbar,Parchal,80601,165826,19150,2007-05-14,16:15:00,2007-05-14,17:38:00,2007-05-14,16:30:00,Populares,PT15010601,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,,,,,37.1358048,-8.51644341178837
2007,AG107163,Florestal,Faro,Faro,Faro (sé),Faro Junto das Piscinas Municipais (Canal de Faro),80505,220509,2753,2007-05-14,17:59:00,2007-05-14,19:11:00,2007-05-14,18:02:00,Populares,PT15010505,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,RIA FORMOSA,,,36.9958164,-7.9118108
2007,AG107178,Florestal,Faro,Silves,Silves,Exerim (ENXERIM),81307,173165,26401,2007-05-17,21:47:00,2007-05-17,22:30:00,2007-05-17,21:57:00,117,PT15011307,0.0,0.002,0.0,0.002,0.002,0,0,0,1,0,0,,,,,37.1994535,-8.4300362
2007,AG107223,Florestal,Faro,Portimão,Alvor,Montes de Alvor,81101,159888,20196,2007-06-01,14:59:00,2007-06-01,16:30:00,2007-06-01,15:13:00,Populares,PT15011101,0.0,0.015,0.0,0.015,0.015,0,0,0,1,0,0,,,,,37.1470749,-8.5850476
2007,AG107242,Florestal,Faro,Faro,Faro (sé),Bela Curral,80505,221786,8564,2007-06-05,16:02:00,2007-06-05,18:40:00,2007-06-05,16:08:00,Populares,PT15010505,0.0,0.75,0.0,0.75,0.75,0,0,0,1,0,0,,,6.0,Desconhecida,37.00272075,-7.90868773975672
2007,AG107250,Florestal,Faro,Albufeira,Albufeira,Vila Galé (ALBUFEIRA),80101,189446,13581,2007-06-07,09:51:00,2007-06-07,11:34:00,2007-06-07,10:00:00,Populares,PT15010101,0.0,0.025,0.0,0.025,0.025,0,0,0,1,0,0,,,,,37.1286937,-8.2330185
2007,AG107261,Florestal,Faro,Faro,Faro (são Pedro),Arneiro,80504,215024,10432,2007-06-11,16:15:00,2007-06-11,17:49:00,2007-06-11,16:25:00,Populares,PT15010504,0.0,0.03,0.0,0.03,0.03,0,0,0,1,0,0,,,,,37.060356,-7.9662117
2007,AG107266,Florestal,Faro,Tavira,Tavira (santa Maria),EN 125 - Quinta do Morgado (TAVIRA),81405,243014,18136,2007-06-14,07:19:00,2007-06-14,07:45:00,2007-06-14,07:28:00,117,PT15011405,0.0,0.002,0.0,0.002,0.002,0,0,0,1,0,0,,,,,37.19188724999999,-7.676984838025733
2007,AG107273,Florestal,Faro,Tavira,Tavira (santa Maria),Amaro Gonçalves,81405,236952,14499,2007-06-20,10:37:00,2007-06-20,11:33:00,2007-06-20,10:50:00,Populares,PT15011405,0.0,0.001,0.0,0.001,0.001,0,0,0,1,0,0,,,6.0,Desconhecida,37.1209871,-7.6557048
