index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
2231,40.52724,-7.5,774.0,2008-06-21 00:00:00,17.4,93,16.2,18.9,0.0,0.0,0.0,0.0,0,1019.8,931.8,0,0,0,0,0.0,0.14,4.7,5.7,337,342,9.0,18.0,20.3,15.9,12.2,0.206,0.282,0.34,0.342,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2230,40.52724,-7.5,774.0,2008-06-21 01:00:00,16.2,97,15.7,17.6,0.0,0.0,0.0,0.0,0,1019.5,931.2,2,2,0,0,0.0,0.06,4.4,5.8,9,7,9.4,17.5,20.1,15.9,12.2,0.206,0.282,0.34,0.342,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2229,40.52724,-7.5,774.0,2008-06-21 02:00:00,15.6,98,15.3,16.7,0.0,0.0,0.0,0.0,1,1019.2,930.8,38,42,0,0,0.0,0.03,5.1,7.2,39,37,10.8,17.0,19.9,15.9,12.2,0.207,0.282,0.34,0.342,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2228,40.52724,-7.5,774.0,2008-06-21 03:00:00,15.2,99,15.0,16.1,0.0,0.0,0.0,0.0,2,1018.5,930.0,75,83,0,0,0.0,0.02,5.8,9.6,60,56,11.5,16.7,19.6,16.0,12.2,0.207,0.282,0.34,0.342,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2227,40.52724,-7.5,774.0,2008-06-21 04:00:00,15.1,98,14.8,15.9,0.0,0.0,0.0,0.0,3,1018.2,929.7,91,100,1,0,0.0,0.04,5.7,10.6,72,66,12.2,16.4,19.4,16.0,12.2,0.208,0.281,0.34,0.342,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2226,40.52724,-7.5,774.0,2008-06-21 05:00:00,15.1,97,14.7,15.9,0.0,0.0,0.0,0.0,3,1017.9,929.4,89,99,0,0,0.0,0.04,5.5,11.4,79,72,12.6,16.3,19.1,16.0,12.2,0.208,0.281,0.34,0.342,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2225,40.52724,-7.5,774.0,2008-06-21 06:00:00,15.6,96,14.9,16.3,0.0,0.0,0.0,0.0,3,1017.8,929.5,90,100,0,0,0.01,0.07,6.6,11.4,81,79,14.0,16.6,18.9,16.0,12.2,0.209,0.281,0.34,0.342,1,1404.56,38.0,18.0,20.0,153.8,38.0,96.8,84.2,39.9,44.3,246.4,52.5,214.3,,,,,,
2224,40.52724,-7.5,774.0,2008-06-21 07:00:00,16.3,96,15.6,17.4,0.0,0.0,0.0,0.0,2,1018.1,930.0,67,74,0,0,0.07,0.08,6.2,10.9,80,84,15.8,18.4,18.8,16.0,12.2,0.209,0.281,0.34,0.342,1,2709.19,135.0,38.0,97.0,150.3,135.0,334.8,183.6,51.7,131.9,150.3,183.6,455.4,,,,,,
2223,40.52724,-7.5,774.0,2008-06-21 08:00:00,19.5,82,16.2,20.9,0.0,0.0,0.0,0.0,0,1017.8,930.6,2,2,0,0,0.17,0.42,5.1,7.6,82,87,16.2,20.1,18.8,16.0,12.2,0.209,0.281,0.34,0.342,1,3600.0,280.0,121.0,159.0,279.5,280.0,573.4,336.3,145.3,191.0,279.5,336.3,688.7,,,,,,
2222,40.52724,-7.5,774.0,2008-06-21 09:00:00,23.0,61,15.0,24.2,0.0,0.0,0.0,0.0,0,1017.9,931.7,0,0,0,0,0.36,1.11,3.7,4.6,101,108,16.2,22.6,19.0,16.0,12.2,0.208,0.281,0.34,0.342,1,3600.0,553.0,448.0,105.0,745.2,553.0,796.2,624.0,505.6,118.5,745.2,624.0,898.5,,,,,,
2221,40.52724,-7.5,774.0,2008-06-21 10:00:00,25.2,49,13.7,27.3,0.0,0.0,0.0,0.0,0,1017.7,932.1,0,0,0,0,0.5,1.63,2.1,2.7,211,203,17.3,25.2,19.3,16.0,12.2,0.206,0.28,0.34,0.342,1,3600.0,730.0,625.0,105.0,837.7,730.0,988.1,790.8,677.0,113.7,837.7,790.8,1070.3,,,,,,
2220,40.52724,-7.5,774.0,2008-06-21 11:00:00,26.3,43,12.6,27.1,0.0,0.0,0.0,0.0,0,1017.1,931.8,17,0,29,0,0.52,1.97,7.1,8.5,221,216,25.2,26.5,19.6,16.0,12.2,0.203,0.28,0.34,0.342,1,3600.0,710.0,547.0,163.0,637.7,710.0,1136.0,745.4,574.3,171.1,637.7,745.4,1192.6,,,,,,
2219,40.52724,-7.5,774.0,2008-06-21 12:00:00,26.8,40,12.0,26.9,0.0,0.0,0.0,0.0,0,1016.9,931.8,20,0,33,0,0.56,2.13,11.3,14.2,217,216,33.5,27.2,20.0,16.0,12.2,0.2,0.279,0.339,0.342,1,3600.0,734.0,555.0,179.0,597.7,734.0,1229.8,750.2,567.2,182.9,597.7,750.2,1256.9,20.535638773032126,90.95541823292982,40.09457284,186.06659252929688,8.685047128436862,52.11443753984776
