index,index.1,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
2231,2231,39.964848,-7.918976,666.0,2001-05-25 00:00:00,12.9,96,12.2,12.6,0.0,0.0,0.0,0.0,1,1021.3,943.8,26,0,0,86,0.0,0.06,6.3,9.2,336,339,15.5,15.0,17.5,14.0,11.1,0.262,0.306,0.286,0.384,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2230,2230,39.964848,-7.918976,666.0,2001-05-25 01:00:00,12.4,96,11.8,11.9,0.0,0.0,0.0,0.0,1,1021.2,943.5,26,0,0,87,0.0,0.05,6.7,9.8,344,343,15.8,14.5,17.2,14.0,11.1,0.262,0.306,0.286,0.384,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2229,2229,39.964848,-7.918976,666.0,2001-05-25 02:00:00,12.1,96,11.5,11.5,0.0,0.0,0.0,0.0,0,1021.0,943.3,19,0,0,63,0.0,0.05,6.9,10.5,351,344,16.6,14.1,17.0,14.0,11.1,0.263,0.305,0.286,0.384,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2228,2228,39.964848,-7.918976,666.0,2001-05-25 03:00:00,11.5,98,11.1,10.8,0.0,0.0,0.0,0.0,0,1020.6,942.8,19,1,0,59,0.0,0.03,6.8,11.0,3,349,16.9,13.8,16.7,14.0,11.1,0.263,0.305,0.286,0.384,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2227,2227,39.964848,-7.918976,666.0,2001-05-25 04:00:00,11.2,97,10.7,10.4,0.0,0.0,0.0,0.0,0,1020.5,942.6,8,0,0,25,0.0,0.04,6.6,11.9,22,2,18.0,13.5,16.4,14.0,11.1,0.263,0.305,0.286,0.384,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2226,2226,39.964848,-7.918976,666.0,2001-05-25 05:00:00,11.1,96,10.5,10.3,0.0,0.0,0.0,0.0,0,1020.4,942.5,11,0,0,38,0.0,0.06,6.6,12.8,29,11,19.1,13.2,16.2,14.0,11.1,0.264,0.305,0.286,0.384,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2225,2225,39.964848,-7.918976,666.0,2001-05-25 06:00:00,11.7,94,10.8,11.1,0.0,0.0,0.0,0.0,1,1020.7,942.9,21,0,0,71,0.01,0.08,5.2,12.6,12,13,19.4,13.4,16.0,14.0,11.1,0.264,0.305,0.286,0.384,1,789.6,31.0,14.0,17.0,131.3,31.0,83.2,69.9,31.6,38.3,224.4,40.9,187.7,,,,,,
2224,2224,39.964848,-7.918976,666.0,2001-05-25 07:00:00,15.1,80,11.7,14.8,0.0,0.0,0.0,0.0,1,1020.6,943.7,24,0,0,80,0.08,0.34,5.5,11.9,11,14,19.4,15.1,15.9,14.1,11.1,0.264,0.305,0.286,0.384,1,3600.0,167.0,99.0,68.0,422.6,167.0,312.4,233.6,138.5,95.1,422.6,233.6,436.9,,,,,,
2223,2223,39.964848,-7.918976,666.0,2001-05-25 08:00:00,18.2,66,11.8,17.9,0.0,0.0,0.0,0.0,0,1020.8,944.6,18,0,0,59,0.21,0.7,5.5,8.7,11,17,19.4,17.2,15.9,14.1,11.1,0.264,0.304,0.286,0.384,1,3600.0,362.0,273.0,89.0,651.8,362.0,558.6,438.9,331.0,107.9,651.8,438.9,677.2,,,,,,
2222,2222,39.964848,-7.918976,666.0,2001-05-25 09:00:00,20.4,57,11.5,19.8,0.0,0.0,0.0,0.0,0,1020.7,945.1,14,0,0,48,0.33,1.03,7.1,9.0,15,16,21.2,19.2,16.1,14.1,11.1,0.263,0.304,0.286,0.384,1,3600.0,535.0,407.0,128.0,689.2,535.0,787.5,606.2,461.1,145.0,689.2,606.2,892.3,,,,,,
