latitude,longitude,altitude,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
39.47276,-8.589203,112.0,2002-05-24 00:00:00,13.0,89,11.2,12.4,0.0,0.0,0.0,0.0,3,1023.0,1009.4,100,95,94,0,0.0,0.17,6.3,12.9,239,247,9.4,14.5,17.6,16.6,14.1,0.138,0.22,0.293,0.313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
39.47276,-8.589203,112.0,2002-05-24 01:00:00,12.9,89,11.2,12.4,0.0,0.0,0.0,0.0,3,1022.7,1009.1,100,99,84,0,0.0,0.16,6.2,12.9,234,243,9.7,14.3,17.4,16.6,14.1,0.138,0.22,0.293,0.313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
39.47276,-8.589203,112.0,2002-05-24 02:00:00,12.9,90,11.3,12.4,0.0,0.0,0.0,0.0,3,1022.0,1008.4,100,100,48,0,0.0,0.15,6.6,13.1,225,238,9.7,14.3,17.2,16.6,14.1,0.139,0.22,0.293,0.313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
39.47276,-8.589203,112.0,2002-05-24 03:00:00,12.9,89,11.2,12.2,0.0,0.0,0.0,0.0,3,1021.8,1008.2,97,100,12,0,0.0,0.16,7.1,14.0,221,235,9.4,14.1,17.1,16.6,14.1,0.139,0.22,0.293,0.313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
39.47276,-8.589203,112.0,2002-05-24 04:00:00,13.0,86,10.7,12.1,0.0,0.0,0.0,0.0,3,1021.4,1007.8,90,100,0,0,0.0,0.21,8.0,14.1,216,232,10.4,14.0,16.9,16.6,14.1,0.139,0.22,0.293,0.313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
39.47276,-8.589203,112.0,2002-05-24 05:00:00,13.0,87,10.9,12.1,0.0,0.0,0.0,0.0,3,1021.2,1007.7,89,99,0,0,0.0,0.2,8.4,14.8,211,229,12.6,14.1,16.8,16.6,14.1,0.139,0.22,0.293,0.313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
39.47276,-8.589203,112.0,2002-05-24 06:00:00,13.5,85,11.0,12.6,0.0,0.0,0.0,0.0,3,1021.5,1008.0,90,100,0,0,0.03,0.23,8.6,15.1,213,230,15.1,14.4,16.7,16.6,14.1,0.139,0.22,0.293,0.313,1,0.0,7.0,0.0,7.0,0.0,7.0,74.5,16.0,0.0,16.0,0.0,8.9,170.0,,,,,,
39.47276,-8.589203,112.0,2002-05-24 07:00:00,14.6,86,12.2,13.9,0.0,0.0,0.0,0.0,3,1021.6,1008.1,89,99,0,0,0.05,0.24,9.5,13.6,233,238,17.6,15.1,16.6,16.6,14.1,0.139,0.22,0.293,0.313,1,0.0,52.0,8.0,44.0,36.1,52.0,295.7,74.1,11.4,62.7,36.1,74.1,421.5,,,,,,
39.47276,-8.589203,112.0,2002-05-24 08:00:00,15.9,82,12.7,15.0,0.0,0.0,0.0,0.0,3,1021.9,1008.5,89,99,0,0,0.1,0.33,12.0,15.6,254,255,23.4,16.2,16.6,16.6,14.1,0.139,0.22,0.293,0.313,1,1581.21,144.0,46.0,98.0,112.7,144.0,544.5,175.8,56.2,119.6,112.7,175.8,664.7,,,,,,
39.47276,-8.589203,112.0,2002-05-24 09:00:00,17.0,76,12.8,15.9,0.2,0.2,0.0,0.0,51,1022.1,1008.7,90,100,0,0,0.16,0.47,13.7,17.6,268,269,25.9,17.3,16.6,16.5,14.1,0.14,0.22,0.293,0.313,1,3600.0,244.0,126.0,118.0,216.4,244.0,776.7,277.4,143.3,134.2,216.4,277.4,883.1,,,,,,
39.47276,-8.589203,112.0,2002-05-24 10:00:00,18.3,68,12.3,17.0,0.0,0.0,0.0,0.0,3,1022.4,1009.1,90,100,0,0,0.24,0.67,13.4,17.4,276,276,29.2,18.7,16.7,16.5,14.1,0.14,0.219,0.293,0.313,1,3600.0,370.0,181.0,189.0,247.3,370.0,976.3,402.4,196.8,205.5,247.3,402.4,1061.8,,,,,,
39.47276,-8.589203,112.0,2002-05-24 11:00:00,19.4,62,12.0,18.0,0.0,0.0,0.0,0.0,3,1022.2,1008.9,90,100,0,0,0.34,0.85,14.1,18.1,276,275,31.0,20.5,16.9,16.5,14.1,0.139,0.219,0.292,0.313,1,3600.0,557.0,272.0,285.0,321.1,557.0,1130.0,585.9,286.1,299.8,321.1,585.9,1188.6,,,,,,
39.47276,-8.589203,112.0,2002-05-24 12:00:00,20.1,59,11.8,18.7,0.0,0.0,0.0,0.0,3,1022.2,1009.0,90,100,0,0,0.37,0.98,14.8,18.8,274,273,31.0,21.7,17.1,16.5,14.1,0.138,0.219,0.292,0.313,1,3600.0,589.0,339.0,250.0,368.6,589.0,1227.1,602.4,346.7,255.7,368.6,602.4,1254.9,,,,,,
39.47276,-8.589203,112.0,2002-05-24 13:00:00,21.0,54,11.3,20.2,0.0,0.0,0.0,0.0,3,1021.8,1008.6,90,100,0,0,0.46,1.15,15.6,19.5,277,275,32.4,23.3,17.4,16.5,14.1,0.136,0.219,0.292,0.313,1,3600.0,738.0,441.0,297.0,466.5,738.0,1261.1,735.2,439.3,295.9,466.5,735.2,1256.2,,,,,,
39.47276,-8.589203,112.0,2002-05-24 14:00:00,21.8,51,11.2,21.2,0.0,0.0,0.0,0.0,3,1021.5,1008.4,90,100,0,0,0.52,1.29,16.5,20.5,286,285,33.8,24.7,17.7,16.5,14.1,0.135,0.219,0.292,0.313,1,3600.0,821.0,609.0,212.0,660.7,821.0,1229.7,796.2,590.6,205.6,660.7,796.2,1192.5,,,,,,
39.47276,-8.589203,112.0,2002-05-24 15:00:00,21.8,51,11.2,20.5,0.0,0.0,0.0,0.0,3,1021.7,1008.5,90,100,0,0,0.47,1.29,17.8,22.7,291,290,34.9,25.2,18.1,16.5,14.1,0.133,0.219,0.292,0.313,1,3600.0,732.0,498.0,234.0,585.3,732.0,1135.0,688.8,468.6,220.2,585.3,688.8,1068.0,,,,,,
39.47276,-8.589203,112.0,2002-05-24 16:00:00,21.1,55,11.7,18.8,0.0,0.0,0.0,0.0,3,1021.5,1008.3,94,100,6,0,0.34,1.12,19.1,24.9,292,292,35.3,24.5,18.3,16.5,14.1,0.132,0.218,0.292,0.313,1,3600.0,488.0,246.0,242.0,333.6,488.0,983.6,442.2,222.9,219.3,333.6,442.2,891.3,,,,,,
39.47276,-8.589203,112.0,2002-05-24 17:00:00,20.5,60,12.4,18.5,0.0,0.0,0.0,0.0,3,1021.4,1008.2,97,100,12,0,0.27,0.97,18.7,24.9,293,292,36.0,23.6,18.6,16.6,14.1,0.131,0.218,0.292,0.313,1,3600.0,378.0,203.0,175.0,344.7,378.0,785.7,324.5,174.3,150.2,344.7,324.5,674.4,,,,,,
39.47276,-8.589203,112.0,2002-05-24 18:00:00,19.3,68,13.3,17.9,0.0,0.0,0.0,0.0,3,1021.7,1008.4,97,100,12,0,0.16,0.72,17.3,23.4,293,293,36.0,22.2,18.7,16.6,14.2,0.131,0.218,0.292,0.313,1,2816.38,190.0,64.0,126.0,153.9,190.0,554.8,148.0,49.9,98.2,153.9,148.0,432.2,,,,,,
39.47276,-8.589203,112.0,2002-05-24 19:00:00,17.4,81,14.0,16.2,0.0,0.0,0.0,0.0,3,1021.6,1008.3,94,100,7,0,0.06,0.38,17.1,23.7,295,294,33.1,20.5,18.7,16.6,14.2,0.131,0.218,0.292,0.313,1,0.0,30.0,0.0,30.0,0.0,30.0,306.7,17.7,0.0,17.7,0.0,17.7,181.1,,,,,,
39.47276,-8.589203,112.0,2002-05-24 20:00:00,16.8,84,14.1,15.7,0.0,0.0,0.0,0.0,3,1021.9,1008.5,97,100,12,0,0.04,0.3,16.9,25.0,299,298,34.2,19.3,18.7,16.6,14.2,0.131,0.218,0.292,0.313,0,0.0,8.0,1.0,7.0,9.6,8.0,80.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
39.47276,-8.589203,112.0,2002-05-24 21:00:00,16.4,88,14.4,15.5,0.0,0.0,0.0,0.0,3,1022.1,1008.7,93,100,5,0,0.01,0.22,15.9,24.5,309,311,33.8,18.5,18.7,16.6,14.2,0.131,0.218,0.292,0.313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
