latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
37.363796,-8.247009,244.0,2017-05-29 00:00:00,16.2,97,15.7,16.3,0.2,0.2,0.0,0.0,51,1017.5,988.7,76,81,5,0,0.0,0.06,12.5,19.8,198,205,28.1,20.8,24.1,22.3,17.4,0.093,0.183,0.214,0.197,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.363796,-8.247009,244.0,2017-05-29 01:00:00,16.4,96,15.8,16.7,0.0,0.0,0.0,0.0,1,1017.1,988.3,32,35,0,0,0.0,0.07,10.8,16.4,210,220,20.5,20.3,23.9,22.3,17.4,0.093,0.183,0.214,0.197,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.363796,-8.247009,244.0,2017-05-29 02:00:00,15.9,99,15.7,16.6,0.0,0.0,0.0,0.0,1,1016.8,988.0,32,34,3,0,0.0,0.02,8.0,12.3,216,230,17.6,19.8,23.6,22.3,17.4,0.093,0.183,0.214,0.197,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.363796,-8.247009,244.0,2017-05-29 03:00:00,15.7,99,15.5,16.6,0.0,0.0,0.0,0.0,1,1016.5,987.7,23,20,8,0,0.0,0.02,6.8,9.7,205,231,13.0,19.5,23.3,22.3,17.4,0.093,0.183,0.214,0.197,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.363796,-8.247009,244.0,2017-05-29 04:00:00,15.3,100,15.3,16.2,0.0,0.0,0.0,0.0,3,1016.5,987.6,93,91,19,0,0.0,0.01,5.9,9.4,191,227,10.8,19.1,23.1,22.3,17.4,0.093,0.183,0.214,0.197,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.363796,-8.247009,244.0,2017-05-29 05:00:00,15.5,98,15.2,16.3,0.0,0.0,0.0,0.0,3,1016.4,987.5,100,100,17,0,0.0,0.03,6.4,9.7,196,222,10.8,18.9,22.8,22.3,17.4,0.093,0.183,0.214,0.197,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.363796,-8.247009,244.0,2017-05-29 06:00:00,16.3,89,14.5,16.6,0.0,0.0,0.0,0.0,3,1016.8,988.0,93,91,19,0,0.02,0.2,8.0,11.0,234,238,14.0,19.0,22.6,22.3,17.4,0.093,0.183,0.214,0.197,1,0.0,14.0,3.0,11.0,30.2,14.0,73.7,32.0,6.8,25.1,54.2,17.8,168.1,,,,,,
37.363796,-8.247009,244.0,2017-05-29 07:00:00,17.0,84,14.3,17.4,0.0,0.0,0.0,0.0,3,1017.0,988.3,93,91,18,0,0.06,0.3,6.6,8.1,248,249,14.8,19.6,22.3,22.2,17.5,0.093,0.183,0.214,0.197,1,3600.0,114.0,50.0,64.0,224.5,114.0,296.6,163.4,71.6,91.7,224.5,163.4,425.0,,,,,,
37.363796,-8.247009,244.0,2017-05-29 08:00:00,18.2,76,13.9,18.5,0.0,0.0,0.0,0.0,1,1017.2,988.6,42,37,15,0,0.15,0.5,6.6,7.7,241,242,16.2,20.9,22.2,22.2,17.5,0.093,0.183,0.214,0.197,1,3600.0,243.0,156.0,87.0,377.3,243.0,550.6,297.1,190.7,106.4,377.3,297.1,673.2,,,,,,
37.363796,-8.247009,244.0,2017-05-29 09:00:00,20.1,64,13.0,19.9,0.0,0.0,0.0,0.0,3,1017.2,988.8,90,87,19,0,0.26,0.86,8.2,10.0,229,229,20.2,22.9,22.2,22.2,17.5,0.093,0.183,0.213,0.197,1,3600.0,403.0,260.0,143.0,439.8,403.0,787.3,458.5,295.8,162.7,439.8,458.5,895.8,,,,,,
