latitude,longitude,altitude,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
37.50439,-8.268982,242.0,2001-04-02 00:00:00,12.3,97,11.8,11.4,0.0,0.0,0.0,0.0,1,1018.3,989.3,48,53,0,0,0.0,0.05,10.5,22.7,174,176,20.2,13.7,15.7,14.2,14.1,0.298,0.318,0.343,0.252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.50439,-8.268982,242.0,2001-04-02 01:00:00,12.3,98,12.0,11.6,0.0,0.0,0.0,0.0,3,1018.2,989.2,81,90,0,0,0.0,0.02,9.4,19.9,178,185,17.3,13.6,15.6,14.2,14.1,0.298,0.318,0.343,0.252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.50439,-8.268982,242.0,2001-04-02 02:00:00,12.9,98,12.7,12.6,0.0,0.0,0.0,0.0,3,1018.1,989.2,90,100,0,0,0.0,0.02,8.4,16.6,187,193,16.2,13.9,15.4,14.2,14.1,0.298,0.318,0.343,0.252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.50439,-8.268982,242.0,2001-04-02 03:00:00,13.1,99,13.0,12.9,0.0,0.0,0.0,0.0,3,1018.1,989.2,90,100,0,0,0.0,0.01,8.0,13.3,216,218,14.4,14.0,15.3,14.2,14.1,0.299,0.318,0.343,0.252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.50439,-8.268982,242.0,2001-04-02 04:00:00,13.2,99,13.0,13.0,0.0,0.0,0.0,0.0,3,1018.3,989.4,90,100,0,0,0.0,0.02,8.0,14.5,243,251,16.2,14.1,15.2,14.2,14.1,0.299,0.318,0.343,0.252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.50439,-8.268982,242.0,2001-04-02 05:00:00,13.4,97,13.0,13.3,0.0,0.0,0.0,0.0,3,1018.3,989.4,90,100,0,0,0.0,0.04,7.1,12.6,255,268,15.8,14.2,15.1,14.2,14.1,0.3,0.318,0.343,0.252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.50439,-8.268982,242.0,2001-04-02 06:00:00,13.3,96,12.7,13.2,0.0,0.0,0.0,0.0,3,1019.0,990.1,91,100,0,4,0.0,0.06,6.2,11.5,277,284,15.1,14.2,15.1,14.2,14.1,0.3,0.318,0.343,0.252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.50439,-8.268982,242.0,2001-04-02 07:00:00,13.6,95,12.8,13.5,0.0,0.0,0.0,0.0,3,1019.4,990.5,82,91,0,1,0.02,0.08,6.8,11.8,288,293,13.7,14.3,15.0,14.2,14.1,0.3,0.318,0.343,0.252,1,0.0,10.0,0.0,10.0,0.0,10.0,81.3,22.4,0.0,22.4,0.0,12.9,182.5,,,,,,
37.50439,-8.268982,242.0,2001-04-02 08:00:00,13.7,93,12.6,13.4,0.0,0.0,0.0,0.0,3,1020.2,991.3,89,99,0,0,0.04,0.11,7.7,10.6,298,298,16.2,14.6,14.9,14.2,14.1,0.3,0.318,0.343,0.252,1,0.0,79.0,11.0,68.0,46.8,79.0,321.7,112.4,15.7,96.8,46.8,112.4,457.8,,,,,,
37.50439,-8.268982,242.0,2001-04-02 09:00:00,14.2,90,12.5,13.8,0.0,0.0,0.0,0.0,2,1020.7,991.8,69,76,0,1,0.1,0.17,8.3,10.9,304,304,19.1,15.3,15.0,14.2,14.1,0.3,0.317,0.343,0.252,1,1921.02,204.0,53.0,151.0,124.0,204.0,585.3,246.3,64.0,182.3,124.0,246.3,706.8,,,,,,
37.50439,-8.268982,242.0,2001-04-02 10:00:00,15.3,78,11.5,14.3,0.0,0.0,0.0,0.0,1,1020.9,992.1,47,52,0,0,0.25,0.39,10.0,12.8,319,320,24.1,16.7,15.1,14.3,14.1,0.3,0.317,0.343,0.252,1,3600.0,489.0,350.0,139.0,589.0,489.0,814.0,548.2,392.4,155.8,589.0,548.2,912.5,,,,,,
37.50439,-8.268982,242.0,2001-04-02 11:00:00,16.6,67,10.5,15.3,0.0,0.0,0.0,0.0,3,1021.0,992.4,81,89,1,2,0.31,0.61,10.4,13.5,316,316,25.6,17.7,15.2,14.3,14.1,0.299,0.317,0.343,0.252,1,3600.0,562.0,333.0,229.0,459.7,562.0,992.1,601.0,356.1,244.9,459.7,601.0,1061.0,,,,,,
37.50439,-8.268982,242.0,2001-04-02 12:00:00,17.5,62,10.1,15.8,0.0,0.0,0.0,0.0,3,1021.2,992.6,99,92,12,30,0.32,0.76,12.3,15.6,308,308,27.0,18.4,15.4,14.3,14.1,0.298,0.316,0.343,0.252,1,3600.0,537.0,219.0,318.0,270.8,537.0,1107.6,553.8,225.8,327.9,270.8,553.8,1142.2,,,,,,
37.50439,-8.268982,242.0,2001-04-02 13:00:00,17.7,63,10.5,15.7,0.0,0.0,0.0,0.0,3,1021.2,992.7,98,58,40,73,0.3,0.76,14.8,19.5,309,309,31.0,18.7,15.6,14.3,14.1,0.297,0.316,0.343,0.252,1,3600.0,486.0,256.0,230.0,304.2,486.0,1152.6,485.1,255.5,229.6,304.2,485.1,1150.5,,,,,,
37.50439,-8.268982,242.0,2001-04-02 14:00:00,17.5,66,11.1,15.5,0.2,0.2,0.0,0.0,51,1021.3,992.7,100,55,52,86,0.33,0.68,17.3,23.2,315,314,35.6,19.0,15.8,14.3,14.1,0.297,0.315,0.342,0.252,1,3600.0,587.0,352.0,235.0,428.9,587.0,1124.0,566.8,339.9,226.9,428.9,566.8,1085.4,,,,,,
37.50439,-8.268982,242.0,2001-04-02 15:00:00,17.3,68,11.4,15.0,0.0,0.0,0.0,0.0,3,1021.4,992.8,100,62,61,93,0.31,0.63,19.7,26.9,322,322,38.9,19.1,16.0,14.3,14.1,0.296,0.315,0.342,0.252,1,3600.0,580.0,396.0,184.0,529.7,580.0,1023.9,538.9,367.9,171.0,529.7,538.9,951.3,,,,,,
37.50439,-8.268982,242.0,2001-04-02 16:00:00,16.4,70,11.0,14.0,0.0,0.0,0.0,0.0,3,1021.1,992.4,100,56,42,90,0.22,0.55,19.3,27.2,327,328,40.3,18.4,16.1,14.3,14.1,0.296,0.314,0.342,0.252,1,3600.0,379.0,211.0,168.0,336.4,379.0,859.0,334.2,186.1,148.2,336.4,334.2,757.5,,,,,,
37.50439,-8.268982,242.0,2001-04-02 17:00:00,15.8,68,9.9,13.1,0.0,0.0,0.0,0.0,2,1021.5,992.8,58,28,19,73,0.18,0.57,18.4,25.9,332,333,38.5,17.7,16.2,14.3,14.1,0.295,0.314,0.342,0.252,1,3600.0,312.0,168.0,144.0,359.1,312.0,640.7,251.9,135.6,116.2,359.1,251.9,517.2,,,,,,
37.50439,-8.268982,242.0,2001-04-02 18:00:00,14.9,66,8.6,12.1,0.0,0.0,0.0,0.0,1,1021.7,992.9,28,8,5,61,0.13,0.58,16.3,23.7,332,334,36.0,16.8,16.2,14.3,14.1,0.295,0.314,0.342,0.252,1,3600.0,197.0,124.0,73.0,442.5,197.0,383.8,126.6,79.7,46.9,442.5,126.6,246.7,,,,,,
37.50439,-8.268982,242.0,2001-04-02 19:00:00,13.4,68,7.7,11.0,0.0,0.0,0.0,0.0,0,1021.9,992.9,19,0,1,62,0.05,0.49,12.8,23.0,328,331,31.0,15.6,16.1,14.3,14.1,0.295,0.314,0.342,0.252,0,1289.32,44.0,18.0,26.0,142.2,44.0,113.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.50439,-8.268982,242.0,2001-04-02 20:00:00,12.4,71,7.2,9.8,0.0,0.0,0.0,0.0,1,1022.5,993.4,27,0,0,89,0.03,0.42,12.8,24.5,328,330,24.5,14.6,16.0,14.3,14.1,0.295,0.314,0.342,0.252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.50439,-8.268982,242.0,2001-04-02 21:00:00,11.6,72,6.7,9.0,0.0,0.0,0.0,0.0,1,1023.1,993.9,29,0,0,98,0.03,0.39,12.6,24.6,333,335,23.8,13.8,15.8,14.4,14.1,0.295,0.314,0.342,0.252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.50439,-8.268982,242.0,2001-04-02 22:00:00,11.0,73,6.4,8.2,0.0,0.0,0.0,0.0,1,1023.8,994.5,30,0,0,99,0.02,0.35,12.6,25.3,336,340,22.7,13.2,15.6,14.4,14.1,0.295,0.314,0.342,0.252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.50439,-8.268982,242.0,2001-04-02 23:00:00,10.3,75,6.1,7.7,0.0,0.0,0.0,0.0,1,1023.7,994.4,26,0,0,88,0.02,0.32,11.6,24.8,344,347,20.5,12.6,15.4,14.4,14.1,0.295,0.314,0.342,0.252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.50439,-8.268982,242.0,2001-04-03 00:00:00,9.7,77,5.9,7.1,0.0,0.0,0.0,0.0,0,1024.0,994.6,19,0,0,63,0.01,0.27,10.7,23.6,348,352,19.1,12.1,15.2,14.4,14.1,0.295,0.314,0.342,0.252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.50439,-8.268982,242.0,2001-04-03 01:00:00,9.2,78,5.6,6.7,0.0,0.0,0.0,0.0,0,1023.4,993.9,9,0,0,31,0.01,0.25,9.5,22.7,351,356,19.1,11.6,14.9,14.4,14.1,0.295,0.314,0.342,0.252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
37.50439,-8.268982,242.0,2001-04-03 02:00:00,8.6,80,5.4,6.1,0.0,0.0,0.0,0.0,0,1022.9,993.4,3,0,0,11,0.01,0.22,10.0,23.2,347,354,17.6,11.2,14.7,14.4,14.1,0.295,0.314,0.342,0.252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
