latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant
41.08963,-7.3285522,590.0,2020-04-15T00:00,9.2,87,7.1,7.5,0.0,0.0,0.0,0.0,1,1009.4,940.3,37,3,55,3,0.0,0.16,6.5,18.0,109,119,18.0,11.4,12.4,11.2,9.8,0.365,0.357,0.314,0.306,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.08963,-7.3285522,590.0,2020-04-15T01:00,9.6,87,7.5,8.0,0.0,0.0,0.0,0.0,0,1008.8,939.8,17,14,8,0,0.0,0.16,6.9,17.6,99,105,17.6,11.0,12.2,11.2,9.8,0.365,0.357,0.314,0.306,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.08963,-7.3285522,590.0,2020-04-15T02:00,8.8,91,7.3,7.2,0.0,0.0,0.0,0.0,1,1008.6,939.5,46,25,30,17,0.0,0.11,6.2,17.1,100,105,16.6,10.5,12.1,11.2,9.8,0.365,0.357,0.314,0.306,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.08963,-7.3285522,590.0,2020-04-15T03:00,8.9,91,7.5,6.8,0.1,0.1,0.0,0.0,51,1008.4,939.3,91,2,99,99,0.0,0.1,9.7,20.9,92,105,21.2,10.2,12.0,11.2,9.8,0.365,0.357,0.314,0.306,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.08963,-7.3285522,590.0,2020-04-15T04:00,9.2,90,7.7,7.0,0.1,0.1,0.0,0.0,51,1008.4,939.4,100,46,54,86,0.0,0.11,10.9,21.4,99,110,24.5,10.2,11.8,11.2,9.8,0.365,0.357,0.314,0.306,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.08963,-7.3285522,590.0,2020-04-15T05:00,8.9,91,7.5,6.5,0.0,0.0,0.0,0.0,2,1008.2,939.1,70,28,28,94,0.0,0.1,12.1,23.9,100,111,26.6,10.0,11.7,11.2,9.8,0.365,0.357,0.314,0.306,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.08963,-7.3285522,590.0,2020-04-15T06:00,9.4,89,7.6,6.8,0.0,0.0,0.0,0.0,3,1008.4,939.4,100,30,85,96,0.02,0.14,13.6,25.5,127,137,29.5,9.9,11.5,11.2,9.8,0.365,0.357,0.314,0.306,1,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,25.7
41.08963,-7.3285522,590.0,2020-04-15T07:00,10.2,84,7.6,7.5,0.0,0.0,0.0,0.0,2,1008.7,939.9,77,4,74,96,0.04,0.2,14.5,25.2,132,138,31.7,10.0,11.4,11.2,9.8,0.365,0.357,0.314,0.306,1,0.0,35.0,3.0,32.0,21.0,35.0,157.7,64.2,5.5,58.7,25.9,52.2,289.4
41.08963,-7.3285522,590.0,2020-04-15T08:00,11.0,82,8.0,8.4,0.1,0.1,0.0,0.0,51,1008.9,940.3,89,38,48,88,0.08,0.24,14.2,21.9,120,126,32.0,10.6,11.3,11.2,9.8,0.365,0.357,0.314,0.306,1,1027.7,144.0,29.0,115.0,94.3,144.0,418.3,187.2,37.7,149.5,94.3,187.2,543.9
41.08963,-7.3285522,590.0,2020-04-15T09:00,11.9,83,9.0,9.3,0.2,0.2,0.0,0.0,51,1008.9,940.5,100,81,95,97,0.12,0.24,16.1,23.7,110,114,41.0,11.2,11.3,11.2,9.8,0.366,0.357,0.314,0.306,1,1964.38,248.0,61.0,187.0,125.5,248.0,660.9,289.6,71.2,218.4,125.5,289.6,771.9
41.08963,-7.3285522,590.0,2020-04-15T10:00,11.2,85,8.8,8.9,3.4,3.4,0.0,0.0,63,1009.3,940.7,100,68,87,88,0.09,0.2,13.6,23.7,127,134,46.4,11.3,11.3,11.2,9.8,0.407,0.358,0.314,0.306,1,0.0,164.0,21.0,143.0,32.9,164.0,869.0,180.7,23.1,157.6,32.9,180.7,957.7
41.08963,-7.3285522,590.0,2020-04-15T11:00,12.1,80,8.7,8.9,0.3,0.3,0.0,0.0,51,1008.7,940.3,78,24,50,87,0.15,0.28,19.6,28.9,139,140,55.4,11.8,11.3,11.2,9.8,0.404,0.359,0.314,0.306,1,2086.3,312.0,98.0,214.0,129.5,312.0,1028.4,330.4,103.8,226.6,129.5,330.4,1088.9
41.08963,-7.3285522,590.0,2020-04-15T12:00,11.0,83,8.2,7.5,1.3,1.3,0.0,0.0,61,1008.4,939.8,48,15,32,51,0.15,0.23,21.1,32.6,136,139,63.4,11.4,11.1,11.2,9.8,0.417,0.364,0.316,0.306,1,3187.92,344.0,138.0,206.0,166.3,344.0,1128.3,352.6,141.4,211.1,166.3,352.6,1156.4
41.08963,-7.3285522,590.0,2020-04-15T13:00,12.7,84,10.0,10.2,0.7,0.7,0.0,0.0,53,1007.8,939.6,100,33,95,94,0.19,0.24,17.1,24.3,129,130,53.6,12.1,11.2,11.2,9.8,0.416,0.366,0.316,0.306,1,3600.0,406.0,188.0,218.0,220.0,406.0,1161.9,403.8,187.0,216.8,220.0,403.8,1155.7
41.08963,-7.3285522,590.0,2020-04-15T14:00,11.9,84,9.2,9.1,4.6,4.6,0.0,0.0,63,1007.6,939.2,100,98,99,97,0.16,0.23,17.6,27.0,134,138,55.1,12.3,11.3,11.2,9.8,0.434,0.376,0.316,0.306,1,2723.46,347.0,125.0,222.0,150.8,347.0,1126.9,334.7,120.6,214.1,150.8,334.7,1086.8
41.08963,-7.3285522,590.0,2020-04-15T15:00,11.9,81,8.8,9.8,0.2,0.2,0.0,0.0,51,1007.4,939.1,42,10,44,22,0.1,0.26,12.3,22.0,175,179,48.2,11.8,11.3,11.2,9.8,0.422,0.38,0.316,0.306,1,0.0,163.0,0.0,163.0,0.0,163.0,1025.7,151.7,0.0,151.7,0.0,151.7,954.6
41.08963,-7.3285522,590.0,2020-04-15T16:00,13.8,67,7.8,10.8,0.0,0.0,0.0,0.0,1,1007.2,939.3,40,11,27,47,0.24,0.52,16.7,24.1,187,190,56.2,12.8,11.4,11.2,9.8,0.416,0.382,0.316,0.306,1,3600.0,472.0,313.0,159.0,491.7,472.0,865.3,418.8,277.7,141.1,491.7,418.8,767.9
41.08963,-7.3285522,590.0,2020-04-15T17:00,13.8,58,5.7,9.8,0.1,0.1,0.0,0.0,51,1007.9,940.0,79,35,35,88,0.21,0.66,19.6,30.0,194,194,54.0,13.1,11.5,11.2,9.8,0.411,0.383,0.316,0.306,1,3600.0,348.0,224.0,124.0,463.7,348.0,656.7,285.9,184.1,101.9,463.7,285.9,539.6
41.08963,-7.3285522,590.0,2020-04-15T18:00,11.9,70,6.7,8.4,0.0,0.0,0.0,0.0,1,1009.1,940.7,33,17,29,1,0.09,0.41,18.5,30.3,204,207,44.6,12.6,11.6,11.2,9.8,0.408,0.383,0.316,0.306,1,1155.22,114.0,30.0,84.0,98.5,114.0,413.9,78.5,20.7,57.9,98.5,78.5,285.2
41.08963,-7.3285522,590.0,2020-04-15T19:00,10.5,81,7.3,7.4,0.1,0.1,0.0,0.0,51,1010.5,941.6,32,10,37,2,0.04,0.25,16.3,28.2,208,210,41.4,11.9,11.6,11.2,9.8,0.406,0.384,0.317,0.306,1,2550.16,59.0,31.0,28.0,219.3,59.0,153.7,8.5,4.5,4.0,51.2,6.8,22.1
41.08963,-7.3285522,590.0,2020-04-15T20:00,9.7,86,7.4,7.2,0.1,0.1,0.0,0.0,51,1011.7,942.6,35,12,41,0,0.03,0.17,12.7,24.5,209,213,35.3,11.2,11.6,11.2,9.8,0.404,0.384,0.317,0.306,0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
41.08963,-7.3285522,590.0,2020-04-15T21:00,9.4,89,7.7,7.4,0.0,0.0,0.0,0.0,1,1012.9,943.6,45,24,39,0,0.0,0.13,10.0,20.7,195,200,28.4,10.7,11.6,11.2,9.8,0.402,0.384,0.317,0.306,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
