surface,latitude,longitude,fbupinx,drtcode,dufmcode,ffmcode,fdsrte,fwinx,infsinx
0.0,37.34784070938886,353.33333333333337,182.25,395.75,182.5,89.45703,15.5546875,36.125,9.125
0.0,36.78621931791178,350.6666666666667,,,,,,,
0.0,36.78621931791178,351.33333333333337,76.25,506.25,47.0,77.32617,1.921875,11.089844,2.9414062
0.0,36.78621931791178,352.0,85.0,455.75,55.5,75.56836,1.8046875,10.6875,2.5976562
0.0,36.78621931791178,352.6666666666667,,,,,,,
0.0,36.78621931791178,353.33333333333337,98.0,371.5,73.25,82.5332,3.625,15.871094,3.8632812
0.0,41.840811206489,350.64,,,,,,,
0.0,41.840811206489,351.36,9.0,95.0,5.0,40.015625,9.571503e-18,0.0390625,0.06640626
0.0,41.840811206489,352.08,10.5,90.5,6.25,42.382812,9.571503e-18,0.05859375,0.09375001
0.0,41.840811206489,352.8,31.0,216.75,19.0,56.45703,0.015625,0.7890625,0.65234375
0.0,41.840811206489,353.52,61.75,309.0,41.25,68.37695,0.375,4.3984375,1.2578125
0.0,41.27918996225089,350.64,,,,,,,
0.0,41.27918996225089,351.36,18.75,178.5,10.75,47.02539,9.571503e-18,0.21875,0.25
0.0,41.27918996225089,352.08,34.5,175.5,22.75,52.960938,0.0078125,0.515625,0.3984375
0.0,41.27918996225089,352.8,85.25,490.0,54.5,66.609375,0.4609375,4.9648438,1.1132812
0.0,41.27918996225089,353.52,139.75,413.75,121.0,87.640625,10.5078125,28.941406,7.21875
0.0,40.71756869718417,350.859375,,,,,,,
0.0,40.71756869718417,351.5625,48.25,249.0,31.75,59.498047,0.1171875,2.2929688,0.87890625
0.0,40.71756869718417,352.265625,47.5,205.25,33.25,53.48633,0.015625,0.75,0.4609375
