surface,latitude,longitude,fbupinx,drtcode,dufmcode,ffmcode,fdsrte,fwinx,infsinx
0.0,37.34784070938886,350.6666666666667,92.75,650.5,56.5,70.09766,0.3046875,3.9023438,0.8359375
0.0,37.34784070938886,351.33333333333337,206.5,662.25,169.0,88.72266,6.4296875,21.929688,4.28125
0.0,37.34784070938886,352.0,220.75,655.25,190.5,87.66797,5.3203125,19.710938,3.6523438
0.0,37.34784070938886,352.6666666666667,274.75,648.0,275.0,94.33594,14.4140625,34.597656,8.082031
0.0,37.34784070938886,353.33333333333337,279.25,536.25,280.25,93.37109,16.28125,37.066406,8.96875
0.0,36.78621931791178,350.6666666666667,,,,,,,
0.0,36.78621931791178,351.33333333333337,100.75,619.25,63.25,81.90625,1.34375,9.058594,1.8867188
0.0,36.78621931791178,352.0,120.0,646.0,78.25,83.42578,2.75,13.582031,2.7617188
0.0,36.78621931791178,352.6666666666667,,,,,,,
0.0,36.78621931791178,353.33333333333337,139.5,484.0,109.0,85.11719,6.5546875,22.175781,4.9257812
0.0,41.840811206489,350.64,,,,,,,
0.0,41.840811206489,351.36,16.5,146.5,9.5,46.742188,9.4887195e-18,0.14453125,0.1796875
0.0,41.840811206489,352.08,41.75,134.25,34.0,87.29492,1.4921875,9.597656,3.8203125
0.0,41.840811206489,352.8,71.25,282.5,52.0,95.916016,29.835938,52.191406,28.0
0.0,41.840811206489,353.52,106.0,421.25,77.25,96.73242,44.703125,65.58594,30.507812
0.0,41.27918996225089,350.64,,,,,,,
0.0,41.27918996225089,351.36,20.5,226.75,11.75,55.84961,0.0078125,0.48046875,0.51953125
0.0,41.27918996225089,352.08,71.0,240.25,56.5,90.853516,6.1953125,21.472656,7.375
0.0,41.27918996225089,352.8,170.25,600.0,132.0,95.9707,42.507812,63.746094,22.914062
0.0,41.27918996225089,353.52,181.25,559.5,152.25,96.63867,49.859375,69.76172,26.136719
0.0,40.71756869718417,350.859375,,,,,,,
0.0,40.71756869718417,351.5625,51.75,318.25,32.5,65.12109,0.1328125,2.4179688,0.8671875
0.0,40.71756869718417,352.265625,59.0,260.75,41.25,90.140625,6.5234375,22.101562,8.7890625
0.0,40.71756869718417,352.96875,131.5,444.25,104.25,94.39844,31.953125,54.257812,19.636719
0.0,40.15594741204222,350.859375,42.25,388.25,24.5,76.07031,0.265625,3.6328125,1.3828125
0.0,40.15594741204222,351.5625,86.75,359.5,62.0,66.8418,0.3671875,4.3632812,0.97265625
0.0,40.15594741204222,352.265625,157.75,374.0,157.75,91.634766,20.351562,42.046875,12.066406
0.0,40.15594741204222,352.96875,250.75,529.75,251.25,93.896484,35.507812,57.58203,18.09375
0.0,39.594326107545804,350.6666666666667,39.75,430.5,22.5,81.83594,0.453125,4.9101562,1.9101562
0.0,39.594326107545804,351.33333333333337,99.5,499.0,66.25,59.808594,0.1953125,3.0390625,0.640625
0.0,39.594326107545804,352.0,158.5,483.25,134.5,85.53711,6.015625,21.117188,4.3554688
0.0,39.594326107545804,352.6666666666667,256.25,544.0,257.0,90.89258,15.59375,36.171875,8.683594
0.0,39.594326107545804,353.33333333333337,293.75,584.0,294.75,94.70117,31.773438,54.08203,16.207031
0.0,39.03270478438495,350.6666666666667,141.25,703.75,94.25,86.22266,5.515625,20.109375,4.2695312
0.0,39.03270478438495,351.33333333333337,105.75,538.5,70.0,61.751953,0.2421875,3.4570312,0.68359375
0.0,39.03270478438495,352.0,136.75,558.75,98.5,81.61328,2.09375,11.628906,2.1171875
0.0,39.03270478438495,352.6666666666667,255.25,579.5,255.5,89.5625,11.140625,29.917969,6.53125
0.0,39.03270478438495,353.33333333333337,216.5,737.5,171.0,92.958984,20.25,41.929688,11.09375
0.0,38.47108344322056,350.6666666666667,76.25,587.75,45.5,81.57617,1.59375,9.9765625,2.5859375
0.0,38.47108344322056,351.33333333333337,118.75,610.75,78.25,64.56055,0.3671875,4.3554688,0.78125
0.0,38.47108344322056,352.0,247.75,567.5,248.0,87.74414,6.578125,22.214844,4.2617188
0.0,38.47108344322056,352.6666666666667,232.25,572.5,232.25,90.375,12.3984375,31.777344,7.203125
0.0,38.47108344322056,353.33333333333337,277.0,571.25,277.75,92.927734,24.03125,46.1875,12.628906
0.0,37.909462084686055,350.6666666666667,,,,,,,
0.0,37.909462084686055,351.33333333333337,138.0,599.25,97.0,70.57422,0.515625,5.2890625,0.87109375
0.0,37.909462084686055,352.0,246.25,618.25,245.5,88.171875,6.15625,21.398438,4.046875
0.0,37.909462084686055,352.6666666666667,244.25,592.5,244.25,91.39453,14.2421875,34.367188,8.0625
0.0,37.909462084686055,353.33333333333337,246.5,458.0,247.5,93.384766,30.859375,53.19922,15.9375
0.0,37.34784070938886,350.6666666666667,98.75,569.0,63.0,83.28516,1.8515625,10.855469,2.375
0.0,37.34784070938886,351.33333333333337,230.25,623.25,214.0,88.56641,8.6484375,25.921875,5.3476562
0.0,37.34784070938886,352.0,281.5,631.75,282.0,93.125,16.1875,36.945312,8.917969
0.0,37.34784070938886,352.6666666666667,270.75,638.0,271.0,93.390625,19.375,40.898438,10.449219
0.0,37.34784070938886,353.33333333333337,281.0,542.25,282.25,93.04492,22.054688,44.0,11.691406
0.0,36.78621931791178,350.6666666666667,,,,,,,
0.0,36.78621931791178,351.33333333333337,103.75,618.75,65.5,83.06445,2.859375,13.8671875,3.1171875
0.0,36.78621931791178,352.0,116.5,572.0,78.25,83.59961,3.7890625,16.265625,3.5585938
0.0,36.78621931791178,352.6666666666667,,,,,,,
0.0,36.78621931791178,353.33333333333337,139.5,495.75,107.5,84.87695,6.515625,22.09375,4.9023438
0.0,41.840811206489,350.64,,,,,,,
0.0,41.840811206489,351.36,6.75,44.0,4.25,43.16211,1.0537142e-17,0.0546875,0.10937501
0.0,41.840811206489,352.08,33.0,146.0,23.0,79.66016,0.453125,4.921875,2.1757812
0.0,41.840811206489,352.8,68.25,318.0,46.75,84.06445,3.2109375,14.8125,4.6015625
0.0,41.840811206489,353.52,116.5,437.5,87.25,85.61133,6.2421875,21.566406,5.2304688
0.0,41.27918996225089,350.64,,,,,,,
0.0,41.27918996225089,351.36,18.75,133.75,11.25,70.71875,0.0234375,0.9375,1.078125
0.0,41.27918996225089,352.08,63.5,269.0,45.25,86.37695,2.5859375,13.097656,4.1367188
0.0,41.27918996225089,352.8,141.75,616.0,99.5,94.40625,28.414062,50.76953,17.0
0.0,41.27918996225089,353.52,216.5,551.75,212.5,92.20117,30.046875,52.402344,15.785156
0.0,40.71756869718417,350.859375,,,,,,,
0.0,40.71756869718417,351.5625,45.25,246.5,29.5,78.50195,0.4140625,4.6601562,1.65625
0.0,40.71756869718417,352.265625,55.5,261.75,37.75,87.921875,3.390625,15.269531,5.5703125
0.0,40.71756869718417,352.96875,128.25,494.75,95.0,88.84766,12.375,31.75,8.6484375
0.0,40.15594741204222,350.859375,36.75,413.25,20.75,65.02734,0.078125,1.828125,0.921875
0.0,40.15594741204222,351.5625,63.0,298.75,42.75,82.34766,1.125,8.175781,2.3632812
0.0,40.15594741204222,352.265625,91.5,350.0,67.75,90.916016,8.8828125,26.324219,8.191406
0.0,40.15594741204222,352.96875,192.5,526.5,177.25,93.99219,31.742188,54.054688,16.945312
0.0,39.594326107545804,350.6666666666667,48.0,438.5,27.75,76.947266,0.2734375,3.6640625,1.2773438
0.0,39.594326107545804,351.33333333333337,101.75,476.75,69.5,80.56055,1.359375,9.109375,1.8867188
0.0,39.594326107545804,352.0,109.25,439.5,79.25,89.89258,8.8125,26.207031,7.1875
0.0,39.594326107545804,352.6666666666667,175.75,511.25,154.25,92.36914,17.445312,38.54297,10.175781
0.0,39.594326107545804,353.33333333333337,156.25,563.75,119.5,93.203125,20.125,41.785156,11.996094
0.0,39.03270478438495,350.6666666666667,122.5,650.25,80.0,84.01367,3.6171875,15.84375,3.3359375
0.0,39.03270478438495,351.33333333333337,111.25,514.25,76.25,83.0918,2.2734375,12.183594,2.5273438
0.0,39.03270478438495,352.0,130.0,584.5,90.0,89.49219,8.390625,25.484375,6.2226562
0.0,39.03270478438495,352.6666666666667,266.25,599.5,266.5,92.072266,17.132812,38.152344,9.3984375
0.0,39.03270478438495,353.33333333333337,318.75,719.0,319.5,93.99219,24.359375,46.54297,12.722656
0.0,38.47108344322056,350.6666666666667,95.25,589.25,59.75,79.890625,1.828125,10.785156,2.4179688
0.0,38.47108344322056,351.33333333333337,111.5,575.0,73.75,81.01758,2.015625,11.3984375,2.3203125
0.0,38.47108344322056,352.0,259.25,649.0,259.0,91.140625,13.421875,33.23047,7.6328125
0.0,38.47108344322056,352.6666666666667,153.25,606.0,112.0,91.9668,13.71875,33.652344,8.675781
0.0,38.47108344322056,353.33333333333337,161.5,587.75,122.75,92.5,17.460938,38.5625,10.46875
0.0,37.909462084686055,350.6666666666667,,,,,,,
0.0,37.909462084686055,351.33333333333337,116.5,566.25,78.5,80.01367,1.6953125,10.324219,2.0
0.0,37.909462084686055,352.0,256.0,658.75,248.75,91.55664,14.609375,34.86328,8.2109375
0.0,37.909462084686055,352.6666666666667,247.0,601.75,247.25,91.62305,13.4453125,33.26953,7.671875
0.0,37.909462084686055,353.33333333333337,253.5,495.75,254.25,93.328125,24.960938,47.191406,13.1328125
0.0,37.34784070938886,350.6666666666667,99.75,641.25,62.0,81.39258,2.2578125,12.1328125,2.703125
0.0,37.34784070938886,351.33333333333337,126.5,594.0,86.0,84.09375,4.578125,18.09375,3.9140625
0.0,37.34784070938886,352.0,275.25,676.5,275.5,94.1582,25.1875,47.429688,13.171875
0.0,37.34784070938886,352.6666666666667,277.25,695.75,276.0,94.16406,22.101562,44.054688,11.722656
0.0,37.34784070938886,353.33333333333337,300.0,586.0,301.25,93.0293,22.617188,44.628906,11.925781
0.0,36.78621931791178,350.6666666666667,,,,,,,
0.0,36.78621931791178,351.33333333333337,87.75,649.75,52.75,75.80078,1.5625,9.863281,2.3046875
0.0,36.78621931791178,352.0,122.75,622.75,81.5,83.76172,6.921875,22.855469,5.5
0.0,36.78621931791178,352.6666666666667,,,,,,,
0.0,36.78621931791178,353.33333333333337,143.0,491.25,112.5,83.05469,5.9140625,20.917969,4.484375
0.0,41.840811206489,350.64,,,,,,,
0.0,41.840811206489,351.36,7.5,141.0,4.0,47.757812,8.8237465e-18,0.125,0.23828125
0.0,41.840811206489,352.08,23.0,147.0,14.25,70.70117,0.0859375,1.9179688,1.296875
0.0,41.840811206489,352.8,59.0,320.0,38.25,78.09766,0.8359375,6.90625,2.0546875
0.0,41.840811206489,353.52,100.5,512.0,66.5,84.18945,4.84375,18.683594,4.7304688
0.0,41.27918996225089,350.64,,,,,,,
0.0,41.27918996225089,351.36,12.25,222.5,6.5,54.16992,0.0078125,0.39453125,0.58203125
0.0,41.27918996225089,352.08,60.75,262.75,42.75,78.384766,0.828125,6.8710938,2.0
0.0,41.27918996225089,352.8,149.5,625.0,106.75,87.98242,10.515625,28.957031,7.0039062
0.0,41.27918996225089,353.52,145.25,581.0,105.75,88.02539,11.96875,31.15625,7.90625
0.0,40.71756869718417,350.859375,,,,,,,
0.0,40.71756869718417,351.5625,38.75,294.5,23.25,76.41797,0.359375,4.28125,1.7070312
0.0,40.71756869718417,352.265625,60.0,277.5,41.25,79.509766,0.875,7.1132812,2.09375
0.0,40.71756869718417,352.96875,152.5,528.5,119.25,88.54297,11.125,29.890625,7.28125
0.0,40.15594741204222,350.859375,21.75,339.0,12.0,52.664062,0.0078125,0.578125,0.60546875
0.0,40.15594741204222,351.5625,85.25,367.0,60.0,74.296875,0.8046875,6.7773438,1.5351562
0.0,40.15594741204222,352.265625,106.25,374.5,82.25,82.02734,2.46875,12.761719,2.7578125
0.0,40.15594741204222,352.96875,274.75,516.75,276.0,88.54297,12.515625,31.945312,7.1679688
0.0,39.594326107545804,350.6666666666667,36.75,446.0,20.5,63.660156,0.2265625,3.3359375,1.421875
0.0,39.594326107545804,351.33333333333337,120.25,534.25,83.75,80.49219,2.78125,13.660156,2.78125
0.0,39.594326107545804,352.0,121.5,479.75,89.0,83.88867,4.1796875,17.199219,3.7382812
0.0,39.594326107545804,352.6666666666667,266.0,546.25,266.75,86.02734,8.578125,25.816406,5.25
0.0,39.594326107545804,353.33333333333337,304.0,604.0,305.0,91.01172,18.875,40.29297,10.167969
0.0,39.03270478438495,350.6666666666667,140.0,661.5,95.25,72.572266,1.2734375,8.796875,1.4960938
0.0,39.03270478438495,351.33333333333337,122.5,608.75,82.0,84.85742,4.9140625,18.839844,4.2070312
0.0,39.03270478438495,352.0,119.75,615.5,79.0,87.140625,6.65625,22.371094,5.4179688
0.0,39.03270478438495,352.6666666666667,263.75,609.0,264.25,87.765625,10.125,28.335938,6.015625
0.0,39.03270478438495,353.33333333333337,317.25,718.0,317.75,91.09961,18.140625,39.402344,9.8125
0.0,38.47108344322056,350.6666666666667,98.0,645.25,60.5,81.89258,2.7109375,13.464844,3.125
0.0,38.47108344322056,351.33333333333337,112.25,626.0,72.25,85.60547,5.9375,20.96875,5.1484375
0.0,38.47108344322056,352.0,155.75,681.5,109.0,89.26172,11.5390625,30.515625,7.4453125
0.0,38.47108344322056,352.6666666666667,199.75,616.0,168.0,89.31445,12.5546875,32.003906,7.4453125
0.0,38.47108344322056,353.33333333333337,174.25,571.75,140.5,90.88867,18.25,39.53125,10.609375
0.0,37.909462084686055,350.6666666666667,,,,,,,
0.0,37.909462084686055,351.33333333333337,129.75,642.5,86.75,85.609375,6.5234375,22.113281,5.0898438
0.0,37.909462084686055,352.0,263.25,679.25,255.25,90.17578,15.15625,35.601562,8.4609375
0.0,37.909462084686055,352.6666666666667,245.5,607.25,245.75,90.31445,14.65625,34.933594,8.261719
0.0,37.909462084686055,353.33333333333337,261.5,511.0,262.5,91.76953,21.421875,43.285156,11.4375
0.0,37.34784070938886,350.6666666666667,105.75,692.5,65.25,82.171875,3.109375,14.546875,3.2734375
0.0,37.34784070938886,351.33333333333337,170.25,687.5,123.25,87.52734,11.953125,31.132812,7.4375
0.0,37.34784070938886,352.0,283.25,661.0,283.5,92.99414,26.789062,49.109375,13.902344
0.0,37.34784070938886,352.6666666666667,282.25,639.5,282.75,92.46094,22.039062,43.984375,11.683594
0.0,37.34784070938886,353.33333333333337,297.5,574.25,298.75,91.76367,20.804688,42.570312,11.078125
0.0,36.78621931791178,350.6666666666667,,,,,,,
0.0,36.78621931791178,351.33333333333337,100.5,631.0,62.75,81.2793,3.75,16.167969,3.890625
0.0,36.78621931791178,352.0,123.75,601.0,83.25,83.47461,6.5078125,22.082031,5.2148438
0.0,36.78621931791178,352.6666666666667,,,,,,,
0.0,36.78621931791178,353.33333333333337,146.25,506.25,114.5,84.45117,8.1328125,25.046875,5.7304688
0.0,41.840811206489,350.64,,,,,,,
0.0,41.840811206489,351.36,8.25,150.0,4.5,43.597656,9.106533e-18,0.06640625,0.12109376
0.0,41.840811206489,352.08,15.25,103.0,9.25,51.966797,9.106533e-18,0.265625,0.34375
0.0,41.840811206489,352.8,94.75,367.25,70.0,80.94141,1.8203125,10.7421875,2.4140625
0.0,41.840811206489,353.52,147.25,492.0,117.5,86.96875,8.703125,26.015625,6.0351562
0.0,41.27918996225089,350.64,,,,,,,
0.0,41.27918996225089,351.36,15.5,241.75,8.5,44.009766,9.106533e-18,0.12109375,0.15625
0.0,41.27918996225089,352.08,42.0,231.5,27.25,78.134766,0.5078125,5.2304688,1.953125
0.0,41.27918996225089,352.8,161.75,621.75,119.75,88.734375,11.8046875,30.910156,7.484375
0.0,41.27918996225089,353.52,174.75,591.0,138.75,86.39258,9.1484375,26.765625,5.9101562
0.0,40.71756869718417,350.859375,,,,,,,
0.0,40.71756869718417,351.5625,60.25,359.25,38.25,77.833984,0.921875,7.3085938,2.1523438
0.0,40.71756869718417,352.265625,42.5,300.75,25.75,75.302734,0.375,4.390625,1.6367188
0.0,40.71756869718417,352.96875,143.75,484.5,114.5,85.61914,6.515625,22.09375,4.828125
0.0,40.15594741204222,350.859375,40.5,419.25,23.0,72.609375,0.59375,5.71875,2.1953125
0.0,40.15594741204222,351.5625,82.75,371.5,57.25,80.166016,2.1015625,11.6484375,2.9453125
0.0,40.15594741204222,352.265625,75.0,332.5,52.25,85.416016,3.7109375,16.082031,4.7851562
0.0,40.15594741204222,352.96875,168.5,560.0,135.0,90.15039,15.15625,35.601562,9.128906
0.0,39.594326107545804,350.6666666666667,44.25,435.75,25.25,75.59375,0.890625,7.1953125,2.6367188
0.0,39.594326107545804,351.33333333333337,229.5,617.5,214.25,84.28125,9.6953125,27.65625,5.875
0.0,39.594326107545804,352.0,113.75,431.75,84.75,88.63867,12.0546875,31.285156,9.089844
0.0,39.594326107545804,352.6666666666667,123.5,507.25,88.75,90.38867,14.625,34.88672,10.1796875
0.0,39.594326107545804,353.33333333333337,214.5,555.75,207.5,91.78516,19.210938,40.69922,10.605469
0.0,39.03270478438495,350.6666666666667,158.75,625.0,116.25,81.81641,5.265625,19.597656,3.9257812
0.0,39.03270478438495,351.33333333333337,197.25,641.25,160.25,84.17383,7.2421875,23.457031,4.7460938
0.0,39.03270478438495,352.0,124.0,494.5,90.5,90.91797,16.195312,36.953125,11.082031
0.0,39.03270478438495,352.6666666666667,134.75,549.5,97.25,90.25781,13.65625,33.558594,9.15625
0.0,39.03270478438495,353.33333333333337,219.0,692.25,181.0,91.75781,18.867188,40.289062,10.410156
0.0,38.47108344322056,350.6666666666667,88.5,626.0,53.75,82.927734,4.7734375,18.539062,5.125
0.0,38.47108344322056,351.33333333333337,265.75,742.5,240.75,88.734375,16.09375,36.82422,8.902344
0.0,38.47108344322056,352.0,125.5,523.25,89.75,90.24805,12.6328125,32.117188,8.90625
0.0,38.47108344322056,352.6666666666667,180.25,611.75,142.5,90.3418,13.734375,33.67578,8.230469
0.0,38.47108344322056,353.33333333333337,294.5,573.75,295.75,91.009766,16.421875,37.25,9.019531
0.0,37.909462084686055,350.6666666666667,,,,,,,
0.0,37.909462084686055,351.33333333333337,246.0,681.75,224.25,87.88672,14.484375,34.695312,8.175781
0.0,37.909462084686055,352.0,131.5,567.5,92.5,89.24609,11.640625,30.671875,8.113281
0.0,37.909462084686055,352.6666666666667,249.75,636.0,245.0,90.31445,15.3828125,35.898438,8.597656
0.0,37.909462084686055,353.33333333333337,262.25,490.5,263.25,91.6543,17.65625,38.804688,9.652344
0.0,37.34784070938886,350.6666666666667,104.0,676.25,64.25,83.55859,7.671875,24.222656,6.6367188
0.0,37.34784070938886,351.33333333333337,246.25,661.5,230.5,88.484375,18.507812,39.851562,10.105469
0.0,37.34784070938886,352.0,184.25,680.5,139.25,92.69531,24.25,46.421875,13.425781
0.0,37.34784070938886,352.6666666666667,287.75,688.5,288.0,91.9707,18.164062,39.433594,9.8515625
0.0,37.34784070938886,353.33333333333337,294.75,607.5,295.75,91.83984,16.273438,37.058594,8.9453125
0.0,36.78621931791178,350.6666666666667,,,,,,,
0.0,36.78621931791178,351.33333333333337,110.25,670.5,69.5,84.24219,9.2109375,26.867188,7.40625
0.0,36.78621931791178,352.0,132.5,674.0,88.0,85.67578,7.6015625,24.105469,5.6835938
0.0,36.78621931791178,352.6666666666667,,,,,,,
0.0,36.78621931791178,353.33333333333337,149.0,526.25,115.25,85.015625,7.4140625,23.769531,5.2773438
0.0,41.840811206489,350.64,,,,,,,
0.0,41.840811206489,351.36,11.25,164.0,6.0,54.052734,9.184071e-18,0.296875,0.4609375
0.0,41.840811206489,352.08,30.75,148.75,20.75,50.25586,9.184071e-18,0.3046875,0.25390625
0.0,41.840811206489,352.8,80.75,309.75,60.0,75.896484,0.546875,5.4609375,1.2734375
0.0,41.840811206489,353.52,83.5,433.0,55.0,87.21875,4.3671875,17.625,4.9960938
0.0,41.27918996225089,350.64,,,,,,,
0.0,41.27918996225089,351.36,23.25,253.5,13.0,65.615234,0.046875,1.3828125,1.09375
0.0,41.27918996225089,352.08,73.75,268.0,56.25,68.93164,0.265625,3.6445312,0.9296875
0.0,41.27918996225089,352.8,185.0,629.0,146.25,89.34766,9.125,26.730469,5.8085938
0.0,41.27918996225089,353.52,195.0,589.0,166.5,88.30664,9.40625,27.1875,5.8828125
0.0,40.71756869718417,350.859375,,,,,,,
0.0,40.71756869718417,351.5625,51.75,346.25,31.75,74.240234,0.3515625,4.25,1.3828125
0.0,40.71756869718417,352.265625,71.5,288.75,51.75,85.37695,2.21875,12.019531,3.4101562
0.0,40.71756869718417,352.96875,145.5,473.75,118.0,87.16016,5.8125,20.707031,4.390625
0.0,40.15594741204222,350.859375,34.25,399.5,19.25,75.36914,0.5234375,5.296875,2.2773438
0.0,40.15594741204222,351.5625,90.25,388.0,63.75,82.14844,2.453125,12.7265625,3.0820312
0.0,40.15594741204222,352.265625,144.75,402.75,131.25,87.49414,7.21875,23.417969,5.2304688
0.0,40.15594741204222,352.96875,268.0,560.5,268.75,91.08203,15.5546875,36.121094,8.640625
0.0,39.594326107545804,350.6666666666667,43.25,457.25,24.5,81.884766,1.734375,10.4609375,4.125
0.0,39.594326107545804,351.33333333333337,113.75,528.25,78.0,85.7793,6.46875,22.007812,5.4570312
0.0,39.594326107545804,352.0,173.25,513.25,149.75,89.3125,12.8671875,32.453125,7.8710938
0.0,39.594326107545804,352.6666666666667,274.0,575.0,274.75,91.43945,18.585938,39.941406,10.0703125
0.0,39.594326107545804,353.33333333333337,312.5,615.75,313.5,92.26367,18.640625,40.015625,10.050781
0.0,39.03270478438495,350.6666666666667,152.25,732.25,103.0,83.67383,6.640625,22.335938,4.7851562
0.0,39.03270478438495,351.33333333333337,122.0,568.75,83.25,88.24609,9.6953125,27.652344,7.2617188
0.0,39.03270478438495,352.0,154.0,589.5,114.25,90.34766,12.7578125,32.29297,8.140625
0.0,39.03270478438495,352.6666666666667,272.75,611.0,273.0,91.28516,15.5078125,36.058594,8.609375
0.0,39.03270478438495,353.33333333333337,234.5,769.25,189.5,91.92578,15.7109375,36.32422,8.8046875
0.0,38.47108344322056,350.6666666666667,84.25,615.0,50.75,83.77539,4.78125,18.546875,5.3164062
0.0,38.47108344322056,351.33333333333337,134.0,640.75,90.75,88.69141,12.4453125,31.84375,8.488281
0.0,38.47108344322056,352.0,263.75,598.5,264.0,90.30664,14.46875,34.67578,8.128906
0.0,38.47108344322056,352.6666666666667,249.5,604.0,249.5,90.86914,14.34375,34.507812,8.1015625
0.0,38.47108344322056,353.33333333333337,294.5,603.0,295.25,91.697266,15.4921875,36.039062,8.574219
0.0,37.909462084686055,350.6666666666667,,,,,,,
0.0,37.909462084686055,351.33333333333337,151.0,628.75,108.0,87.91211,10.8203125,29.425781,7.1445312
0.0,37.909462084686055,352.0,261.25,649.25,261.25,90.0957,13.4609375,33.29297,7.6484375
0.0,37.909462084686055,352.6666666666667,260.25,624.0,260.5,90.59766,12.7734375,32.320312,7.3164062
0.0,37.909462084686055,353.33333333333337,265.0,490.0,266.0,91.984375,16.054688,36.76953,8.8828125
0.0,37.34784070938886,350.6666666666667,105.75,596.5,68.0,83.48047,5.2265625,19.503906,4.8398438
0.0,37.34784070938886,351.33333333333337,242.75,653.25,226.5,89.17383,17.039062,38.03125,9.4140625
0.0,37.34784070938886,352.0,301.25,664.25,301.75,92.54492,21.289062,43.132812,11.3046875
0.0,37.34784070938886,352.6666666666667,291.0,671.0,291.25,92.36328,17.789062,38.972656,9.667969
0.0,37.34784070938886,353.33333333333337,301.0,575.75,302.25,92.61133,19.171875,40.65625,10.3125
0.0,36.78621931791178,350.6666666666667,,,,,,,
0.0,36.78621931791178,351.33333333333337,111.75,646.25,71.25,84.8457,7.4140625,23.765625,6.1601562
0.0,36.78621931791178,352.0,125.75,600.25,85.25,85.916016,10.0703125,28.261719,7.359375
0.0,36.78621931791178,352.6666666666667,,,,,,,
0.0,36.78621931791178,353.33333333333337,148.25,525.0,114.75,85.40039,10.125,28.347656,6.8164062
0.0,41.840811206489,350.64,,,,,,,
0.0,41.840811206489,351.36,2.5,33.75,1.25,34.84961,9.361423e-18,0.007812501,0.019531257
0.0,41.840811206489,352.08,10.0,133.0,5.5,35.13867,9.361423e-18,0.011718751,0.015625007
0.0,41.840811206489,352.8,66.25,343.5,43.5,66.521484,0.17578125,2.8828125,0.8300781
0.0,41.840811206489,353.52,128.0,464.5,97.75,84.57031,4.3164062,17.511719,3.71875
0.0,41.27918996225089,350.64,,,,,,,
0.0,41.27918996225089,351.36,10.25,141.75,5.5,45.302734,9.361423e-18,0.09765625,0.16015626
0.0,41.27918996225089,352.08,36.25,259.25,22.0,44.36133,9.361423e-18,0.15625,0.11718751
0.0,41.27918996225089,352.8,144.25,642.75,100.25,75.822266,0.99609375,7.6484375,1.2597656
0.0,41.27918996225089,353.52,192.25,578.75,164.25,75.22266,1.21875,8.5703125,1.3027344
0.0,40.71756869718417,350.859375,,,,,,,
0.0,40.71756869718417,351.5625,27.75,253.75,16.0,43.08203,9.361423e-18,0.125,0.11132813
0.0,40.71756869718417,352.265625,38.0,264.75,23.25,32.95117,9.361423e-18,0.01953125,0.013671883
0.0,40.71756869718417,352.96875,90.5,490.5,58.75,49.84961,0.015625,0.71484375,0.27539062
0.0,40.15594741204222,350.859375,25.25,425.25,13.75,59.716797,0.01953125,0.80078125,0.76171875
0.0,40.15594741204222,351.5625,45.75,308.0,28.25,50.283203,0.0078125,0.46484375,0.29296875
0.0,40.15594741204222,352.265625,66.75,353.0,43.75,49.28711,0.0078125,0.5,0.24023439
0.0,40.15594741204222,352.96875,163.75,555.0,129.75,73.99805,1.078125,8.0,1.2597656
0.0,39.594326107545804,350.6666666666667,48.0,464.75,27.5,68.64258,0.265625,3.6367188,1.2695312
0.0,39.594326107545804,351.33333333333337,106.5,505.0,72.25,75.302734,1.1054688,8.113281,1.5996094
0.0,39.594326107545804,352.0,108.0,468.5,75.75,73.56055,0.9453125,7.4296875,1.4355469
0.0,39.594326107545804,352.6666666666667,173.75,540.75,145.0,79.46289,2.46875,12.7734375,2.1660156
0.0,39.594326107545804,353.33333333333337,171.25,594.0,134.0,85.49414,6.5390625,22.136719,4.533203
0.0,39.03270478438495,350.6666666666667,131.5,678.25,87.0,76.50781,1.5820312,9.925781,1.78125
0.0,39.03270478438495,351.33333333333337,124.75,543.5,87.5,82.11328,3.109375,14.550781,2.953125
0.0,39.03270478438495,352.0,131.75,614.0,90.0,79.23828,2.0820312,11.6015625,2.1523438
0.0,39.03270478438495,352.6666666666667,280.5,629.25,280.75,88.55664,12.046875,31.265625,6.935547
0.0,39.03270478438495,353.33333333333337,334.25,749.25,334.75,88.99609,12.878906,32.46875,7.3027344
0.0,38.47108344322056,350.6666666666667,102.75,616.0,64.75,77.609375,1.7460938,10.4921875,2.2167969
0.0,38.47108344322056,351.33333333333337,121.0,604.0,80.5,79.96484,2.5898438,13.113281,2.6328125
0.0,38.47108344322056,352.0,272.75,679.0,272.75,89.09961,13.917969,33.921875,7.8476562
0.0,38.47108344322056,352.6666666666667,168.75,635.75,126.25,88.646484,11.207031,30.015625,7.0664062
0.0,38.47108344322056,353.33333333333337,177.0,617.5,138.0,89.72461,15.019531,35.41797,8.923828
0.0,37.909462084686055,350.6666666666667,,,,,,,
0.0,37.909462084686055,351.33333333333337,129.25,595.25,88.75,83.7832,4.453125,17.816406,3.7851562
0.0,37.909462084686055,352.0,268.75,689.0,262.0,88.29297,10.714844,29.265625,6.3027344
0.0,37.909462084686055,352.6666666666667,260.75,632.0,260.75,89.0625,12.097656,31.34375,6.9882812
0.0,37.909462084686055,353.33333333333337,269.25,526.0,270.25,90.38672,18.019531,39.257812,9.8125
0.0,37.34784070938886,350.6666666666667,107.25,668.5,67.25,83.6875,3.9882812,16.75,3.9003906
0.0,37.34784070938886,351.33333333333337,140.5,623.25,97.75,87.490234,9.421875,27.210938,6.578125
