year,date,district,municipality,parish,local,latitude,longitude,cause,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation2010,2010-02-14,Porto,Vila Nova de Gaia,Oliveira do Douro,Monte da Virgem,41.11258085,-8.597501604999291,NC,206.0,2010-02-14T17:00,8.1,49,-2.0,3.8,0.0,0.0.1,0.0.2,0.0.3,3,1004.1,979.3,85,0,92,100,0.11,0.55,12.6,21.6,87,93,31.7,7.4,5.6,8.5,11.5,0.371,0.382,0.389,0.411,1,3600.0,128.9,47.4,81.6,253.2,128.9.1,262.6,185.0,68.0,117.0,253.2.1,185.0.1,376.8,scientificNames
2010,2010-09-30,Castelo Branco,Belmonte,Caria,Sitio do Entrogadouro,40.32660535,-7.35626122035179,Desconhecida,473.0,2010-09-30T22:00,16.2,66,9.9,15.4,0.0,0.0,0.0,0.0,0,1017.4,962.4,10,0,0,34,0.01,0.63,5.9,12.2,313,317,14.4,17.9,21.0,20.9,21.9,0.112,0.157,0.202,0.327,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Tracheophyta; Olea europaea L.; Vitis vinifera L.; Quercus L.; Castanea sativa Mill.; Pinus pinaster Aiton; Acacia Mill.; Quercus suber L.; Pinales; Eucalyptus L'Hér.; 
2010,2010-10-06,Lisboa,Oeiras,Oeiras E São Julião Da Barra,ESTAÇÃO AGRONÓMICA DE OEIRAS,38.69325455,-9.314443310006252,Desconhecida,9.0,2010-10-06T01:00,18.3,89,16.5,18.6,0.0,0.0,0.0,0.0,1,1009.9,1008.8,32,1,2,98,0.01,0.23,13.6,22.4,197,204,21.2,18.4,19.7,21.2,21.8,0.231,0.17,0.219,0.325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinus pinea L.; Magnoliopsida; Tracheophyta; Vitis vinifera L.; Eucalyptus L'Hér.; Olea europaea L.; Pinus pinaster Aiton
2010,2010-10-16,Porto,Penafiel,Boelhe,estremadoura (Estremadouro),41.130499,-8.2408074,NC,219.0,2010-10-16T16:00,18.8,49,7.9,17.5,0.0,0.0,0.0,0.0,1,1013.3,987.7,46,30,31,0,0.2,1.11,5.4,7.5,53,55,18.7,19.2,16.4,18.0,20.5,0.303,0.322,0.261,0.313,1,3600.0,277.2,205.0,72.1,641.2,277.2,440.3,342.0,253.0,89.0,641.2,342.0,543.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Tracheophyta; Vitis vinifera L.; Eucalyptus L'Hér.
2010,2010-09-27,Aveiro,Oliveira de Azeméis,Pindelo,Lugar Deveza (Cimo do Lugar),40.871781,-8.4431906,Desconhecida,246.0,2010-09-27T06:00,13.0,75,8.6,12.0,0.0,0.0,0.0,0.0,1,1013.0,983.8,29,2,0,91,0.0,0.38,4.7,3.9,67,22,7.9,13.0,18.7,21.0,20.9,0.132,0.14,0.187,0.314,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Eucalyptus L'Hér.; Tracheophyta; Pinus pinaster Aiton
2010,2010-08-28,Porto,Paredes,Recarei,ALEM DO RIO (Alem Rio),41.1490203,-8.412507,Desconhecida,96.0,2010-08-28T22:00,23.5,67,17.1,25.1,0.0,0.0,0.0,0.0,1,1016.2,1005.0,32,0,28,51,0.02,0.94,6.4,13.8,43,33,14.4,23.9,25.6,23.5,20.6,0.127,0.137,0.194,0.331,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Pinus pinaster Aiton; Eucalyptus L'Hér.; Tracheophyta; Vitis vinifera L.
2010,2010-10-19,Setúbal,Almada,Caparica,RAPOSO CIMA (Raposo),38.6653111,-9.198309243365888,NC,110.0,2010-10-19T16:00,20.6,41,6.7,18.5,0.0,0.0,0.0,0.0,0,1015.1,1002.2,5,0,0,17,0.26,1.44,8.6,9.8,345,352,14.8,21.4,18.3,19.4,21.5,0.277,0.293,0.212,0.322,1,3600.0,324.3,262.4,61.9,780.7,324.3,463.5,398.0,322.0,76.0,780.7,398.0,568.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Magnoliopsida
2010,2010-09-16,Porto,Gondomar,Rio Tinto,R CAVADAS (Rio Tinto),41.1845394,-8.5571542,NC,94.0,2010-09-16T11:00,21.0,73,16.0,22.7,0.0,0.0,0.0,0.0,3,1015.4,1004.4,90,99,1,0,0.18,0.67,2.9,2.9,263,263,13.0,23.2,22.2,22.6,21.0,0.15,0.148,0.19,0.326,1,0.0,270.8,42.6,228.1,58.7,270.8,982.5,254.0,40.0,214.0,58.7,254.0,921.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Magnoliopsida
2010,2010-10-23,Porto,Paços de Ferreira,Ferreira,Gilde,41.2661016,-8.338605,NC,357.0,2010-10-23T18:00,13.3,80,10.0,12.4,0.0,0.0,0.0,0.0,1,1019.2,976.9,33,0,5,99,0.03,0.3,6.6,14.9,292,307,18.4,14.4,14.0,15.2,19.0,0.247,0.281,0.265,0.309,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,13.0,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus L'Hér.; Tracheophyta; Magnoliopsida; Quercus L.; Pinus pinaster Aiton; 
2010,2010-09-23,Porto,Paredes,Rebordosa,Vales,41.2202567,-8.4112601,NC,216.0,2010-09-23T11:00,19.6,66,13.2,19.6,0.0,0.0,0.0,0.0,2,1018.0,992.7,59,18,21,100,0.23,0.77,6.9,8.4,189,190,18.0,21.6,20.0,21.5,20.6,0.142,0.141,0.172,0.321,1,2324.97,379.8,96.0,283.8,137.5,379.8,948.9,356.0,90.0,266.0,137.5,356.0,889.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Pinus pinaster Aiton; Eucalyptus L'Hér.; Tracheophyta; Vitis vinifera L.
2010,2010-10-23,Porto,Gondomar,São Pedro da Cova,ESTRADA Nº 209 (Estrada),41.161879,-8.5183343,NC,173.0,2010-10-23T20:00,13.7,84,11.1,12.0,0.0,0.0,0.0,0.0,0,1020.2,999.4,3,1,0,6,0.01,0.25,13.4,22.2,329,333,24.5,14.6,15.6,16.8,20.2,0.244,0.272,0.236,0.311,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Magnoliopsida; Eucalyptus L'Hér.
2010,2010-10-23,Lisboa,Vila Franca de Xira,Calhandriz,CALHANDRIZ,38.93339255,-9.066312356864277,Desconhecida,153.0,2010-10-23T21:00,14.6,86,12.3,12.4,0.0,0.0,0.0,0.0,1,1019.8,1001.5,35,8,0,92,0.02,0.23,19.8,33.4,344,346,36.7,15.4,17.3,18.4,21.8,0.232,0.284,0.23,0.321,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Tracheophyta; Pinus pinaster Aiton; Vitis vinifera L.; Olea europaea L.; Eucalyptus L'Hér.; Pinales; 
