year,date,district,municipality,parish,local,latitude,longitude,cause,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation2010,2010-02-14,Porto,Vila Nova de Gaia,Oliveira do Douro,Monte da Virgem,41.11258085,-8.597501604999291,NC,206.0,2010-02-14T17:00,8.1,49,-2.0,3.8,0.0,0.0.1,0.0.2,0.0.3,3,1004.1,979.3,85,0,92,100,0.11,0.55,12.6,21.6,87,93,31.7,7.4,5.6,8.5,11.5,0.371,0.382,0.389,0.411,1,3600.0,128.9,47.4,81.6,253.2,128.9.1,262.6,185.0,68.0,117.0,253.2.1,185.0.1,376.8,scientificNames
2010,2010-09-03,Coimbra,Coimbra,Coimbra (santa Cruz),Ciclo de Taveiro (BOTÃO),40.209003,-8.432299,NC,22.0,2010-09-03T11:00,27.1,51,16.1,28.7,0.0,0.0,0.0,0.0,0,1017.1,1014.6,0,0,0,0,0.51,1.76,10.1,11.3,333,338,23.8,32.1,24.3,24.0,21.0,0.049,0.059,0.072,0.186,1,3600.0,768.2,659.7,108.5,845.8,768.2,1048.6,722.0,620.0,102.0,845.8,722.0,985.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Magnoliopsida; Olea europaea L.
2010,2010-09-03,Porto,Paredes,Cete,Valverde,41.1848391,-8.3607067,Desconhecida,190.0,2010-09-03T12:00,28.0,47,15.6,31.1,0.0,0.0,0.0,0.0,0,1016.9,995.3,0,0,0,0,0.58,2.0,3.5,3.9,246,236,16.9,31.3,23.5,23.3,20.2,0.127,0.134,0.174,0.329,1,3600.0,845.9,742.1,103.8,900.0,845.9,1108.6,823.0,722.0,101.0,900.0,823.0,1078.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Pinus pinaster Aiton; Eucalyptus L'Hér.; Tracheophyta; Vitis vinifera L.
2010,2010-10-16,Porto,Marco de Canaveses,Manhuncelos,Montedeiras,41.1283558,-8.1491015,NC,508.0,2010-10-16T15:00,17.0,50,6.5,15.1,0.0,0.0,0.0,0.0,1,1013.5,955.0,30,28,8,0,0.28,0.97,7.0,9.2,69,69,25.6,18.6,15.1,16.9,19.4,0.307,0.316,0.241,0.316,1,3600.0,433.8,344.8,89.1,746.6,433.8,635.8,487.0,387.0,100.0,746.6,487.0,713.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Pinus pinaster Aiton; Eucalyptus L'Hér.; Tracheophyta; Vitis vinifera L.; 
2010,2010-08-20,Porto,Vila Nova de Gaia,Avintes,Rua dos Fogueteiros,41.1102635,-8.5442253,NC,65.0,2010-08-20T16:00,26.9,55,17.1,27.2,0.0,0.0,0.0,0.0,0,1020.2,1012.7,0,0,0,0,0.48,1.6,19.3,24.5,331,336,36.0,33.1,25.6,24.2,20.3,0.115,0.134,0.186,0.338,1,3600.0,590.1,508.4,81.7,837.5,590.1,811.1,657.0,566.0,91.0,837.5,657.0,903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Tracheophyta; Pinales; Pinus pinea L.
2010,2010-09-01,Aveiro,Oliveira de Azeméis,Ossela,Bustelo do Caima,40.8282815,-8.4339702,Desconhecida,239.0,2010-09-01T14:00,25.9,47,13.8,26.5,0.0,0.0,0.0,0.0,0,1009.8,982.7,0,0,0,0,0.55,1.77,12.9,15.5,283,283,32.4,33.7,26.8,23.9,20.6,0.098,0.134,0.185,0.314,1,3600.0,756.3,648.1,108.2,820.7,756.3,1060.7,783.0,671.0,112.0,820.7,783.0,1098.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus L'Hér.; Tracheophyta; Pinus pinaster Aiton; Magnoliopsida; Vitis vinifera L.
2010,2010-09-12,Aveiro,Santa Maria da Feira,Canedo,Gougeva (CANEDO),41.0076016,-8.4638205,Desconhecida,214.0,2010-09-12T15:00,31.9,30,12.0,32.1,0.0,0.0,0.0,0.0,1,1016.0,992.0,29,0,0,98,0.53,3.33,7.9,9.9,39,46,19.8,32.6,23.5,22.1,20.6,0.153,0.125,0.146,0.296,1,3600.0,612.8,475.1,137.7,737.9,612.8,869.6,663.0,514.0,149.0,737.9,663.0,940.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucalyptus L'Hér.; Tracheophyta; Magnoliopsida; Pinus pinaster Aiton
2010,2010-09-02,Porto,Penafiel,Bustelo,Cabanelas de Cima,41.2299987,-8.2677145,Desconhecida,259.0,2010-09-02T14:00,26.4,47,14.3,27.5,0.0,0.0,0.0,0.0,0,1015.1,985.6,13,0,0,42,0.58,1.82,12.6,15.5,290,292,32.4,31.7,24.0,22.8,19.7,0.118,0.136,0.191,0.327,1,3600.0,794.3,692.0,102.3,885.8,794.3,1049.9,823.0,717.0,106.0,885.8,823.0,1087.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Tracheophyta; Eucalyptus L'Hér.; Pinus pinaster Aiton; Vitis vinifera L.; Pinales; 
2010,2010-08-10,Porto,Gondomar,Foz do Sousa,Gens,41.0916552,-8.5093029,NC,21.0,2010-08-10T14:00,32.3,32,13.5,32.5,0.0,0.0,0.0,0.0,0,1017.5,1015.1,0,0,0,0,0.74,3.29,18.2,22.4,322,330,32.8,39.6,29.0,24.8,19.9,0.089,0.117,0.175,0.315,1,3600.0,859.3,753.4,106.0,878.4,859.3,1141.7,884.0,775.0,109.0,878.4,884.0,1174.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tracheophyta; Magnoliopsida; Eucalyptus L'Hér.; Pinus pinaster Aiton
2010,2010-08-10,Porto,Gondomar,Jovim,RUA JERONIMO ALMEIDA BASTOS (SÃO PEDRO DA COVA),41.1346344,-8.5168448,NC,169.0,2010-08-10T15:00,31.8,29,11.6,31.6,0.0,0.0,0.0,0.0,0,1016.8,997.8,1,0,0,2,0.68,3.34,14.8,18.3,313,315,28.4,37.2,28.3,23.9,18.8,0.114,0.135,0.195,0.345,1,3600.0,772.1,675.1,97.0,878.4,772.1,1023.2,820.0,717.0,103.0,878.4,820.0,1086.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinus pinaster Aiton; Eucalyptus L'Hér.; Vitis vinifera L.; Tracheophyta; Magnoliopsida
2010,2010-08-20,Setúbal,Almada,Caparica,PARQUE FILIPA D´AGUA - R. EULETERIO TEIXEIRA (TRAFARIA),38.66186915,-9.226016510778402,NC,48.0,2010-08-20T16:00,29.2,44,15.5,29.1,0.0,0.0,0.0,0.0,0,1018.7,1013.2,0,0,0,0,0.54,2.29,17.8,21.9,339,346,31.7,33.2,25.3,23.9,21.0,0.135,0.159,0.217,0.337,1,3600.0,606.5,518.5,88.1,830.6,606.5,834.0,675.0,577.0,98.0,830.6,675.0,928.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnoliopsida; Tracheophyta
